"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU12","SRR15146548","SRR3000884","SRR14766335","NDSU4","SRR14766329","SRR6502082","SRR14766451","SRR2994394","SRR10037243","SRR5928610","SRR5877168","SRR3000893","SRR1363292","SRR19431269"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"KMJDPIGG_00560","EGKOAKEK_00561","EFNNPMIA_03213","EMDCPPMA_00154","MLOHFGPA_01243","LGNMAAMO_03097","NAFOOFAA_00496","JKFJINKE_01115","NNGIMOCL_01151","OAJCOHFM_00561","FCBEKDAD_00220","ABGDGJIO_03290","NNFNPJIH_00076","HECGGPDK_00175","KFNBBHOJ_00560"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"KMJDPIGG_00563","EGKOAKEK_00564","EFNNPMIA_03216","EMDCPPMA_00157","MLOHFGPA_01240","LGNMAAMO_03094","NAFOOFAA_00493","JKFJINKE_01118","NNGIMOCL_01154","OAJCOHFM_00564","FCBEKDAD_00217","ABGDGJIO_03293","NNFNPJIH_00073","HECGGPDK_00172","KFNBBHOJ_00563"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"KMJDPIGG_00564","EGKOAKEK_00565","EFNNPMIA_03217","EMDCPPMA_00158","MLOHFGPA_01239","LGNMAAMO_03093","NAFOOFAA_00492","JKFJINKE_01119","NNGIMOCL_01155","OAJCOHFM_00565","FCBEKDAD_00216","ABGDGJIO_03294","NNFNPJIH_00072","HECGGPDK_00171","KFNBBHOJ_00564"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"KMJDPIGG_00567","EGKOAKEK_00568","EFNNPMIA_03220","EMDCPPMA_00161","MLOHFGPA_01236","LGNMAAMO_03090","NAFOOFAA_00489","JKFJINKE_01122","NNGIMOCL_01158","OAJCOHFM_00568","FCBEKDAD_00213","ABGDGJIO_03297","NNFNPJIH_00069","HECGGPDK_00168","KFNBBHOJ_00567"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"KMJDPIGG_00568","EGKOAKEK_00569","EFNNPMIA_03221","EMDCPPMA_00162","MLOHFGPA_01235","LGNMAAMO_03089","NAFOOFAA_00488","JKFJINKE_01123","NNGIMOCL_01159","OAJCOHFM_00569","FCBEKDAD_00212","ABGDGJIO_03298","NNFNPJIH_00068","HECGGPDK_00167","KFNBBHOJ_00568"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"KMJDPIGG_00571","EGKOAKEK_00572","EFNNPMIA_03224","EMDCPPMA_00165","MLOHFGPA_01232","LGNMAAMO_03086","NAFOOFAA_00485","JKFJINKE_01126","NNGIMOCL_01162","OAJCOHFM_00572","FCBEKDAD_00209","ABGDGJIO_03301","NNFNPJIH_00065","HECGGPDK_00164","KFNBBHOJ_00571"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"KMJDPIGG_00578","EGKOAKEK_00579","EFNNPMIA_03231","EMDCPPMA_00172","MLOHFGPA_01225","LGNMAAMO_03079","NAFOOFAA_00478","JKFJINKE_01133","NNGIMOCL_01169","OAJCOHFM_00579","FCBEKDAD_00202","ABGDGJIO_03308","NNFNPJIH_00058","HECGGPDK_00157","KFNBBHOJ_00578"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"KMJDPIGG_00592","EGKOAKEK_00593","EFNNPMIA_03245","EMDCPPMA_00186","MLOHFGPA_01211","LGNMAAMO_03065","NAFOOFAA_00464","JKFJINKE_01147","NNGIMOCL_01183","OAJCOHFM_00593","FCBEKDAD_00188","ABGDGJIO_03322","NNFNPJIH_00044","HECGGPDK_00143","KFNBBHOJ_00592"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"KMJDPIGG_00622","EGKOAKEK_00623","EFNNPMIA_03275","EMDCPPMA_00216","MLOHFGPA_01181","LGNMAAMO_04057","NAFOOFAA_00434","JKFJINKE_04294","NNGIMOCL_01213","OAJCOHFM_00623","FCBEKDAD_00158","ABGDGJIO_03352","NNFNPJIH_00014","HECGGPDK_00113","KFNBBHOJ_00622"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"KMJDPIGG_00624","EGKOAKEK_00625","EFNNPMIA_03277","EMDCPPMA_00218","MLOHFGPA_01179","LGNMAAMO_04059","NAFOOFAA_00432","JKFJINKE_04296","NNGIMOCL_01215","OAJCOHFM_00625","FCBEKDAD_00156","ABGDGJIO_03354","NNFNPJIH_00012","HECGGPDK_00111","KFNBBHOJ_00624"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"KMJDPIGG_00653","EGKOAKEK_00654","EFNNPMIA_03306","EMDCPPMA_00247","MLOHFGPA_01150","LGNMAAMO_01482","NAFOOFAA_00403","JKFJINKE_03747","NNGIMOCL_01244","OAJCOHFM_00654","FCBEKDAD_01348","ABGDGJIO_03383","NNFNPJIH_03705","HECGGPDK_00082","KFNBBHOJ_00652"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"KMJDPIGG_00665","EGKOAKEK_00666","EFNNPMIA_03318","EMDCPPMA_00259","MLOHFGPA_01138","LGNMAAMO_01470","NAFOOFAA_00391","JKFJINKE_04582","NNGIMOCL_01256","OAJCOHFM_00666","FCBEKDAD_01336","ABGDGJIO_03395","NNFNPJIH_03693","HECGGPDK_00070","KFNBBHOJ_00664"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"KMJDPIGG_00684","EGKOAKEK_00685","EFNNPMIA_03337","EMDCPPMA_00278","MLOHFGPA_01119","LGNMAAMO_01451","NAFOOFAA_00372","JKFJINKE_03112","NNGIMOCL_01275","OAJCOHFM_00685","FCBEKDAD_01317","ABGDGJIO_03414","NNFNPJIH_03674","HECGGPDK_00051","KFNBBHOJ_00683"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"KMJDPIGG_00713","EGKOAKEK_00714","EFNNPMIA_03366","EMDCPPMA_00307","MLOHFGPA_01090","LGNMAAMO_01422","NAFOOFAA_00343","JKFJINKE_03083","NNGIMOCL_01304","OAJCOHFM_00714","FCBEKDAD_01288","ABGDGJIO_03443","NNFNPJIH_03645","HECGGPDK_00022","KFNBBHOJ_00712"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"KMJDPIGG_00719","EGKOAKEK_00720","EFNNPMIA_03372","EMDCPPMA_00313","MLOHFGPA_01084","LGNMAAMO_01416","NAFOOFAA_00337","JKFJINKE_04410","NNGIMOCL_01310","OAJCOHFM_00720","FCBEKDAD_01282","ABGDGJIO_03449","NNFNPJIH_03639","HECGGPDK_00016","KFNBBHOJ_00718"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"KMJDPIGG_00721","EGKOAKEK_00722","EFNNPMIA_03374","EMDCPPMA_00315","MLOHFGPA_01082","LGNMAAMO_01414","NAFOOFAA_00335","JKFJINKE_04408","NNGIMOCL_01312","OAJCOHFM_00722","FCBEKDAD_01280","ABGDGJIO_03451","NNFNPJIH_03637","HECGGPDK_00014","KFNBBHOJ_00720"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"KMJDPIGG_00739","EGKOAKEK_00740","EFNNPMIA_03392","EMDCPPMA_04572","MLOHFGPA_01064","LGNMAAMO_01396","NAFOOFAA_04569","JKFJINKE_04504","NNGIMOCL_01330","OAJCOHFM_00740","FCBEKDAD_01262","ABGDGJIO_03469","NNFNPJIH_03619","HECGGPDK_04655","KFNBBHOJ_00738"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"KMJDPIGG_01491","EGKOAKEK_00764","EFNNPMIA_00020","EMDCPPMA_04315","MLOHFGPA_03005","LGNMAAMO_04194","NAFOOFAA_04277","JKFJINKE_04007","NNGIMOCL_00020","OAJCOHFM_01394","FCBEKDAD_04081","ABGDGJIO_00649","NNFNPJIH_04561","HECGGPDK_01382","KFNBBHOJ_01394"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"KMJDPIGG_01489","EGKOAKEK_00766","EFNNPMIA_00022","EMDCPPMA_04313","MLOHFGPA_03003","LGNMAAMO_04196","NAFOOFAA_04275","JKFJINKE_04009","NNGIMOCL_00022","OAJCOHFM_01392","FCBEKDAD_04083","ABGDGJIO_00647","NNFNPJIH_04563","HECGGPDK_01380","KFNBBHOJ_01392"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"KMJDPIGG_01467","EGKOAKEK_00788","EFNNPMIA_00044","EMDCPPMA_00795","MLOHFGPA_02981","LGNMAAMO_01515","NAFOOFAA_01759","JKFJINKE_03479","NNGIMOCL_00044","OAJCOHFM_01370","FCBEKDAD_03490","ABGDGJIO_00625","NNFNPJIH_02668","HECGGPDK_01358","KFNBBHOJ_01370"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"KMJDPIGG_01456","EGKOAKEK_00799","EFNNPMIA_00055","EMDCPPMA_00784","MLOHFGPA_02970","LGNMAAMO_01526","NAFOOFAA_01770","JKFJINKE_03468","NNGIMOCL_00055","OAJCOHFM_01359","FCBEKDAD_03501","ABGDGJIO_00614","NNFNPJIH_02657","HECGGPDK_01347","KFNBBHOJ_01359"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"KMJDPIGG_01454","EGKOAKEK_00801","EFNNPMIA_00057","EMDCPPMA_00782","MLOHFGPA_02968","LGNMAAMO_01528","NAFOOFAA_01772","JKFJINKE_03466","NNGIMOCL_00057","OAJCOHFM_01357","FCBEKDAD_03503","ABGDGJIO_00612","NNFNPJIH_02655","HECGGPDK_01345","KFNBBHOJ_01357"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"KMJDPIGG_01437","EGKOAKEK_00818","EFNNPMIA_00074","EMDCPPMA_00765","MLOHFGPA_04740","LGNMAAMO_01545","NAFOOFAA_01789","JKFJINKE_00381","NNGIMOCL_00074","OAJCOHFM_01340","FCBEKDAD_03054","ABGDGJIO_00595","NNFNPJIH_02638","HECGGPDK_01328","KFNBBHOJ_01340"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"KMJDPIGG_01423","EGKOAKEK_00832","EFNNPMIA_00088","EMDCPPMA_00751","MLOHFGPA_03732","LGNMAAMO_01559","NAFOOFAA_01803","JKFJINKE_00367","NNGIMOCL_00088","OAJCOHFM_01326","FCBEKDAD_03068","ABGDGJIO_00581","NNFNPJIH_02624","HECGGPDK_01314","KFNBBHOJ_01326"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"KMJDPIGG_01421","EGKOAKEK_00834","EFNNPMIA_00090","EMDCPPMA_00749","MLOHFGPA_03734","LGNMAAMO_01561","NAFOOFAA_01805","JKFJINKE_00365","NNGIMOCL_00090","OAJCOHFM_01324","FCBEKDAD_03070","ABGDGJIO_00579","NNFNPJIH_02622","HECGGPDK_01312","KFNBBHOJ_01324"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"KMJDPIGG_01419","EGKOAKEK_00836","EFNNPMIA_00092","EMDCPPMA_00747","MLOHFGPA_03736","LGNMAAMO_01563","NAFOOFAA_01807","JKFJINKE_00363","NNGIMOCL_00092","OAJCOHFM_01322","FCBEKDAD_03072","ABGDGJIO_00577","NNFNPJIH_02620","HECGGPDK_01310","KFNBBHOJ_01322"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"KMJDPIGG_01408","EGKOAKEK_00847","EFNNPMIA_00103","EMDCPPMA_00736","MLOHFGPA_03747","LGNMAAMO_01574","NAFOOFAA_01818","JKFJINKE_00352","NNGIMOCL_00103","OAJCOHFM_01311","FCBEKDAD_03083","ABGDGJIO_00566","NNFNPJIH_02609","HECGGPDK_01299","KFNBBHOJ_01311"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"KMJDPIGG_01405","EGKOAKEK_00850","EFNNPMIA_00106","EMDCPPMA_00733","MLOHFGPA_03750","LGNMAAMO_01577","NAFOOFAA_01821","JKFJINKE_00349","NNGIMOCL_00106","OAJCOHFM_01308","FCBEKDAD_03086","ABGDGJIO_00563","NNFNPJIH_02606","HECGGPDK_01296","KFNBBHOJ_01308"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"KMJDPIGG_01400","EGKOAKEK_00855","EFNNPMIA_00111","EMDCPPMA_00728","MLOHFGPA_03755","LGNMAAMO_01582","NAFOOFAA_01826","JKFJINKE_00344","NNGIMOCL_00111","OAJCOHFM_01303","FCBEKDAD_00644","ABGDGJIO_00558","NNFNPJIH_02601","HECGGPDK_01291","KFNBBHOJ_01303"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"KMJDPIGG_01399","EGKOAKEK_00856","EFNNPMIA_00112","EMDCPPMA_00727","MLOHFGPA_03756","LGNMAAMO_01583","NAFOOFAA_01827","JKFJINKE_00343","NNGIMOCL_00112","OAJCOHFM_01302","FCBEKDAD_00645","ABGDGJIO_00557","NNFNPJIH_02600","HECGGPDK_01290","KFNBBHOJ_01302"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"KMJDPIGG_01398","EGKOAKEK_00857","EFNNPMIA_00113","EMDCPPMA_00726","MLOHFGPA_03757","LGNMAAMO_01584","NAFOOFAA_01828","JKFJINKE_00342","NNGIMOCL_00113","OAJCOHFM_01301","FCBEKDAD_00646","ABGDGJIO_00556","NNFNPJIH_02599","HECGGPDK_01289","KFNBBHOJ_01301"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"KMJDPIGG_01397","EGKOAKEK_00858","EFNNPMIA_00114","EMDCPPMA_00725","MLOHFGPA_03758","LGNMAAMO_01585","NAFOOFAA_01829","JKFJINKE_00341","NNGIMOCL_00114","OAJCOHFM_01300","FCBEKDAD_00647","ABGDGJIO_00555","NNFNPJIH_02598","HECGGPDK_01288","KFNBBHOJ_01300"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"KMJDPIGG_01394","EGKOAKEK_00861","EFNNPMIA_00117","EMDCPPMA_00722","MLOHFGPA_03761","LGNMAAMO_01588","NAFOOFAA_01832","JKFJINKE_00338","NNGIMOCL_00117","OAJCOHFM_01297","FCBEKDAD_00650","ABGDGJIO_00552","NNFNPJIH_02595","HECGGPDK_01285","KFNBBHOJ_01297"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"KMJDPIGG_01392","EGKOAKEK_00863","EFNNPMIA_00119","EMDCPPMA_00720","MLOHFGPA_03763","LGNMAAMO_01590","NAFOOFAA_01834","JKFJINKE_00336","NNGIMOCL_00119","OAJCOHFM_01295","FCBEKDAD_00652","ABGDGJIO_00550","NNFNPJIH_02593","HECGGPDK_01283","KFNBBHOJ_01295"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"KMJDPIGG_01385","EGKOAKEK_00870","EFNNPMIA_00126","EMDCPPMA_00713","MLOHFGPA_03770","LGNMAAMO_01597","NAFOOFAA_01841","JKFJINKE_00329","NNGIMOCL_00126","OAJCOHFM_01288","FCBEKDAD_00659","ABGDGJIO_00543","NNFNPJIH_02586","HECGGPDK_01276","KFNBBHOJ_01288"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"KMJDPIGG_01381","EGKOAKEK_00874","EFNNPMIA_00130","EMDCPPMA_00709","MLOHFGPA_03774","LGNMAAMO_03512","NAFOOFAA_01845","JKFJINKE_00325","NNGIMOCL_00130","OAJCOHFM_01284","FCBEKDAD_00663","ABGDGJIO_00539","NNFNPJIH_02582","HECGGPDK_01272","KFNBBHOJ_01284"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"KMJDPIGG_01269","EGKOAKEK_00986","EFNNPMIA_00242","EMDCPPMA_00597","MLOHFGPA_03320","LGNMAAMO_02491","NAFOOFAA_02833","JKFJINKE_00213","NNGIMOCL_00242","OAJCOHFM_01172","FCBEKDAD_00775","ABGDGJIO_00427","NNFNPJIH_02470","HECGGPDK_01161","KFNBBHOJ_01172"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"KMJDPIGG_01258","EGKOAKEK_00997","EFNNPMIA_00253","EMDCPPMA_00586","MLOHFGPA_03309","LGNMAAMO_02502","NAFOOFAA_02822","JKFJINKE_00202","NNGIMOCL_00253","OAJCOHFM_01161","FCBEKDAD_00786","ABGDGJIO_00416","NNFNPJIH_02459","HECGGPDK_01150","KFNBBHOJ_01161"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"KMJDPIGG_01252","EGKOAKEK_01003","EFNNPMIA_00259","EMDCPPMA_00580","MLOHFGPA_03303","LGNMAAMO_04501","NAFOOFAA_02816","JKFJINKE_04513","NNGIMOCL_00259","OAJCOHFM_01155","FCBEKDAD_04463","ABGDGJIO_00410","NNFNPJIH_02453","HECGGPDK_01144","KFNBBHOJ_01155"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"KMJDPIGG_01244","EGKOAKEK_01011","EFNNPMIA_00267","EMDCPPMA_04651","MLOHFGPA_03295","LGNMAAMO_01970","NAFOOFAA_02567","JKFJINKE_00888","NNGIMOCL_00267","OAJCOHFM_01147","FCBEKDAD_04565","ABGDGJIO_00402","NNFNPJIH_03724","HECGGPDK_01136","KFNBBHOJ_01147"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"KMJDPIGG_01236","EGKOAKEK_01019","EFNNPMIA_00275","EMDCPPMA_03387","MLOHFGPA_03287","LGNMAAMO_01962","NAFOOFAA_02575","JKFJINKE_00880","NNGIMOCL_00275","OAJCOHFM_01139","FCBEKDAD_01865","ABGDGJIO_00394","NNFNPJIH_03732","HECGGPDK_01128","KFNBBHOJ_01139"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"KMJDPIGG_01235","EGKOAKEK_01020","EFNNPMIA_00276","EMDCPPMA_03388","MLOHFGPA_03286","LGNMAAMO_01961","NAFOOFAA_02576","JKFJINKE_00879","NNGIMOCL_00276","OAJCOHFM_01138","FCBEKDAD_01866","ABGDGJIO_00393","NNFNPJIH_03733","HECGGPDK_01127","KFNBBHOJ_01138"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"KMJDPIGG_01219","EGKOAKEK_01036","EFNNPMIA_00292","EMDCPPMA_03404","MLOHFGPA_03102","LGNMAAMO_01945","NAFOOFAA_02592","JKFJINKE_00863","NNGIMOCL_00292","OAJCOHFM_01122","FCBEKDAD_01882","ABGDGJIO_00377","NNFNPJIH_03749","HECGGPDK_01111","KFNBBHOJ_01122"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"KMJDPIGG_01210","EGKOAKEK_01045","EFNNPMIA_00301","EMDCPPMA_03413","MLOHFGPA_03111","LGNMAAMO_01936","NAFOOFAA_02601","JKFJINKE_00854","NNGIMOCL_00301","OAJCOHFM_01112","FCBEKDAD_01891","ABGDGJIO_00368","NNFNPJIH_03758","HECGGPDK_01102","KFNBBHOJ_01113"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"KMJDPIGG_01209","EGKOAKEK_01046","EFNNPMIA_00302","EMDCPPMA_03414","MLOHFGPA_03112","LGNMAAMO_01935","NAFOOFAA_02602","JKFJINKE_00853","NNGIMOCL_00302","OAJCOHFM_01111","FCBEKDAD_01892","ABGDGJIO_00367","NNFNPJIH_03759","HECGGPDK_01101","KFNBBHOJ_01112"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"KMJDPIGG_01203","EGKOAKEK_01052","EFNNPMIA_00308","EMDCPPMA_03420","MLOHFGPA_03118","LGNMAAMO_01929","NAFOOFAA_02608","JKFJINKE_00847","NNGIMOCL_00308","OAJCOHFM_01105","FCBEKDAD_01898","ABGDGJIO_00361","NNFNPJIH_03765","HECGGPDK_01095","KFNBBHOJ_01106"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"KMJDPIGG_01191","EGKOAKEK_01064","EFNNPMIA_00320","EMDCPPMA_03432","MLOHFGPA_03130","LGNMAAMO_01917","NAFOOFAA_02620","JKFJINKE_00835","NNGIMOCL_00320","OAJCOHFM_01093","FCBEKDAD_01910","ABGDGJIO_00349","NNFNPJIH_03777","HECGGPDK_01083","KFNBBHOJ_01094"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"KMJDPIGG_01174","EGKOAKEK_01081","EFNNPMIA_00337","EMDCPPMA_03449","MLOHFGPA_03147","LGNMAAMO_01900","NAFOOFAA_02637","JKFJINKE_00818","NNGIMOCL_00337","OAJCOHFM_01076","FCBEKDAD_01927","ABGDGJIO_00332","NNFNPJIH_03794","HECGGPDK_01066","KFNBBHOJ_01077"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"KMJDPIGG_01172","EGKOAKEK_01083","EFNNPMIA_00339","EMDCPPMA_03451","MLOHFGPA_03149","LGNMAAMO_01898","NAFOOFAA_02639","JKFJINKE_00816","NNGIMOCL_00339","OAJCOHFM_01074","FCBEKDAD_01929","ABGDGJIO_00330","NNFNPJIH_03796","HECGGPDK_01064","KFNBBHOJ_01075"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"KMJDPIGG_01032","EGKOAKEK_01223","EFNNPMIA_00479","EMDCPPMA_02488","MLOHFGPA_01467","LGNMAAMO_01763","NAFOOFAA_04013","JKFJINKE_01962","NNGIMOCL_00479","OAJCOHFM_00934","FCBEKDAD_00417","ABGDGJIO_00190","NNFNPJIH_01184","HECGGPDK_00924","KFNBBHOJ_00935"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"KMJDPIGG_01031","EGKOAKEK_01224","EFNNPMIA_00480","EMDCPPMA_02487","MLOHFGPA_01466","LGNMAAMO_01764","NAFOOFAA_04012","JKFJINKE_01963","NNGIMOCL_00480","OAJCOHFM_00933","FCBEKDAD_00416","ABGDGJIO_00189","NNFNPJIH_01183","HECGGPDK_00923","KFNBBHOJ_00934"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"KMJDPIGG_01029","EGKOAKEK_01226","EFNNPMIA_00482","EMDCPPMA_02485","MLOHFGPA_01464","LGNMAAMO_01766","NAFOOFAA_04010","JKFJINKE_01965","NNGIMOCL_00482","OAJCOHFM_00931","FCBEKDAD_00414","ABGDGJIO_00187","NNFNPJIH_01181","HECGGPDK_00921","KFNBBHOJ_00932"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"KMJDPIGG_01022","EGKOAKEK_01233","EFNNPMIA_00489","EMDCPPMA_04286","MLOHFGPA_01457","LGNMAAMO_01773","NAFOOFAA_04003","JKFJINKE_01972","NNGIMOCL_00489","OAJCOHFM_00924","FCBEKDAD_00407","ABGDGJIO_00180","NNFNPJIH_01174","HECGGPDK_00914","KFNBBHOJ_00925"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"KMJDPIGG_01016","EGKOAKEK_01239","EFNNPMIA_00495","EMDCPPMA_04292","MLOHFGPA_01451","LGNMAAMO_01779","NAFOOFAA_03997","JKFJINKE_01978","NNGIMOCL_00495","OAJCOHFM_00918","FCBEKDAD_00401","ABGDGJIO_00174","NNFNPJIH_01168","HECGGPDK_00908","KFNBBHOJ_00919"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"KMJDPIGG_01009","EGKOAKEK_01246","EFNNPMIA_00502","EMDCPPMA_04299","MLOHFGPA_01444","LGNMAAMO_01786","NAFOOFAA_03990","JKFJINKE_01985","NNGIMOCL_00502","OAJCOHFM_00911","FCBEKDAD_00394","ABGDGJIO_00167","NNFNPJIH_01161","HECGGPDK_00901","KFNBBHOJ_00912"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"KMJDPIGG_01008","EGKOAKEK_01247","EFNNPMIA_00503","EMDCPPMA_04300","MLOHFGPA_01443","LGNMAAMO_01787","NAFOOFAA_03989","JKFJINKE_01986","NNGIMOCL_00503","OAJCOHFM_00910","FCBEKDAD_00393","ABGDGJIO_00166","NNFNPJIH_01160","HECGGPDK_00900","KFNBBHOJ_00911"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"KMJDPIGG_00999","EGKOAKEK_01256","EFNNPMIA_00512","EMDCPPMA_01905","MLOHFGPA_01434","LGNMAAMO_04345","NAFOOFAA_01741","JKFJINKE_02507","NNGIMOCL_00512","OAJCOHFM_00901","FCBEKDAD_00384","ABGDGJIO_00157","NNFNPJIH_01151","HECGGPDK_00891","KFNBBHOJ_00902"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"KMJDPIGG_00980","EGKOAKEK_01275","EFNNPMIA_00531","EMDCPPMA_01924","MLOHFGPA_01415","LGNMAAMO_00651","NAFOOFAA_01722","JKFJINKE_02488","NNGIMOCL_00531","OAJCOHFM_00882","FCBEKDAD_00365","ABGDGJIO_00138","NNFNPJIH_01132","HECGGPDK_00872","KFNBBHOJ_00883"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"KMJDPIGG_00977","EGKOAKEK_01278","EFNNPMIA_00534","EMDCPPMA_01927","MLOHFGPA_01412","LGNMAAMO_00654","NAFOOFAA_01719","JKFJINKE_02485","NNGIMOCL_00534","OAJCOHFM_00879","FCBEKDAD_00362","ABGDGJIO_00135","NNFNPJIH_01129","HECGGPDK_00869","KFNBBHOJ_00880"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"KMJDPIGG_00976","EGKOAKEK_01279","EFNNPMIA_00535","EMDCPPMA_01928","MLOHFGPA_01411","LGNMAAMO_00655","NAFOOFAA_01718","JKFJINKE_02484","NNGIMOCL_00535","OAJCOHFM_00878","FCBEKDAD_00361","ABGDGJIO_00134","NNFNPJIH_01128","HECGGPDK_00868","KFNBBHOJ_00879"
