"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272156","SRR14272154","SRR28323368","NDSU24","SRR19513358","SRR10037239","SRR28323382","SRR7041622","SRR27779120","SRR16506855","NDSU8","SRR5666360","SRR25926991","SRR4292607","SRR5905016"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"HKKILDPC_03263","HAANCNKA_03024","FCMCIBEK_00564","DFEIMHLH_00281","NAFJMCME_00188","OOMIMPCI_00184","KOLBENFC_00180","KJAFDFOC_01947","BONMFOJB_00563","MMJAGEHG_03241","CDDPGOFG_00961","KHAGAGIB_02526","MAFDEBPG_01127","MKNEJKNF_00857","BIBHBEME_00583"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"HKKILDPC_03264","HAANCNKA_03023","FCMCIBEK_00565","DFEIMHLH_00280","NAFJMCME_00187","OOMIMPCI_00183","KOLBENFC_00179","KJAFDFOC_01946","BONMFOJB_00564","MMJAGEHG_03240","CDDPGOFG_00962","KHAGAGIB_02527","MAFDEBPG_01126","MKNEJKNF_00858","BIBHBEME_00582"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"HKKILDPC_03267","HAANCNKA_03020","FCMCIBEK_00568","DFEIMHLH_00277","NAFJMCME_00184","OOMIMPCI_00180","KOLBENFC_00176","KJAFDFOC_01943","BONMFOJB_00567","MMJAGEHG_03237","CDDPGOFG_00965","KHAGAGIB_02530","MAFDEBPG_01123","MKNEJKNF_00861","BIBHBEME_00579"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"HKKILDPC_03268","HAANCNKA_03019","FCMCIBEK_00569","DFEIMHLH_00276","NAFJMCME_00183","OOMIMPCI_00179","KOLBENFC_00175","KJAFDFOC_01942","BONMFOJB_00568","MMJAGEHG_03236","CDDPGOFG_00966","KHAGAGIB_02531","MAFDEBPG_01122","MKNEJKNF_00862","BIBHBEME_00578"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"HKKILDPC_03271","HAANCNKA_03016","FCMCIBEK_00572","DFEIMHLH_00273","NAFJMCME_00180","OOMIMPCI_00176","KOLBENFC_00172","KJAFDFOC_01939","BONMFOJB_00571","MMJAGEHG_03233","CDDPGOFG_00969","KHAGAGIB_02534","MAFDEBPG_01119","MKNEJKNF_00865","BIBHBEME_00575"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"HKKILDPC_03278","HAANCNKA_03009","FCMCIBEK_00579","DFEIMHLH_00266","NAFJMCME_00173","OOMIMPCI_00169","KOLBENFC_00165","KJAFDFOC_01932","BONMFOJB_00578","MMJAGEHG_03226","CDDPGOFG_00976","KHAGAGIB_02541","MAFDEBPG_01112","MKNEJKNF_00872","BIBHBEME_00568"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"HKKILDPC_03292","HAANCNKA_02995","FCMCIBEK_00593","DFEIMHLH_00252","NAFJMCME_00159","OOMIMPCI_00155","KOLBENFC_00151","KJAFDFOC_01918","BONMFOJB_00592","MMJAGEHG_03212","CDDPGOFG_00990","KHAGAGIB_02555","MAFDEBPG_01098","MKNEJKNF_00886","BIBHBEME_00554"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"HKKILDPC_03322","HAANCNKA_02965","FCMCIBEK_00623","DFEIMHLH_00222","NAFJMCME_00129","OOMIMPCI_00125","KOLBENFC_00121","KJAFDFOC_04307","BONMFOJB_00621","MMJAGEHG_03182","CDDPGOFG_01020","KHAGAGIB_02585","MAFDEBPG_01068","MKNEJKNF_00916","BIBHBEME_04115"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"HKKILDPC_03324","HAANCNKA_02963","FCMCIBEK_00625","DFEIMHLH_00220","NAFJMCME_00127","OOMIMPCI_00123","KOLBENFC_00119","KJAFDFOC_04305","BONMFOJB_00623","MMJAGEHG_03180","CDDPGOFG_01022","KHAGAGIB_02587","MAFDEBPG_01066","MKNEJKNF_00918","BIBHBEME_04113"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"HKKILDPC_03353","HAANCNKA_02934","FCMCIBEK_00654","DFEIMHLH_00191","NAFJMCME_00098","OOMIMPCI_00094","KOLBENFC_00091","KJAFDFOC_02380","BONMFOJB_00652","MMJAGEHG_03151","CDDPGOFG_01051","KHAGAGIB_02616","MAFDEBPG_01037","MKNEJKNF_00947","BIBHBEME_01456"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"HKKILDPC_03365","HAANCNKA_02922","FCMCIBEK_00666","DFEIMHLH_00179","NAFJMCME_00086","OOMIMPCI_00082","KOLBENFC_00079","KJAFDFOC_02368","BONMFOJB_00664","MMJAGEHG_03139","CDDPGOFG_01063","KHAGAGIB_02628","MAFDEBPG_01025","MKNEJKNF_00959","BIBHBEME_01444"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"HKKILDPC_03384","HAANCNKA_02903","FCMCIBEK_00685","DFEIMHLH_00160","NAFJMCME_00067","OOMIMPCI_00063","KOLBENFC_00060","KJAFDFOC_02349","BONMFOJB_00683","MMJAGEHG_03120","CDDPGOFG_01082","KHAGAGIB_02647","MAFDEBPG_01006","MKNEJKNF_00978","BIBHBEME_01425"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"HKKILDPC_03413","HAANCNKA_02874","FCMCIBEK_00714","DFEIMHLH_00131","NAFJMCME_00038","OOMIMPCI_00034","KOLBENFC_00031","KJAFDFOC_02320","BONMFOJB_00712","MMJAGEHG_03091","CDDPGOFG_01111","KHAGAGIB_02676","MAFDEBPG_00977","MKNEJKNF_01007","BIBHBEME_01396"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"HKKILDPC_03419","HAANCNKA_02868","FCMCIBEK_00720","DFEIMHLH_00125","NAFJMCME_00032","OOMIMPCI_00028","KOLBENFC_00025","KJAFDFOC_02314","BONMFOJB_00718","MMJAGEHG_03085","CDDPGOFG_04406","KHAGAGIB_02682","MAFDEBPG_00971","MKNEJKNF_01013","BIBHBEME_01390"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"HKKILDPC_03421","HAANCNKA_02866","FCMCIBEK_00722","DFEIMHLH_00123","NAFJMCME_00030","OOMIMPCI_00026","KOLBENFC_00023","KJAFDFOC_02312","BONMFOJB_00720","MMJAGEHG_03083","CDDPGOFG_04404","KHAGAGIB_02684","MAFDEBPG_00969","MKNEJKNF_01015","BIBHBEME_01388"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"HKKILDPC_03439","HAANCNKA_02848","FCMCIBEK_00740","DFEIMHLH_00105","NAFJMCME_00012","OOMIMPCI_00008","KOLBENFC_00005","KJAFDFOC_04607","BONMFOJB_00739","MMJAGEHG_03065","CDDPGOFG_04386","KHAGAGIB_04698","MAFDEBPG_04661","MKNEJKNF_01033","BIBHBEME_04570"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"HKKILDPC_00649","HAANCNKA_00970","FCMCIBEK_04458","DFEIMHLH_01491","NAFJMCME_02775","OOMIMPCI_00765","KOLBENFC_01390","KJAFDFOC_04424","BONMFOJB_00763","MMJAGEHG_00649","CDDPGOFG_03206","KHAGAGIB_02932","MAFDEBPG_04474","MKNEJKNF_00328","BIBHBEME_03316"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"HKKILDPC_00647","HAANCNKA_00972","FCMCIBEK_04460","DFEIMHLH_01489","NAFJMCME_02773","OOMIMPCI_00767","KOLBENFC_01388","KJAFDFOC_04426","BONMFOJB_00765","MMJAGEHG_00647","CDDPGOFG_03208","KHAGAGIB_02930","MAFDEBPG_04476","MKNEJKNF_00326","BIBHBEME_03318"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"HKKILDPC_00625","HAANCNKA_00994","FCMCIBEK_01369","DFEIMHLH_01467","NAFJMCME_02751","OOMIMPCI_00789","KOLBENFC_01366","KJAFDFOC_04236","BONMFOJB_00787","MMJAGEHG_00625","CDDPGOFG_03230","KHAGAGIB_02908","MAFDEBPG_01839","MKNEJKNF_00304","BIBHBEME_03340"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"HKKILDPC_00614","HAANCNKA_01005","FCMCIBEK_01358","DFEIMHLH_01456","NAFJMCME_02740","OOMIMPCI_00800","KOLBENFC_01355","KJAFDFOC_04247","BONMFOJB_00798","MMJAGEHG_00614","CDDPGOFG_03241","KHAGAGIB_02897","MAFDEBPG_01828","MKNEJKNF_00293","BIBHBEME_04583"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"HKKILDPC_00612","HAANCNKA_01007","FCMCIBEK_01356","DFEIMHLH_01454","NAFJMCME_02738","OOMIMPCI_00802","KOLBENFC_01353","KJAFDFOC_04249","BONMFOJB_00800","MMJAGEHG_00612","CDDPGOFG_03243","KHAGAGIB_02895","MAFDEBPG_01826","MKNEJKNF_00291","BIBHBEME_04581"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"HKKILDPC_00595","HAANCNKA_01024","FCMCIBEK_01339","DFEIMHLH_01437","NAFJMCME_02721","OOMIMPCI_00819","KOLBENFC_01336","KJAFDFOC_04026","BONMFOJB_00817","MMJAGEHG_00595","CDDPGOFG_03260","KHAGAGIB_02878","MAFDEBPG_01809","MKNEJKNF_00274","BIBHBEME_03461"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"HKKILDPC_00581","HAANCNKA_01038","FCMCIBEK_01325","DFEIMHLH_01423","NAFJMCME_02706","OOMIMPCI_00833","KOLBENFC_01321","KJAFDFOC_04012","BONMFOJB_00831","MMJAGEHG_00581","CDDPGOFG_04455","KHAGAGIB_02864","MAFDEBPG_01795","MKNEJKNF_00260","BIBHBEME_03475"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"HKKILDPC_00579","HAANCNKA_01040","FCMCIBEK_01323","DFEIMHLH_01421","NAFJMCME_02704","OOMIMPCI_00835","KOLBENFC_01319","KJAFDFOC_04010","BONMFOJB_00833","MMJAGEHG_00579","CDDPGOFG_04457","KHAGAGIB_02862","MAFDEBPG_01793","MKNEJKNF_00258","BIBHBEME_03477"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"HKKILDPC_00577","HAANCNKA_01042","FCMCIBEK_01321","DFEIMHLH_01419","NAFJMCME_02702","OOMIMPCI_00837","KOLBENFC_01317","KJAFDFOC_04008","BONMFOJB_00835","MMJAGEHG_00577","CDDPGOFG_02864","KHAGAGIB_02860","MAFDEBPG_01791","MKNEJKNF_00256","BIBHBEME_03479"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"HKKILDPC_00566","HAANCNKA_01053","FCMCIBEK_01310","DFEIMHLH_01408","NAFJMCME_02691","OOMIMPCI_00848","KOLBENFC_01306","KJAFDFOC_03997","BONMFOJB_00846","MMJAGEHG_00566","CDDPGOFG_02875","KHAGAGIB_02849","MAFDEBPG_01780","MKNEJKNF_00245","BIBHBEME_03490"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"HKKILDPC_00563","HAANCNKA_01056","FCMCIBEK_01307","DFEIMHLH_01405","NAFJMCME_02688","OOMIMPCI_00851","KOLBENFC_01303","KJAFDFOC_03994","BONMFOJB_00849","MMJAGEHG_00563","CDDPGOFG_02878","KHAGAGIB_02846","MAFDEBPG_01777","MKNEJKNF_00242","BIBHBEME_03493"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"HKKILDPC_00558","HAANCNKA_01061","FCMCIBEK_01302","DFEIMHLH_01400","NAFJMCME_02683","OOMIMPCI_00856","KOLBENFC_01298","KJAFDFOC_03535","BONMFOJB_00854","MMJAGEHG_00558","CDDPGOFG_02883","KHAGAGIB_02841","MAFDEBPG_01772","MKNEJKNF_00237","BIBHBEME_02837"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"HKKILDPC_00557","HAANCNKA_01062","FCMCIBEK_01301","DFEIMHLH_01399","NAFJMCME_02682","OOMIMPCI_00857","KOLBENFC_01297","KJAFDFOC_03534","BONMFOJB_00855","MMJAGEHG_00557","CDDPGOFG_02884","KHAGAGIB_02840","MAFDEBPG_01771","MKNEJKNF_00236","BIBHBEME_02838"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"HKKILDPC_00556","HAANCNKA_01063","FCMCIBEK_01300","DFEIMHLH_01398","NAFJMCME_02681","OOMIMPCI_00858","KOLBENFC_01296","KJAFDFOC_03533","BONMFOJB_00856","MMJAGEHG_00556","CDDPGOFG_02885","KHAGAGIB_02839","MAFDEBPG_01770","MKNEJKNF_00235","BIBHBEME_02839"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"HKKILDPC_00555","HAANCNKA_01064","FCMCIBEK_01299","DFEIMHLH_01397","NAFJMCME_02680","OOMIMPCI_00859","KOLBENFC_01295","KJAFDFOC_03532","BONMFOJB_00857","MMJAGEHG_00555","CDDPGOFG_02886","KHAGAGIB_02838","MAFDEBPG_01769","MKNEJKNF_00234","BIBHBEME_02840"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"HKKILDPC_00552","HAANCNKA_01067","FCMCIBEK_01296","DFEIMHLH_01394","NAFJMCME_02677","OOMIMPCI_00862","KOLBENFC_01292","KJAFDFOC_03529","BONMFOJB_00860","MMJAGEHG_00552","CDDPGOFG_02889","KHAGAGIB_02835","MAFDEBPG_01766","MKNEJKNF_00231","BIBHBEME_02843"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"HKKILDPC_00550","HAANCNKA_01069","FCMCIBEK_01294","DFEIMHLH_01392","NAFJMCME_02675","OOMIMPCI_00864","KOLBENFC_01290","KJAFDFOC_03527","BONMFOJB_00862","MMJAGEHG_00550","CDDPGOFG_02891","KHAGAGIB_02833","MAFDEBPG_01764","MKNEJKNF_00229","BIBHBEME_02845"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"HKKILDPC_00543","HAANCNKA_01076","FCMCIBEK_01287","DFEIMHLH_01385","NAFJMCME_02668","OOMIMPCI_00871","KOLBENFC_01283","KJAFDFOC_03520","BONMFOJB_00869","MMJAGEHG_00543","CDDPGOFG_02898","KHAGAGIB_02826","MAFDEBPG_01757","MKNEJKNF_00222","BIBHBEME_02852"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"HKKILDPC_00539","HAANCNKA_01080","FCMCIBEK_01283","DFEIMHLH_01381","NAFJMCME_02664","OOMIMPCI_00875","KOLBENFC_01279","KJAFDFOC_03516","BONMFOJB_00873","MMJAGEHG_00539","CDDPGOFG_02902","KHAGAGIB_02822","MAFDEBPG_01753","MKNEJKNF_00218","BIBHBEME_02856"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"HKKILDPC_00427","HAANCNKA_01192","FCMCIBEK_01171","DFEIMHLH_01269","NAFJMCME_02554","OOMIMPCI_00987","KOLBENFC_01167","KJAFDFOC_03109","BONMFOJB_00985","MMJAGEHG_00427","CDDPGOFG_03015","KHAGAGIB_02710","MAFDEBPG_03032","MKNEJKNF_00107","BIBHBEME_02542"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"HKKILDPC_00416","HAANCNKA_01203","FCMCIBEK_01160","DFEIMHLH_01258","NAFJMCME_02543","OOMIMPCI_00998","KOLBENFC_01156","KJAFDFOC_03098","BONMFOJB_00996","MMJAGEHG_00416","CDDPGOFG_03004","KHAGAGIB_02699","MAFDEBPG_03020","MKNEJKNF_00096","BIBHBEME_02553"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"HKKILDPC_00410","HAANCNKA_01209","FCMCIBEK_01154","DFEIMHLH_01252","NAFJMCME_02537","OOMIMPCI_01004","KOLBENFC_01150","KJAFDFOC_03092","BONMFOJB_01002","MMJAGEHG_00410","CDDPGOFG_02998","KHAGAGIB_00908","MAFDEBPG_03014","MKNEJKNF_00090","BIBHBEME_04549"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"HKKILDPC_00402","HAANCNKA_01217","FCMCIBEK_01146","DFEIMHLH_01244","NAFJMCME_02529","OOMIMPCI_01012","KOLBENFC_01142","KJAFDFOC_02564","BONMFOJB_01010","MMJAGEHG_00402","CDDPGOFG_02990","KHAGAGIB_00916","MAFDEBPG_02667","MKNEJKNF_00082","BIBHBEME_01553"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"HKKILDPC_00394","HAANCNKA_01225","FCMCIBEK_01138","DFEIMHLH_01236","NAFJMCME_02521","OOMIMPCI_01020","KOLBENFC_01134","KJAFDFOC_02556","BONMFOJB_01018","MMJAGEHG_00394","CDDPGOFG_02982","KHAGAGIB_00924","MAFDEBPG_02659","MKNEJKNF_00074","BIBHBEME_01545"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"HKKILDPC_00393","HAANCNKA_01226","FCMCIBEK_01137","DFEIMHLH_01235","NAFJMCME_02520","OOMIMPCI_01021","KOLBENFC_01133","KJAFDFOC_02555","BONMFOJB_01019","MMJAGEHG_00393","CDDPGOFG_02981","KHAGAGIB_00925","MAFDEBPG_02658","MKNEJKNF_00073","BIBHBEME_01544"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"HKKILDPC_00377","HAANCNKA_01242","FCMCIBEK_01121","DFEIMHLH_01219","NAFJMCME_02504","OOMIMPCI_01037","KOLBENFC_01117","KJAFDFOC_02539","BONMFOJB_01035","MMJAGEHG_00377","CDDPGOFG_02965","KHAGAGIB_00941","MAFDEBPG_02642","MKNEJKNF_00057","BIBHBEME_01528"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"HKKILDPC_00368","HAANCNKA_01251","FCMCIBEK_01112","DFEIMHLH_01210","NAFJMCME_02495","OOMIMPCI_01046","KOLBENFC_01108","KJAFDFOC_02530","BONMFOJB_01044","MMJAGEHG_00368","CDDPGOFG_02072","KHAGAGIB_00950","MAFDEBPG_02633","MKNEJKNF_00047","BIBHBEME_01519"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"HKKILDPC_00367","HAANCNKA_01252","FCMCIBEK_01111","DFEIMHLH_01209","NAFJMCME_02494","OOMIMPCI_01047","KOLBENFC_01107","KJAFDFOC_02529","BONMFOJB_01045","MMJAGEHG_00367","CDDPGOFG_02073","KHAGAGIB_00951","MAFDEBPG_02632","MKNEJKNF_00046","BIBHBEME_01518"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"HKKILDPC_00361","HAANCNKA_01258","FCMCIBEK_01105","DFEIMHLH_01203","NAFJMCME_02488","OOMIMPCI_01053","KOLBENFC_01101","KJAFDFOC_02523","BONMFOJB_01051","MMJAGEHG_00361","CDDPGOFG_02079","KHAGAGIB_00957","MAFDEBPG_02626","MKNEJKNF_00040","BIBHBEME_01512"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"HKKILDPC_00349","HAANCNKA_01270","FCMCIBEK_01093","DFEIMHLH_01191","NAFJMCME_02476","OOMIMPCI_01065","KOLBENFC_01089","KJAFDFOC_02511","BONMFOJB_01063","MMJAGEHG_00349","CDDPGOFG_02091","KHAGAGIB_00969","MAFDEBPG_02614","MKNEJKNF_00028","BIBHBEME_01500"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"HKKILDPC_00332","HAANCNKA_01287","FCMCIBEK_01076","DFEIMHLH_01174","NAFJMCME_02459","OOMIMPCI_01082","KOLBENFC_01072","KJAFDFOC_02494","BONMFOJB_01080","MMJAGEHG_00332","CDDPGOFG_02108","KHAGAGIB_00986","MAFDEBPG_02597","MKNEJKNF_00011","BIBHBEME_01483"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"HKKILDPC_00330","HAANCNKA_01289","FCMCIBEK_01074","DFEIMHLH_01172","NAFJMCME_02457","OOMIMPCI_01084","KOLBENFC_01070","KJAFDFOC_02492","BONMFOJB_01082","MMJAGEHG_00330","CDDPGOFG_02110","KHAGAGIB_00988","MAFDEBPG_02595","MKNEJKNF_00009","BIBHBEME_01481"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"HKKILDPC_00190","HAANCNKA_01429","FCMCIBEK_00934","DFEIMHLH_01032","NAFJMCME_02933","OOMIMPCI_01224","KOLBENFC_00930","KJAFDFOC_04090","BONMFOJB_01222","MMJAGEHG_00190","CDDPGOFG_02447","KHAGAGIB_01129","MAFDEBPG_00541","MKNEJKNF_02087","BIBHBEME_02830"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"HKKILDPC_00189","HAANCNKA_01430","FCMCIBEK_00933","DFEIMHLH_01031","NAFJMCME_02934","OOMIMPCI_01225","KOLBENFC_00929","KJAFDFOC_04089","BONMFOJB_01223","MMJAGEHG_00189","CDDPGOFG_02446","KHAGAGIB_01130","MAFDEBPG_00540","MKNEJKNF_02086","BIBHBEME_02829"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"HKKILDPC_00187","HAANCNKA_01432","FCMCIBEK_00931","DFEIMHLH_01029","NAFJMCME_02936","OOMIMPCI_01227","KOLBENFC_00927","KJAFDFOC_04087","BONMFOJB_01225","MMJAGEHG_00187","CDDPGOFG_02444","KHAGAGIB_01132","MAFDEBPG_00538","MKNEJKNF_02084","BIBHBEME_02827"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"HKKILDPC_00180","HAANCNKA_01439","FCMCIBEK_00924","DFEIMHLH_01022","NAFJMCME_02943","OOMIMPCI_01234","KOLBENFC_00920","KJAFDFOC_04403","BONMFOJB_01232","MMJAGEHG_00180","CDDPGOFG_02437","KHAGAGIB_01139","MAFDEBPG_00531","MKNEJKNF_02077","BIBHBEME_02820"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"HKKILDPC_00174","HAANCNKA_01445","FCMCIBEK_00918","DFEIMHLH_01016","NAFJMCME_02949","OOMIMPCI_01240","KOLBENFC_00914","KJAFDFOC_04397","BONMFOJB_01238","MMJAGEHG_00174","CDDPGOFG_02431","KHAGAGIB_01145","MAFDEBPG_00525","MKNEJKNF_02071","BIBHBEME_02814"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"HKKILDPC_00167","HAANCNKA_01452","FCMCIBEK_00911","DFEIMHLH_01009","NAFJMCME_02956","OOMIMPCI_01247","KOLBENFC_00907","KJAFDFOC_04390","BONMFOJB_01245","MMJAGEHG_00167","CDDPGOFG_02424","KHAGAGIB_01152","MAFDEBPG_00518","MKNEJKNF_02064","BIBHBEME_02807"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"HKKILDPC_00166","HAANCNKA_01453","FCMCIBEK_00910","DFEIMHLH_01008","NAFJMCME_02957","OOMIMPCI_01248","KOLBENFC_00906","KJAFDFOC_04389","BONMFOJB_01246","MMJAGEHG_00166","CDDPGOFG_02423","KHAGAGIB_01153","MAFDEBPG_00517","MKNEJKNF_02063","BIBHBEME_02806"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"HKKILDPC_00157","HAANCNKA_01462","FCMCIBEK_00901","DFEIMHLH_00999","NAFJMCME_02966","OOMIMPCI_01257","KOLBENFC_00897","KJAFDFOC_01229","BONMFOJB_01255","MMJAGEHG_00157","CDDPGOFG_02414","KHAGAGIB_01162","MAFDEBPG_00508","MKNEJKNF_04296","BIBHBEME_02797"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"HKKILDPC_00138","HAANCNKA_01481","FCMCIBEK_00882","DFEIMHLH_00980","NAFJMCME_02985","OOMIMPCI_01276","KOLBENFC_00878","KJAFDFOC_01248","BONMFOJB_01274","MMJAGEHG_00138","CDDPGOFG_02855","KHAGAGIB_01181","MAFDEBPG_00489","MKNEJKNF_04315","BIBHBEME_02778"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"HKKILDPC_00135","HAANCNKA_01484","FCMCIBEK_00879","DFEIMHLH_00977","NAFJMCME_02988","OOMIMPCI_01279","KOLBENFC_00875","KJAFDFOC_01251","BONMFOJB_01277","MMJAGEHG_00135","CDDPGOFG_02852","KHAGAGIB_01184","MAFDEBPG_00486","MKNEJKNF_04318","BIBHBEME_02775"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"HKKILDPC_00134","HAANCNKA_01485","FCMCIBEK_00878","DFEIMHLH_00976","NAFJMCME_02989","OOMIMPCI_01280","KOLBENFC_00874","KJAFDFOC_01252","BONMFOJB_01278","MMJAGEHG_00134","CDDPGOFG_02851","KHAGAGIB_01185","MAFDEBPG_00485","MKNEJKNF_02451","BIBHBEME_02774"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"HKKILDPC_00133","HAANCNKA_01486","FCMCIBEK_00877","DFEIMHLH_00975","NAFJMCME_02990","OOMIMPCI_01281","KOLBENFC_00873","KJAFDFOC_01253","BONMFOJB_01279","MMJAGEHG_00133","CDDPGOFG_02850","KHAGAGIB_01186","MAFDEBPG_00484","MKNEJKNF_02450","BIBHBEME_02773"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"HKKILDPC_00077","HAANCNKA_01542","FCMCIBEK_00821","DFEIMHLH_00919","NAFJMCME_03046","OOMIMPCI_01337","KOLBENFC_00817","KJAFDFOC_01309","BONMFOJB_01335","MMJAGEHG_00077","CDDPGOFG_02794","KHAGAGIB_01242","MAFDEBPG_00428","MKNEJKNF_02394","BIBHBEME_01298"
