"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU7","SRR7010294","SRR14766451","SRR15146546","SRR28323382","SRR23043676","SRR14766379","SRR5905513","SRR14766388","SRR6310053","SRR14766438","SRR23043674","SRR14766396","SRR28830416","SRR16297816"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"IGPMGEKP_03851","FNDKDPDO_00641","JKFJINKE_01115","NAPOKNNJ_00184","KOLBENFC_00183","MKCMHNPK_03245","LAONLALK_00480","JLGLOGEO_01190","NAOOLHEA_00918","DNOEEKHJ_02687","EJBBKOOG_00603","HLOGJBDP_00561","OHGNPAHP_03318","KJPJOPGC_03220","IIHPGJAB_00560"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"IGPMGEKP_03854","FNDKDPDO_00644","JKFJINKE_01118","NAPOKNNJ_00181","KOLBENFC_00180","MKCMHNPK_03242","LAONLALK_00477","JLGLOGEO_01193","NAOOLHEA_00921","DNOEEKHJ_02684","EJBBKOOG_00606","HLOGJBDP_00564","OHGNPAHP_03321","KJPJOPGC_03223","IIHPGJAB_00563"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"IGPMGEKP_03855","FNDKDPDO_00645","JKFJINKE_01119","NAPOKNNJ_00180","KOLBENFC_00179","MKCMHNPK_03241","LAONLALK_00476","JLGLOGEO_01194","NAOOLHEA_00922","DNOEEKHJ_02683","EJBBKOOG_00607","HLOGJBDP_00565","OHGNPAHP_03322","KJPJOPGC_03224","IIHPGJAB_00564"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"IGPMGEKP_03858","FNDKDPDO_00648","JKFJINKE_01122","NAPOKNNJ_00177","KOLBENFC_00176","MKCMHNPK_03238","LAONLALK_00473","JLGLOGEO_01197","NAOOLHEA_00925","DNOEEKHJ_02680","EJBBKOOG_00610","HLOGJBDP_00568","OHGNPAHP_03325","KJPJOPGC_03227","IIHPGJAB_00567"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"IGPMGEKP_03859","FNDKDPDO_00649","JKFJINKE_01123","NAPOKNNJ_00176","KOLBENFC_00175","MKCMHNPK_03237","LAONLALK_00472","JLGLOGEO_01198","NAOOLHEA_00926","DNOEEKHJ_02679","EJBBKOOG_00611","HLOGJBDP_00569","OHGNPAHP_03326","KJPJOPGC_03228","IIHPGJAB_00568"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"IGPMGEKP_03862","FNDKDPDO_00652","JKFJINKE_01126","NAPOKNNJ_00173","KOLBENFC_00172","MKCMHNPK_03234","LAONLALK_00469","JLGLOGEO_01201","NAOOLHEA_00929","DNOEEKHJ_02676","EJBBKOOG_00614","HLOGJBDP_00572","OHGNPAHP_03329","KJPJOPGC_03231","IIHPGJAB_00571"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"IGPMGEKP_03869","FNDKDPDO_00659","JKFJINKE_01133","NAPOKNNJ_00166","KOLBENFC_00165","MKCMHNPK_03227","LAONLALK_00462","JLGLOGEO_01208","NAOOLHEA_00936","DNOEEKHJ_02669","EJBBKOOG_00621","HLOGJBDP_00579","OHGNPAHP_03336","KJPJOPGC_03238","IIHPGJAB_00578"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"IGPMGEKP_02589","FNDKDPDO_00673","JKFJINKE_01147","NAPOKNNJ_00152","KOLBENFC_00151","MKCMHNPK_03213","LAONLALK_00448","JLGLOGEO_01222","NAOOLHEA_00950","DNOEEKHJ_02655","EJBBKOOG_00635","HLOGJBDP_00593","OHGNPAHP_03350","KJPJOPGC_03252","IIHPGJAB_00592"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"IGPMGEKP_02619","FNDKDPDO_00703","JKFJINKE_04294","NAPOKNNJ_00122","KOLBENFC_00121","MKCMHNPK_03183","LAONLALK_04314","JLGLOGEO_01252","NAOOLHEA_00980","DNOEEKHJ_02625","EJBBKOOG_00665","HLOGJBDP_00623","OHGNPAHP_03380","KJPJOPGC_03282","IIHPGJAB_00622"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"IGPMGEKP_02621","FNDKDPDO_00705","JKFJINKE_04296","NAPOKNNJ_00120","KOLBENFC_00119","MKCMHNPK_03181","LAONLALK_04312","JLGLOGEO_01254","NAOOLHEA_00982","DNOEEKHJ_02623","EJBBKOOG_00667","HLOGJBDP_00625","OHGNPAHP_03382","KJPJOPGC_03284","IIHPGJAB_00624"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"IGPMGEKP_02650","FNDKDPDO_01858","JKFJINKE_03747","NAPOKNNJ_00091","KOLBENFC_00091","MKCMHNPK_03152","LAONLALK_02053","JLGLOGEO_03170","NAOOLHEA_04153","DNOEEKHJ_02594","EJBBKOOG_02551","HLOGJBDP_00654","OHGNPAHP_03411","KJPJOPGC_03313","IIHPGJAB_00653"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"IGPMGEKP_02662","FNDKDPDO_01870","JKFJINKE_04582","NAPOKNNJ_00079","KOLBENFC_00079","MKCMHNPK_03140","LAONLALK_02065","JLGLOGEO_03158","NAOOLHEA_03107","DNOEEKHJ_02582","EJBBKOOG_02563","HLOGJBDP_00666","OHGNPAHP_03423","KJPJOPGC_03325","IIHPGJAB_00665"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"IGPMGEKP_02681","FNDKDPDO_01889","JKFJINKE_03112","NAPOKNNJ_00060","KOLBENFC_00060","MKCMHNPK_03121","LAONLALK_02084","JLGLOGEO_03139","NAOOLHEA_03126","DNOEEKHJ_02563","EJBBKOOG_02582","HLOGJBDP_00685","OHGNPAHP_03442","KJPJOPGC_03344","IIHPGJAB_00684"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"IGPMGEKP_02710","FNDKDPDO_01918","JKFJINKE_03083","NAPOKNNJ_00031","KOLBENFC_00031","MKCMHNPK_03092","LAONLALK_02113","JLGLOGEO_03110","NAOOLHEA_03155","DNOEEKHJ_02534","EJBBKOOG_02611","HLOGJBDP_00714","OHGNPAHP_03471","KJPJOPGC_03373","IIHPGJAB_00713"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"IGPMGEKP_02716","FNDKDPDO_01924","JKFJINKE_04410","NAPOKNNJ_00025","KOLBENFC_00025","MKCMHNPK_03086","LAONLALK_02119","JLGLOGEO_03104","NAOOLHEA_03161","DNOEEKHJ_02528","EJBBKOOG_02617","HLOGJBDP_00720","OHGNPAHP_03477","KJPJOPGC_03379","IIHPGJAB_00719"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"IGPMGEKP_02718","FNDKDPDO_01926","JKFJINKE_04408","NAPOKNNJ_00023","KOLBENFC_00023","MKCMHNPK_03084","LAONLALK_02121","JLGLOGEO_03102","NAOOLHEA_03163","DNOEEKHJ_02526","EJBBKOOG_02619","HLOGJBDP_00722","OHGNPAHP_03479","KJPJOPGC_03381","IIHPGJAB_00721"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"IGPMGEKP_02736","FNDKDPDO_04516","JKFJINKE_04504","NAPOKNNJ_00005","KOLBENFC_00005","MKCMHNPK_03066","LAONLALK_04555","JLGLOGEO_04572","NAOOLHEA_04593","DNOEEKHJ_04673","EJBBKOOG_04598","HLOGJBDP_00740","OHGNPAHP_03497","KJPJOPGC_03399","IIHPGJAB_00739"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"IGPMGEKP_03649","FNDKDPDO_04111","JKFJINKE_04007","NAPOKNNJ_04272","KOLBENFC_01390","MKCMHNPK_00649","LAONLALK_04163","JLGLOGEO_02696","NAOOLHEA_04305","DNOEEKHJ_00649","EJBBKOOG_00020","HLOGJBDP_00771","OHGNPAHP_01601","KJPJOPGC_00020","IIHPGJAB_00763"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"IGPMGEKP_03651","FNDKDPDO_04113","JKFJINKE_04009","NAPOKNNJ_04270","KOLBENFC_01388","MKCMHNPK_00647","LAONLALK_04165","JLGLOGEO_02698","NAOOLHEA_04303","DNOEEKHJ_00647","EJBBKOOG_00022","HLOGJBDP_00773","OHGNPAHP_01599","KJPJOPGC_00022","IIHPGJAB_00765"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"IGPMGEKP_03673","FNDKDPDO_03656","JKFJINKE_03479","NAPOKNNJ_04248","KOLBENFC_01366","MKCMHNPK_00625","LAONLALK_02948","JLGLOGEO_02720","NAOOLHEA_00554","DNOEEKHJ_00625","EJBBKOOG_00044","HLOGJBDP_00795","OHGNPAHP_01577","KJPJOPGC_00044","IIHPGJAB_00787"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"IGPMGEKP_03684","FNDKDPDO_03645","JKFJINKE_03468","NAPOKNNJ_04237","KOLBENFC_01355","MKCMHNPK_00614","LAONLALK_02937","JLGLOGEO_02731","NAOOLHEA_00565","DNOEEKHJ_00614","EJBBKOOG_00055","HLOGJBDP_00806","OHGNPAHP_01566","KJPJOPGC_00055","IIHPGJAB_00798"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"IGPMGEKP_03686","FNDKDPDO_03643","JKFJINKE_03466","NAPOKNNJ_04235","KOLBENFC_01353","MKCMHNPK_00612","LAONLALK_02935","JLGLOGEO_02733","NAOOLHEA_00567","DNOEEKHJ_00612","EJBBKOOG_00057","HLOGJBDP_00808","OHGNPAHP_01564","KJPJOPGC_00057","IIHPGJAB_00800"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"IGPMGEKP_03703","FNDKDPDO_00201","JKFJINKE_00381","NAPOKNNJ_00753","KOLBENFC_01336","MKCMHNPK_00595","LAONLALK_02918","JLGLOGEO_02750","NAOOLHEA_00584","DNOEEKHJ_00595","EJBBKOOG_00074","HLOGJBDP_00825","OHGNPAHP_01547","KJPJOPGC_00074","IIHPGJAB_00817"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"IGPMGEKP_03718","FNDKDPDO_00215","JKFJINKE_00367","NAPOKNNJ_00767","KOLBENFC_01321","MKCMHNPK_00581","LAONLALK_00809","JLGLOGEO_02764","NAOOLHEA_00598","DNOEEKHJ_00581","EJBBKOOG_00088","HLOGJBDP_00839","OHGNPAHP_01533","KJPJOPGC_00088","IIHPGJAB_00831"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"IGPMGEKP_03720","FNDKDPDO_00217","JKFJINKE_00365","NAPOKNNJ_00769","KOLBENFC_01319","MKCMHNPK_00579","LAONLALK_00807","JLGLOGEO_02766","NAOOLHEA_00600","DNOEEKHJ_00579","EJBBKOOG_00090","HLOGJBDP_00841","OHGNPAHP_01531","KJPJOPGC_00090","IIHPGJAB_00833"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"IGPMGEKP_03722","FNDKDPDO_00219","JKFJINKE_00363","NAPOKNNJ_00771","KOLBENFC_01317","MKCMHNPK_00577","LAONLALK_00805","JLGLOGEO_02768","NAOOLHEA_00602","DNOEEKHJ_00577","EJBBKOOG_00092","HLOGJBDP_00843","OHGNPAHP_01529","KJPJOPGC_00092","IIHPGJAB_00835"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"IGPMGEKP_03733","FNDKDPDO_00230","JKFJINKE_00352","NAPOKNNJ_00782","KOLBENFC_01306","MKCMHNPK_00566","LAONLALK_00794","JLGLOGEO_02779","NAOOLHEA_00613","DNOEEKHJ_00566","EJBBKOOG_00103","HLOGJBDP_00854","OHGNPAHP_01518","KJPJOPGC_00103","IIHPGJAB_00846"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"IGPMGEKP_03736","FNDKDPDO_00233","JKFJINKE_00349","NAPOKNNJ_00785","KOLBENFC_01303","MKCMHNPK_00563","LAONLALK_00791","JLGLOGEO_02782","NAOOLHEA_00616","DNOEEKHJ_00563","EJBBKOOG_00106","HLOGJBDP_00857","OHGNPAHP_01515","KJPJOPGC_00106","IIHPGJAB_00849"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"IGPMGEKP_03741","FNDKDPDO_00238","JKFJINKE_00344","NAPOKNNJ_00790","KOLBENFC_01298","MKCMHNPK_00558","LAONLALK_00786","JLGLOGEO_01035","NAOOLHEA_00621","DNOEEKHJ_00558","EJBBKOOG_00111","HLOGJBDP_00862","OHGNPAHP_01510","KJPJOPGC_00111","IIHPGJAB_00854"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"IGPMGEKP_03742","FNDKDPDO_00239","JKFJINKE_00343","NAPOKNNJ_00791","KOLBENFC_01297","MKCMHNPK_00557","LAONLALK_00785","JLGLOGEO_01034","NAOOLHEA_00622","DNOEEKHJ_00557","EJBBKOOG_00112","HLOGJBDP_00863","OHGNPAHP_01509","KJPJOPGC_00112","IIHPGJAB_00855"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"IGPMGEKP_03743","FNDKDPDO_00240","JKFJINKE_00342","NAPOKNNJ_00792","KOLBENFC_01296","MKCMHNPK_00556","LAONLALK_00784","JLGLOGEO_01033","NAOOLHEA_00623","DNOEEKHJ_00556","EJBBKOOG_00113","HLOGJBDP_00864","OHGNPAHP_01508","KJPJOPGC_00113","IIHPGJAB_00856"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"IGPMGEKP_03744","FNDKDPDO_00241","JKFJINKE_00341","NAPOKNNJ_00793","KOLBENFC_01295","MKCMHNPK_00555","LAONLALK_00783","JLGLOGEO_01032","NAOOLHEA_00624","DNOEEKHJ_00555","EJBBKOOG_00114","HLOGJBDP_00865","OHGNPAHP_01507","KJPJOPGC_00114","IIHPGJAB_00857"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"IGPMGEKP_03747","FNDKDPDO_00244","JKFJINKE_00338","NAPOKNNJ_00796","KOLBENFC_01292","MKCMHNPK_00552","LAONLALK_00780","JLGLOGEO_01029","NAOOLHEA_00627","DNOEEKHJ_00552","EJBBKOOG_00117","HLOGJBDP_00868","OHGNPAHP_01504","KJPJOPGC_00117","IIHPGJAB_00860"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"IGPMGEKP_03749","FNDKDPDO_00246","JKFJINKE_00336","NAPOKNNJ_00798","KOLBENFC_01290","MKCMHNPK_00550","LAONLALK_00778","JLGLOGEO_01027","NAOOLHEA_00629","DNOEEKHJ_00550","EJBBKOOG_00119","HLOGJBDP_00870","OHGNPAHP_01502","KJPJOPGC_00119","IIHPGJAB_00862"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"IGPMGEKP_03756","FNDKDPDO_00253","JKFJINKE_00329","NAPOKNNJ_00805","KOLBENFC_01283","MKCMHNPK_00543","LAONLALK_00771","JLGLOGEO_01020","NAOOLHEA_00636","DNOEEKHJ_00543","EJBBKOOG_00126","HLOGJBDP_00877","OHGNPAHP_01495","KJPJOPGC_00126","IIHPGJAB_00869"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"IGPMGEKP_03760","FNDKDPDO_00257","JKFJINKE_00325","NAPOKNNJ_00809","KOLBENFC_01279","MKCMHNPK_00539","LAONLALK_00767","JLGLOGEO_01016","NAOOLHEA_00640","DNOEEKHJ_00539","EJBBKOOG_00130","HLOGJBDP_00881","OHGNPAHP_01491","KJPJOPGC_00130","IIHPGJAB_00873"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"IGPMGEKP_02948","FNDKDPDO_00369","JKFJINKE_00213","NAPOKNNJ_00921","KOLBENFC_01167","MKCMHNPK_00427","LAONLALK_00655","JLGLOGEO_00904","NAOOLHEA_00752","DNOEEKHJ_00427","EJBBKOOG_00242","HLOGJBDP_00993","OHGNPAHP_01378","KJPJOPGC_00242","IIHPGJAB_00985"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"IGPMGEKP_02959","FNDKDPDO_00380","JKFJINKE_00202","NAPOKNNJ_00932","KOLBENFC_01156","MKCMHNPK_00416","LAONLALK_00644","JLGLOGEO_00893","NAOOLHEA_00763","DNOEEKHJ_00416","EJBBKOOG_00253","HLOGJBDP_01004","OHGNPAHP_01367","KJPJOPGC_00253","IIHPGJAB_00996"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"IGPMGEKP_02965","FNDKDPDO_00386","JKFJINKE_04513","NAPOKNNJ_00938","KOLBENFC_01150","MKCMHNPK_00410","LAONLALK_00638","JLGLOGEO_00887","NAOOLHEA_04518","DNOEEKHJ_00410","EJBBKOOG_00259","HLOGJBDP_01010","OHGNPAHP_01361","KJPJOPGC_00259","IIHPGJAB_01002"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"IGPMGEKP_02973","FNDKDPDO_01942","JKFJINKE_00888","NAPOKNNJ_00946","KOLBENFC_01142","MKCMHNPK_00402","LAONLALK_02224","JLGLOGEO_00879","NAOOLHEA_02799","DNOEEKHJ_00402","EJBBKOOG_00267","HLOGJBDP_01018","OHGNPAHP_01353","KJPJOPGC_00267","IIHPGJAB_01010"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"IGPMGEKP_02981","FNDKDPDO_01950","JKFJINKE_00880","NAPOKNNJ_00954","KOLBENFC_01134","MKCMHNPK_00394","LAONLALK_02232","JLGLOGEO_00871","NAOOLHEA_02791","DNOEEKHJ_00394","EJBBKOOG_00275","HLOGJBDP_01026","OHGNPAHP_01345","KJPJOPGC_00275","IIHPGJAB_01018"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"IGPMGEKP_02982","FNDKDPDO_01951","JKFJINKE_00879","NAPOKNNJ_00955","KOLBENFC_01133","MKCMHNPK_00393","LAONLALK_02233","JLGLOGEO_00870","NAOOLHEA_02790","DNOEEKHJ_00393","EJBBKOOG_00276","HLOGJBDP_01027","OHGNPAHP_01344","KJPJOPGC_00276","IIHPGJAB_01019"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"IGPMGEKP_02998","FNDKDPDO_01967","JKFJINKE_00863","NAPOKNNJ_00971","KOLBENFC_01117","MKCMHNPK_00377","LAONLALK_02249","JLGLOGEO_00854","NAOOLHEA_02774","DNOEEKHJ_00377","EJBBKOOG_00292","HLOGJBDP_01043","OHGNPAHP_01328","KJPJOPGC_00292","IIHPGJAB_01035"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"IGPMGEKP_03007","FNDKDPDO_01976","JKFJINKE_00854","NAPOKNNJ_00980","KOLBENFC_01108","MKCMHNPK_00368","LAONLALK_02258","JLGLOGEO_00845","NAOOLHEA_02765","DNOEEKHJ_00368","EJBBKOOG_00301","HLOGJBDP_01052","OHGNPAHP_01319","KJPJOPGC_00301","IIHPGJAB_01044"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"IGPMGEKP_03008","FNDKDPDO_01977","JKFJINKE_00853","NAPOKNNJ_00981","KOLBENFC_01107","MKCMHNPK_00367","LAONLALK_02259","JLGLOGEO_00844","NAOOLHEA_02764","DNOEEKHJ_00367","EJBBKOOG_00302","HLOGJBDP_01053","OHGNPAHP_01318","KJPJOPGC_00302","IIHPGJAB_01045"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"IGPMGEKP_03014","FNDKDPDO_01983","JKFJINKE_00847","NAPOKNNJ_00987","KOLBENFC_01101","MKCMHNPK_00361","LAONLALK_02265","JLGLOGEO_00838","NAOOLHEA_02758","DNOEEKHJ_00361","EJBBKOOG_00308","HLOGJBDP_01059","OHGNPAHP_01312","KJPJOPGC_00308","IIHPGJAB_01051"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"IGPMGEKP_03026","FNDKDPDO_01995","JKFJINKE_00835","NAPOKNNJ_00999","KOLBENFC_01089","MKCMHNPK_00349","LAONLALK_02277","JLGLOGEO_00826","NAOOLHEA_02746","DNOEEKHJ_00349","EJBBKOOG_00320","HLOGJBDP_01071","OHGNPAHP_01300","KJPJOPGC_00320","IIHPGJAB_01063"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"IGPMGEKP_03043","FNDKDPDO_02012","JKFJINKE_00818","NAPOKNNJ_01016","KOLBENFC_01072","MKCMHNPK_00332","LAONLALK_02294","JLGLOGEO_00809","NAOOLHEA_02729","DNOEEKHJ_00332","EJBBKOOG_00337","HLOGJBDP_01088","OHGNPAHP_01283","KJPJOPGC_00337","IIHPGJAB_01080"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"IGPMGEKP_03045","FNDKDPDO_02014","JKFJINKE_00816","NAPOKNNJ_01018","KOLBENFC_01070","MKCMHNPK_00330","LAONLALK_02296","JLGLOGEO_00807","NAOOLHEA_02727","DNOEEKHJ_00330","EJBBKOOG_00339","HLOGJBDP_01090","OHGNPAHP_01281","KJPJOPGC_00339","IIHPGJAB_01082"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"IGPMGEKP_01767","FNDKDPDO_03702","JKFJINKE_01962","NAPOKNNJ_01158","KOLBENFC_00930","MKCMHNPK_00190","LAONLALK_03745","JLGLOGEO_04191","NAOOLHEA_01815","DNOEEKHJ_00190","EJBBKOOG_04077","HLOGJBDP_01230","OHGNPAHP_01141","KJPJOPGC_00480","IIHPGJAB_01222"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"IGPMGEKP_01766","FNDKDPDO_03703","JKFJINKE_01963","NAPOKNNJ_01159","KOLBENFC_00929","MKCMHNPK_00189","LAONLALK_03746","JLGLOGEO_04190","NAOOLHEA_01814","DNOEEKHJ_00189","EJBBKOOG_04076","HLOGJBDP_01231","OHGNPAHP_01140","KJPJOPGC_00481","IIHPGJAB_01223"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"IGPMGEKP_01764","FNDKDPDO_03705","JKFJINKE_01965","NAPOKNNJ_01161","KOLBENFC_00927","MKCMHNPK_00187","LAONLALK_03748","JLGLOGEO_04188","NAOOLHEA_01812","DNOEEKHJ_00187","EJBBKOOG_04074","HLOGJBDP_01233","OHGNPAHP_01138","KJPJOPGC_00483","IIHPGJAB_01225"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"IGPMGEKP_01757","FNDKDPDO_04069","JKFJINKE_01972","NAPOKNNJ_01168","KOLBENFC_00920","MKCMHNPK_00180","LAONLALK_03285","JLGLOGEO_04443","NAOOLHEA_01805","DNOEEKHJ_00180","EJBBKOOG_01579","HLOGJBDP_01240","OHGNPAHP_01131","KJPJOPGC_00490","IIHPGJAB_01232"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"IGPMGEKP_01751","FNDKDPDO_04075","JKFJINKE_01978","NAPOKNNJ_01174","KOLBENFC_00914","MKCMHNPK_00174","LAONLALK_03291","JLGLOGEO_04437","NAOOLHEA_01799","DNOEEKHJ_00174","EJBBKOOG_01585","HLOGJBDP_01246","OHGNPAHP_01125","KJPJOPGC_00496","IIHPGJAB_01238"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"IGPMGEKP_01744","FNDKDPDO_04082","JKFJINKE_01985","NAPOKNNJ_01181","KOLBENFC_00907","MKCMHNPK_00167","LAONLALK_03298","JLGLOGEO_04430","NAOOLHEA_01792","DNOEEKHJ_00167","EJBBKOOG_01592","HLOGJBDP_01253","OHGNPAHP_01118","KJPJOPGC_00503","IIHPGJAB_01245"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"IGPMGEKP_01743","FNDKDPDO_04083","JKFJINKE_01986","NAPOKNNJ_01182","KOLBENFC_00906","MKCMHNPK_00166","LAONLALK_03299","JLGLOGEO_04429","NAOOLHEA_01791","DNOEEKHJ_00166","EJBBKOOG_01593","HLOGJBDP_01254","OHGNPAHP_01117","KJPJOPGC_00504","IIHPGJAB_01246"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"IGPMGEKP_01734","FNDKDPDO_03017","JKFJINKE_02507","NAPOKNNJ_01191","KOLBENFC_00897","MKCMHNPK_00157","LAONLALK_03308","JLGLOGEO_03889","NAOOLHEA_04276","DNOEEKHJ_00157","EJBBKOOG_01602","HLOGJBDP_01263","OHGNPAHP_01108","KJPJOPGC_00513","IIHPGJAB_01255"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"IGPMGEKP_01715","FNDKDPDO_03036","JKFJINKE_02488","NAPOKNNJ_01210","KOLBENFC_00878","MKCMHNPK_00138","LAONLALK_03327","JLGLOGEO_03908","NAOOLHEA_04295","DNOEEKHJ_00138","EJBBKOOG_01621","HLOGJBDP_01282","OHGNPAHP_01089","KJPJOPGC_00532","IIHPGJAB_01274"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"IGPMGEKP_01712","FNDKDPDO_03039","JKFJINKE_02485","NAPOKNNJ_01213","KOLBENFC_00875","MKCMHNPK_00135","LAONLALK_03330","JLGLOGEO_03911","NAOOLHEA_04298","DNOEEKHJ_00135","EJBBKOOG_01624","HLOGJBDP_01285","OHGNPAHP_01086","KJPJOPGC_00535","IIHPGJAB_01277"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"IGPMGEKP_01711","FNDKDPDO_03040","JKFJINKE_02484","NAPOKNNJ_01214","KOLBENFC_00874","MKCMHNPK_00134","LAONLALK_01247","JLGLOGEO_03912","NAOOLHEA_02048","DNOEEKHJ_00134","EJBBKOOG_01625","HLOGJBDP_01286","OHGNPAHP_01085","KJPJOPGC_00536","IIHPGJAB_01278"
