"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR11068404","SRR7041896","SRR1411125","SRR14766396","SRR14272159","NDSU28","SRR9301046","SRR1556977","SRR5666360","SRR13001984","SRR14766435","SRR5928137","SRR14766343","SRR2994392","SRR18233394"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"NHHFDHOA_01236","LNFOPOPD_02080","LNNOOKGB_01357","OHGNPAHP_03318","GLJEHEMI_00560","KBLPGKMM_01351","FIBKOHBH_01142","KLKGDDID_00188","KHAGAGIB_02523","DLEBNIDD_00473","IJNFKBKA_01180","FHJCNOBE_02688","CLBIFFHN_00506","FBFFAOJI_03376","BCOIPCNK_02223"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"NHHFDHOA_01239","LNFOPOPD_02077","LNNOOKGB_01360","OHGNPAHP_03321","GLJEHEMI_00563","KBLPGKMM_01354","FIBKOHBH_01145","KLKGDDID_00185","KHAGAGIB_02526","DLEBNIDD_00476","IJNFKBKA_01183","FHJCNOBE_02685","CLBIFFHN_00503","FBFFAOJI_03379","BCOIPCNK_02220"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"NHHFDHOA_01240","LNFOPOPD_02076","LNNOOKGB_01361","OHGNPAHP_03322","GLJEHEMI_00564","KBLPGKMM_01355","FIBKOHBH_01146","KLKGDDID_00184","KHAGAGIB_02527","DLEBNIDD_00477","IJNFKBKA_01184","FHJCNOBE_02684","CLBIFFHN_00502","FBFFAOJI_03380","BCOIPCNK_02219"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"NHHFDHOA_01243","LNFOPOPD_02073","LNNOOKGB_01364","OHGNPAHP_03325","GLJEHEMI_00567","KBLPGKMM_01358","FIBKOHBH_01149","KLKGDDID_00181","KHAGAGIB_02530","DLEBNIDD_00480","IJNFKBKA_01187","FHJCNOBE_02681","CLBIFFHN_00499","FBFFAOJI_03383","BCOIPCNK_02216"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"NHHFDHOA_01244","LNFOPOPD_02072","LNNOOKGB_01365","OHGNPAHP_03326","GLJEHEMI_00568","KBLPGKMM_01359","FIBKOHBH_01150","KLKGDDID_00180","KHAGAGIB_02531","DLEBNIDD_00481","IJNFKBKA_01188","FHJCNOBE_02680","CLBIFFHN_00498","FBFFAOJI_03384","BCOIPCNK_02215"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"NHHFDHOA_01247","LNFOPOPD_02069","LNNOOKGB_01368","OHGNPAHP_03329","GLJEHEMI_00571","KBLPGKMM_01362","FIBKOHBH_01153","KLKGDDID_00177","KHAGAGIB_02534","DLEBNIDD_00484","IJNFKBKA_01191","FHJCNOBE_02677","CLBIFFHN_00495","FBFFAOJI_03387","BCOIPCNK_02212"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"NHHFDHOA_01254","LNFOPOPD_02062","LNNOOKGB_01375","OHGNPAHP_03336","GLJEHEMI_00578","KBLPGKMM_01369","FIBKOHBH_01160","KLKGDDID_00170","KHAGAGIB_02541","DLEBNIDD_00491","IJNFKBKA_01198","FHJCNOBE_02670","CLBIFFHN_00488","FBFFAOJI_03394","BCOIPCNK_02205"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"NHHFDHOA_01268","LNFOPOPD_02048","LNNOOKGB_01389","OHGNPAHP_03350","GLJEHEMI_00592","KBLPGKMM_01383","FIBKOHBH_01174","KLKGDDID_00156","KHAGAGIB_02555","DLEBNIDD_00505","IJNFKBKA_01212","FHJCNOBE_02656","CLBIFFHN_00474","FBFFAOJI_03408","BCOIPCNK_02191"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"NHHFDHOA_01298","LNFOPOPD_02018","LNNOOKGB_01419","OHGNPAHP_03380","GLJEHEMI_00622","KBLPGKMM_01413","FIBKOHBH_01204","KLKGDDID_00126","KHAGAGIB_02585","DLEBNIDD_00535","IJNFKBKA_02116","FHJCNOBE_02626","CLBIFFHN_02671","FBFFAOJI_03438","BCOIPCNK_02161"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"NHHFDHOA_01300","LNFOPOPD_02016","LNNOOKGB_01421","OHGNPAHP_03382","GLJEHEMI_00624","KBLPGKMM_01415","FIBKOHBH_01206","KLKGDDID_00124","KHAGAGIB_02587","DLEBNIDD_00537","IJNFKBKA_02118","FHJCNOBE_02624","CLBIFFHN_02673","FBFFAOJI_03440","BCOIPCNK_02159"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"NHHFDHOA_01329","LNFOPOPD_01987","LNNOOKGB_03567","OHGNPAHP_03411","GLJEHEMI_00653","KBLPGKMM_01444","FIBKOHBH_01235","KLKGDDID_00095","KHAGAGIB_02616","DLEBNIDD_00566","IJNFKBKA_02147","FHJCNOBE_03886","CLBIFFHN_02702","FBFFAOJI_03469","BCOIPCNK_03268"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"NHHFDHOA_01341","LNFOPOPD_01975","LNNOOKGB_03579","OHGNPAHP_03423","GLJEHEMI_00665","KBLPGKMM_01456","FIBKOHBH_01247","KLKGDDID_00083","KHAGAGIB_02628","DLEBNIDD_00578","IJNFKBKA_02159","FHJCNOBE_03874","CLBIFFHN_02714","FBFFAOJI_03481","BCOIPCNK_03256"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"NHHFDHOA_01360","LNFOPOPD_01956","LNNOOKGB_03598","OHGNPAHP_03442","GLJEHEMI_00684","KBLPGKMM_01475","FIBKOHBH_01266","KLKGDDID_00064","KHAGAGIB_02647","DLEBNIDD_00597","IJNFKBKA_02178","FHJCNOBE_03855","CLBIFFHN_02733","FBFFAOJI_03500","BCOIPCNK_03237"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"NHHFDHOA_01389","LNFOPOPD_01927","LNNOOKGB_03627","OHGNPAHP_03471","GLJEHEMI_00713","KBLPGKMM_01504","FIBKOHBH_01295","KLKGDDID_00035","KHAGAGIB_02676","DLEBNIDD_00626","IJNFKBKA_02207","FHJCNOBE_03826","CLBIFFHN_02762","FBFFAOJI_03529","BCOIPCNK_03208"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"NHHFDHOA_01395","LNFOPOPD_01921","LNNOOKGB_03633","OHGNPAHP_03477","GLJEHEMI_00719","KBLPGKMM_01510","FIBKOHBH_01301","KLKGDDID_00029","KHAGAGIB_02682","DLEBNIDD_00632","IJNFKBKA_02213","FHJCNOBE_03820","CLBIFFHN_02768","FBFFAOJI_03535","BCOIPCNK_03202"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"NHHFDHOA_01397","LNFOPOPD_01919","LNNOOKGB_03635","OHGNPAHP_03479","GLJEHEMI_00721","KBLPGKMM_01512","FIBKOHBH_01303","KLKGDDID_00027","KHAGAGIB_02684","DLEBNIDD_00634","IJNFKBKA_02215","FHJCNOBE_03818","CLBIFFHN_02770","FBFFAOJI_03537","BCOIPCNK_03200"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"NHHFDHOA_04649","LNFOPOPD_01901","LNNOOKGB_03653","OHGNPAHP_03497","GLJEHEMI_00739","KBLPGKMM_01530","FIBKOHBH_04691","KLKGDDID_00009","KHAGAGIB_04698","DLEBNIDD_00652","IJNFKBKA_02233","FHJCNOBE_04702","CLBIFFHN_04492","FBFFAOJI_03555","BCOIPCNK_03182"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"NHHFDHOA_02180","LNFOPOPD_03943","LNNOOKGB_00020","OHGNPAHP_01601","GLJEHEMI_00792","KBLPGKMM_03769","FIBKOHBH_03360","KLKGDDID_00762","KHAGAGIB_02932","DLEBNIDD_02857","IJNFKBKA_03821","FHJCNOBE_02369","CLBIFFHN_04092","FBFFAOJI_01151","BCOIPCNK_00020"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"NHHFDHOA_02178","LNFOPOPD_03945","LNNOOKGB_00022","OHGNPAHP_01599","GLJEHEMI_00794","KBLPGKMM_03771","FIBKOHBH_03358","KLKGDDID_00764","KHAGAGIB_02930","DLEBNIDD_02859","IJNFKBKA_03823","FHJCNOBE_02367","CLBIFFHN_04090","FBFFAOJI_01153","BCOIPCNK_00022"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"NHHFDHOA_02156","LNFOPOPD_03967","LNNOOKGB_00044","OHGNPAHP_01577","GLJEHEMI_00816","KBLPGKMM_03793","FIBKOHBH_03336","KLKGDDID_00786","KHAGAGIB_02908","DLEBNIDD_02881","IJNFKBKA_03845","FHJCNOBE_02345","CLBIFFHN_03424","FBFFAOJI_01175","BCOIPCNK_00044"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"NHHFDHOA_02145","LNFOPOPD_03978","LNNOOKGB_00055","OHGNPAHP_01566","GLJEHEMI_00827","KBLPGKMM_03804","FIBKOHBH_03325","KLKGDDID_00797","KHAGAGIB_02897","DLEBNIDD_02892","IJNFKBKA_03856","FHJCNOBE_02334","CLBIFFHN_03435","FBFFAOJI_01186","BCOIPCNK_00055"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"NHHFDHOA_02143","LNFOPOPD_03980","LNNOOKGB_00057","OHGNPAHP_01564","GLJEHEMI_00829","KBLPGKMM_03806","FIBKOHBH_03323","KLKGDDID_00799","KHAGAGIB_02895","DLEBNIDD_02894","IJNFKBKA_03858","FHJCNOBE_02332","CLBIFFHN_03437","FBFFAOJI_01188","BCOIPCNK_00057"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"NHHFDHOA_02126","LNFOPOPD_03997","LNNOOKGB_00074","OHGNPAHP_01547","GLJEHEMI_00846","KBLPGKMM_03894","FIBKOHBH_03306","KLKGDDID_00816","KHAGAGIB_02878","DLEBNIDD_02911","IJNFKBKA_03749","FHJCNOBE_02315","CLBIFFHN_00290","FBFFAOJI_01205","BCOIPCNK_00074"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"NHHFDHOA_02112","LNFOPOPD_02539","LNNOOKGB_00088","OHGNPAHP_01533","GLJEHEMI_00860","KBLPGKMM_03908","FIBKOHBH_03292","KLKGDDID_00831","KHAGAGIB_02864","DLEBNIDD_02925","IJNFKBKA_03763","FHJCNOBE_02301","CLBIFFHN_00304","FBFFAOJI_01219","BCOIPCNK_00088"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"NHHFDHOA_02110","LNFOPOPD_02541","LNNOOKGB_00090","OHGNPAHP_01531","GLJEHEMI_00862","KBLPGKMM_03910","FIBKOHBH_03290","KLKGDDID_00833","KHAGAGIB_02862","DLEBNIDD_02927","IJNFKBKA_03765","FHJCNOBE_02299","CLBIFFHN_00306","FBFFAOJI_01221","BCOIPCNK_00090"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"NHHFDHOA_02108","LNFOPOPD_02543","LNNOOKGB_00092","OHGNPAHP_01529","GLJEHEMI_00864","KBLPGKMM_03912","FIBKOHBH_03288","KLKGDDID_00835","KHAGAGIB_02860","DLEBNIDD_02929","IJNFKBKA_03767","FHJCNOBE_02297","CLBIFFHN_00308","FBFFAOJI_01223","BCOIPCNK_00092"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"NHHFDHOA_02097","LNFOPOPD_02554","LNNOOKGB_00103","OHGNPAHP_01518","GLJEHEMI_00875","KBLPGKMM_03923","FIBKOHBH_03277","KLKGDDID_00846","KHAGAGIB_02849","DLEBNIDD_02940","IJNFKBKA_03778","FHJCNOBE_02286","CLBIFFHN_00319","FBFFAOJI_01234","BCOIPCNK_00103"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"NHHFDHOA_02094","LNFOPOPD_02557","LNNOOKGB_00106","OHGNPAHP_01515","GLJEHEMI_00878","KBLPGKMM_03926","FIBKOHBH_03274","KLKGDDID_00849","KHAGAGIB_02846","DLEBNIDD_02943","IJNFKBKA_03781","FHJCNOBE_02283","CLBIFFHN_00322","FBFFAOJI_01237","BCOIPCNK_00106"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"NHHFDHOA_02089","LNFOPOPD_02562","LNNOOKGB_00111","OHGNPAHP_01510","GLJEHEMI_00883","KBLPGKMM_03931","FIBKOHBH_03269","KLKGDDID_00854","KHAGAGIB_02841","DLEBNIDD_02948","IJNFKBKA_03786","FHJCNOBE_02278","CLBIFFHN_00327","FBFFAOJI_01242","BCOIPCNK_00111"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"NHHFDHOA_02088","LNFOPOPD_02563","LNNOOKGB_00112","OHGNPAHP_01509","GLJEHEMI_00884","KBLPGKMM_03932","FIBKOHBH_03268","KLKGDDID_00855","KHAGAGIB_02840","DLEBNIDD_02949","IJNFKBKA_03787","FHJCNOBE_02277","CLBIFFHN_00328","FBFFAOJI_01243","BCOIPCNK_00112"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"NHHFDHOA_02087","LNFOPOPD_02564","LNNOOKGB_00113","OHGNPAHP_01508","GLJEHEMI_00885","KBLPGKMM_03933","FIBKOHBH_03267","KLKGDDID_00856","KHAGAGIB_02839","DLEBNIDD_02950","IJNFKBKA_03788","FHJCNOBE_02276","CLBIFFHN_00329","FBFFAOJI_01244","BCOIPCNK_00113"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"NHHFDHOA_02086","LNFOPOPD_02565","LNNOOKGB_00114","OHGNPAHP_01507","GLJEHEMI_00886","KBLPGKMM_03934","FIBKOHBH_03266","KLKGDDID_00857","KHAGAGIB_02838","DLEBNIDD_02951","IJNFKBKA_03789","FHJCNOBE_02275","CLBIFFHN_00330","FBFFAOJI_01245","BCOIPCNK_00114"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"NHHFDHOA_02083","LNFOPOPD_02568","LNNOOKGB_00117","OHGNPAHP_01504","GLJEHEMI_00889","KBLPGKMM_03937","FIBKOHBH_03263","KLKGDDID_00860","KHAGAGIB_02835","DLEBNIDD_02954","IJNFKBKA_03792","FHJCNOBE_02272","CLBIFFHN_00333","FBFFAOJI_01248","BCOIPCNK_00117"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"NHHFDHOA_02081","LNFOPOPD_02570","LNNOOKGB_00119","OHGNPAHP_01502","GLJEHEMI_00891","KBLPGKMM_03939","FIBKOHBH_03261","KLKGDDID_00862","KHAGAGIB_02833","DLEBNIDD_02956","IJNFKBKA_03794","FHJCNOBE_02270","CLBIFFHN_00335","FBFFAOJI_01250","BCOIPCNK_00119"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"NHHFDHOA_02074","LNFOPOPD_02577","LNNOOKGB_00126","OHGNPAHP_01495","GLJEHEMI_00898","KBLPGKMM_03946","FIBKOHBH_03254","KLKGDDID_00869","KHAGAGIB_02826","DLEBNIDD_02963","IJNFKBKA_03801","FHJCNOBE_02263","CLBIFFHN_00342","FBFFAOJI_01257","BCOIPCNK_00126"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"NHHFDHOA_02070","LNFOPOPD_02581","LNNOOKGB_00130","OHGNPAHP_01491","GLJEHEMI_00902","KBLPGKMM_03950","FIBKOHBH_03119","KLKGDDID_00873","KHAGAGIB_02822","DLEBNIDD_02834","IJNFKBKA_02626","FHJCNOBE_02259","CLBIFFHN_00346","FBFFAOJI_01261","BCOIPCNK_00130"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"NHHFDHOA_01958","LNFOPOPD_02693","LNNOOKGB_00244","OHGNPAHP_01378","GLJEHEMI_01014","KBLPGKMM_02516","FIBKOHBH_03231","KLKGDDID_00985","KHAGAGIB_02710","DLEBNIDD_02722","IJNFKBKA_02514","FHJCNOBE_02147","CLBIFFHN_00459","FBFFAOJI_01373","BCOIPCNK_00242"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"NHHFDHOA_01947","LNFOPOPD_02704","LNNOOKGB_00255","OHGNPAHP_01367","GLJEHEMI_01025","KBLPGKMM_02527","FIBKOHBH_03242","KLKGDDID_00996","KHAGAGIB_02699","DLEBNIDD_02711","IJNFKBKA_02503","FHJCNOBE_02136","CLBIFFHN_00470","FBFFAOJI_01384","BCOIPCNK_00253"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"NHHFDHOA_01941","LNFOPOPD_02710","LNNOOKGB_00261","OHGNPAHP_01361","GLJEHEMI_01031","KBLPGKMM_02533","FIBKOHBH_03248","KLKGDDID_01002","KHAGAGIB_00908","DLEBNIDD_02705","IJNFKBKA_02497","FHJCNOBE_02130","CLBIFFHN_04425","FBFFAOJI_01390","BCOIPCNK_00259"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"NHHFDHOA_04514","LNFOPOPD_02718","LNNOOKGB_00269","OHGNPAHP_01353","GLJEHEMI_01039","KBLPGKMM_02541","FIBKOHBH_02244","KLKGDDID_01010","KHAGAGIB_00916","DLEBNIDD_03249","IJNFKBKA_03465","FHJCNOBE_00417","CLBIFFHN_04551","FBFFAOJI_01398","BCOIPCNK_00267"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"NHHFDHOA_04506","LNFOPOPD_02726","LNNOOKGB_00277","OHGNPAHP_01345","GLJEHEMI_01047","KBLPGKMM_02549","FIBKOHBH_02252","KLKGDDID_01018","KHAGAGIB_00924","DLEBNIDD_03257","IJNFKBKA_03473","FHJCNOBE_00425","CLBIFFHN_01389","FBFFAOJI_01406","BCOIPCNK_00275"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"NHHFDHOA_04505","LNFOPOPD_02727","LNNOOKGB_00278","OHGNPAHP_01344","GLJEHEMI_01048","KBLPGKMM_02550","FIBKOHBH_02253","KLKGDDID_01019","KHAGAGIB_00925","DLEBNIDD_03258","IJNFKBKA_03474","FHJCNOBE_00426","CLBIFFHN_01388","FBFFAOJI_01407","BCOIPCNK_00276"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"NHHFDHOA_04091","LNFOPOPD_02743","LNNOOKGB_00294","OHGNPAHP_01328","GLJEHEMI_01064","KBLPGKMM_02566","FIBKOHBH_02269","KLKGDDID_01035","KHAGAGIB_00941","DLEBNIDD_03274","IJNFKBKA_03490","FHJCNOBE_00442","CLBIFFHN_01372","FBFFAOJI_01423","BCOIPCNK_00292"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"NHHFDHOA_04082","LNFOPOPD_02753","LNNOOKGB_00303","OHGNPAHP_01319","GLJEHEMI_01073","KBLPGKMM_02575","FIBKOHBH_02278","KLKGDDID_01044","KHAGAGIB_00950","DLEBNIDD_03283","IJNFKBKA_03499","FHJCNOBE_00451","CLBIFFHN_01363","FBFFAOJI_01432","BCOIPCNK_00301"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"NHHFDHOA_04081","LNFOPOPD_02754","LNNOOKGB_00304","OHGNPAHP_01318","GLJEHEMI_01074","KBLPGKMM_02576","FIBKOHBH_02279","KLKGDDID_01045","KHAGAGIB_00951","DLEBNIDD_03284","IJNFKBKA_03500","FHJCNOBE_00452","CLBIFFHN_01362","FBFFAOJI_01433","BCOIPCNK_00302"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"NHHFDHOA_04075","LNFOPOPD_02760","LNNOOKGB_00310","OHGNPAHP_01312","GLJEHEMI_01080","KBLPGKMM_02581","FIBKOHBH_02285","KLKGDDID_01051","KHAGAGIB_00957","DLEBNIDD_03290","IJNFKBKA_03506","FHJCNOBE_00458","CLBIFFHN_01356","FBFFAOJI_01439","BCOIPCNK_00308"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"NHHFDHOA_04063","LNFOPOPD_02772","LNNOOKGB_00322","OHGNPAHP_01300","GLJEHEMI_01092","KBLPGKMM_02593","FIBKOHBH_02297","KLKGDDID_01063","KHAGAGIB_00969","DLEBNIDD_03302","IJNFKBKA_03518","FHJCNOBE_00470","CLBIFFHN_01344","FBFFAOJI_01451","BCOIPCNK_00320"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"NHHFDHOA_04046","LNFOPOPD_02789","LNNOOKGB_00339","OHGNPAHP_01283","GLJEHEMI_01109","KBLPGKMM_02610","FIBKOHBH_02314","KLKGDDID_01080","KHAGAGIB_00986","DLEBNIDD_03319","IJNFKBKA_02871","FHJCNOBE_00487","CLBIFFHN_01327","FBFFAOJI_01468","BCOIPCNK_00337"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"NHHFDHOA_04044","LNFOPOPD_02791","LNNOOKGB_00341","OHGNPAHP_01281","GLJEHEMI_01111","KBLPGKMM_02612","FIBKOHBH_02316","KLKGDDID_01082","KHAGAGIB_00988","DLEBNIDD_03321","IJNFKBKA_02873","FHJCNOBE_00489","CLBIFFHN_01325","FBFFAOJI_01470","BCOIPCNK_00339"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"NHHFDHOA_03352","LNFOPOPD_02423","LNNOOKGB_00481","OHGNPAHP_01141","GLJEHEMI_01251","KBLPGKMM_00875","FIBKOHBH_03700","KLKGDDID_01222","KHAGAGIB_01129","DLEBNIDD_02667","IJNFKBKA_03405","FHJCNOBE_00629","CLBIFFHN_03536","FBFFAOJI_01991","BCOIPCNK_00479"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"NHHFDHOA_03353","LNFOPOPD_02422","LNNOOKGB_00482","OHGNPAHP_01140","GLJEHEMI_01252","KBLPGKMM_00874","FIBKOHBH_03701","KLKGDDID_01223","KHAGAGIB_01130","DLEBNIDD_02668","IJNFKBKA_03406","FHJCNOBE_00630","CLBIFFHN_03537","FBFFAOJI_01990","BCOIPCNK_00480"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"NHHFDHOA_03355","LNFOPOPD_02420","LNNOOKGB_00484","OHGNPAHP_01138","GLJEHEMI_01254","KBLPGKMM_00872","FIBKOHBH_03703","KLKGDDID_01225","KHAGAGIB_01132","DLEBNIDD_02670","IJNFKBKA_03408","FHJCNOBE_00632","CLBIFFHN_03539","FBFFAOJI_01988","BCOIPCNK_00482"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"NHHFDHOA_03362","LNFOPOPD_02413","LNNOOKGB_00491","OHGNPAHP_01131","GLJEHEMI_01261","KBLPGKMM_00865","FIBKOHBH_03710","KLKGDDID_01232","KHAGAGIB_01139","DLEBNIDD_02677","IJNFKBKA_03415","FHJCNOBE_00639","CLBIFFHN_03980","FBFFAOJI_01981","BCOIPCNK_00489"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"NHHFDHOA_03368","LNFOPOPD_02407","LNNOOKGB_00497","OHGNPAHP_01125","GLJEHEMI_01267","KBLPGKMM_00859","FIBKOHBH_03716","KLKGDDID_01238","KHAGAGIB_01145","DLEBNIDD_02683","IJNFKBKA_03421","FHJCNOBE_00645","CLBIFFHN_03974","FBFFAOJI_01975","BCOIPCNK_00495"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"NHHFDHOA_03375","LNFOPOPD_02400","LNNOOKGB_00504","OHGNPAHP_01118","GLJEHEMI_01274","KBLPGKMM_00852","FIBKOHBH_03723","KLKGDDID_01245","KHAGAGIB_01152","DLEBNIDD_02690","IJNFKBKA_03428","FHJCNOBE_00652","CLBIFFHN_03967","FBFFAOJI_01968","BCOIPCNK_00502"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"NHHFDHOA_03376","LNFOPOPD_02399","LNNOOKGB_00505","OHGNPAHP_01117","GLJEHEMI_01275","KBLPGKMM_00851","FIBKOHBH_03724","KLKGDDID_01246","KHAGAGIB_01153","DLEBNIDD_02691","IJNFKBKA_03429","FHJCNOBE_00653","CLBIFFHN_03966","FBFFAOJI_01967","BCOIPCNK_00503"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"NHHFDHOA_02945","LNFOPOPD_02390","LNNOOKGB_00514","OHGNPAHP_01108","GLJEHEMI_01284","KBLPGKMM_00842","FIBKOHBH_03733","KLKGDDID_01255","KHAGAGIB_01162","DLEBNIDD_01798","IJNFKBKA_03438","FHJCNOBE_00662","CLBIFFHN_04085","FBFFAOJI_01958","BCOIPCNK_00512"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"NHHFDHOA_02964","LNFOPOPD_02371","LNNOOKGB_00533","OHGNPAHP_01089","GLJEHEMI_01303","KBLPGKMM_00823","FIBKOHBH_03752","KLKGDDID_01274","KHAGAGIB_01181","DLEBNIDD_01817","IJNFKBKA_03457","FHJCNOBE_00681","CLBIFFHN_04066","FBFFAOJI_01939","BCOIPCNK_00531"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"NHHFDHOA_02967","LNFOPOPD_02368","LNNOOKGB_00536","OHGNPAHP_01086","GLJEHEMI_01306","KBLPGKMM_00820","FIBKOHBH_03755","KLKGDDID_01277","KHAGAGIB_01184","DLEBNIDD_01820","IJNFKBKA_03460","FHJCNOBE_00684","CLBIFFHN_04063","FBFFAOJI_01936","BCOIPCNK_00534"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"NHHFDHOA_02968","LNFOPOPD_02367","LNNOOKGB_00537","OHGNPAHP_01085","GLJEHEMI_01307","KBLPGKMM_00819","FIBKOHBH_03115","KLKGDDID_01278","KHAGAGIB_01185","DLEBNIDD_01821","IJNFKBKA_03461","FHJCNOBE_00685","CLBIFFHN_03714","FBFFAOJI_01935","BCOIPCNK_00535"
