"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR3097426","SRR5877170","SRR14766359","SRR8728065","SRR11068404","NDSU1","SRR14766419","SRR12075372","SRR14766452","SRR11101167","SRR1333873","SRR14766421","SRR14766430","SRR12418434"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"JAFODMFN_04080","PBDKJOHP_02149","GJPDLPPO_02444","PLKMKOCD_00693","OMPAEEHE_01388","NHHFDHOA_01239","GEPIEMCB_00563","JCGPGLCM_01225","OHGDDBEJ_02346","APEDILLO_02635","ELELPFCC_02935","DCMJPIDO_03786","HEDGDFAA_00709","GHDKDIHM_01702","FECNONKH_00878"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"JAFODMFN_04079","PBDKJOHP_02150","GJPDLPPO_02443","PLKMKOCD_00694","OMPAEEHE_01389","NHHFDHOA_01240","GEPIEMCB_00564","JCGPGLCM_01224","OHGDDBEJ_02345","APEDILLO_02634","ELELPFCC_02936","DCMJPIDO_03785","HEDGDFAA_00708","GHDKDIHM_01701","FECNONKH_00879"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"JAFODMFN_04076","PBDKJOHP_02153","GJPDLPPO_02440","PLKMKOCD_00697","OMPAEEHE_01392","NHHFDHOA_01243","GEPIEMCB_00567","JCGPGLCM_01221","OHGDDBEJ_02342","APEDILLO_02631","ELELPFCC_02939","DCMJPIDO_03782","HEDGDFAA_00705","GHDKDIHM_01698","FECNONKH_00882"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"JAFODMFN_04075","PBDKJOHP_02154","GJPDLPPO_02439","PLKMKOCD_00698","OMPAEEHE_01393","NHHFDHOA_01244","GEPIEMCB_00568","JCGPGLCM_01220","OHGDDBEJ_02341","APEDILLO_02630","ELELPFCC_02940","DCMJPIDO_03781","HEDGDFAA_00704","GHDKDIHM_01697","FECNONKH_00883"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"JAFODMFN_04072","PBDKJOHP_02157","GJPDLPPO_02436","PLKMKOCD_00701","OMPAEEHE_01396","NHHFDHOA_01247","GEPIEMCB_00571","JCGPGLCM_01217","OHGDDBEJ_02338","APEDILLO_02627","ELELPFCC_02943","DCMJPIDO_03778","HEDGDFAA_00701","GHDKDIHM_01694","FECNONKH_00886"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"JAFODMFN_04065","PBDKJOHP_02164","GJPDLPPO_02429","PLKMKOCD_00708","OMPAEEHE_01403","NHHFDHOA_01254","GEPIEMCB_00578","JCGPGLCM_01210","OHGDDBEJ_02331","APEDILLO_02620","ELELPFCC_02950","DCMJPIDO_03771","HEDGDFAA_00694","GHDKDIHM_01687","FECNONKH_00893"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"JAFODMFN_04051","PBDKJOHP_02178","GJPDLPPO_02415","PLKMKOCD_00722","OMPAEEHE_01417","NHHFDHOA_01268","GEPIEMCB_00592","JCGPGLCM_01196","OHGDDBEJ_02317","APEDILLO_02606","ELELPFCC_02964","DCMJPIDO_03757","HEDGDFAA_00680","GHDKDIHM_01673","FECNONKH_00907"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"JAFODMFN_04021","PBDKJOHP_02208","GJPDLPPO_02385","PLKMKOCD_00752","OMPAEEHE_01447","NHHFDHOA_01298","GEPIEMCB_00622","JCGPGLCM_01166","OHGDDBEJ_02287","APEDILLO_02576","ELELPFCC_02994","DCMJPIDO_03727","HEDGDFAA_03738","GHDKDIHM_01643","FECNONKH_00937"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"JAFODMFN_04019","PBDKJOHP_02210","GJPDLPPO_02383","PLKMKOCD_00754","OMPAEEHE_01449","NHHFDHOA_01300","GEPIEMCB_00624","JCGPGLCM_01164","OHGDDBEJ_02285","APEDILLO_03944","ELELPFCC_02996","DCMJPIDO_03725","HEDGDFAA_03740","GHDKDIHM_01641","FECNONKH_00939"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"JAFODMFN_03908","PBDKJOHP_02239","GJPDLPPO_02354","PLKMKOCD_02203","OMPAEEHE_01478","NHHFDHOA_01329","GEPIEMCB_00653","JCGPGLCM_02591","OHGDDBEJ_02256","APEDILLO_03915","ELELPFCC_03884","DCMJPIDO_03696","HEDGDFAA_01049","GHDKDIHM_01612","FECNONKH_00968"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"JAFODMFN_03920","PBDKJOHP_02251","GJPDLPPO_02342","PLKMKOCD_02191","OMPAEEHE_01490","NHHFDHOA_01341","GEPIEMCB_00665","JCGPGLCM_02603","OHGDDBEJ_02244","APEDILLO_03903","ELELPFCC_03896","DCMJPIDO_03684","HEDGDFAA_01061","GHDKDIHM_01600","FECNONKH_00980"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"JAFODMFN_03939","PBDKJOHP_02270","GJPDLPPO_02323","PLKMKOCD_02172","OMPAEEHE_01509","NHHFDHOA_01360","GEPIEMCB_00684","JCGPGLCM_02622","OHGDDBEJ_02225","APEDILLO_03884","ELELPFCC_03915","DCMJPIDO_03665","HEDGDFAA_01080","GHDKDIHM_01581","FECNONKH_00999"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"JAFODMFN_03968","PBDKJOHP_02299","GJPDLPPO_02294","PLKMKOCD_02143","OMPAEEHE_01538","NHHFDHOA_01389","GEPIEMCB_00713","JCGPGLCM_02651","OHGDDBEJ_02196","APEDILLO_03855","ELELPFCC_03944","DCMJPIDO_03636","HEDGDFAA_01109","GHDKDIHM_01552","FECNONKH_01028"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"JAFODMFN_03974","PBDKJOHP_02305","GJPDLPPO_02288","PLKMKOCD_04319","OMPAEEHE_01544","NHHFDHOA_01395","GEPIEMCB_00719","JCGPGLCM_02657","OHGDDBEJ_02190","APEDILLO_03849","ELELPFCC_03950","DCMJPIDO_03630","HEDGDFAA_01115","GHDKDIHM_01546","FECNONKH_01034"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"JAFODMFN_03976","PBDKJOHP_02307","GJPDLPPO_02286","PLKMKOCD_04321","OMPAEEHE_01546","NHHFDHOA_01397","GEPIEMCB_00721","JCGPGLCM_02659","OHGDDBEJ_02188","APEDILLO_03847","ELELPFCC_03952","DCMJPIDO_03628","HEDGDFAA_01117","GHDKDIHM_01544","FECNONKH_01036"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"JAFODMFN_03994","PBDKJOHP_02325","GJPDLPPO_02268","PLKMKOCD_04469","OMPAEEHE_01564","NHHFDHOA_04649","GEPIEMCB_00739","JCGPGLCM_02677","OHGDDBEJ_04666","APEDILLO_03829","ELELPFCC_03970","DCMJPIDO_03610","HEDGDFAA_01135","GHDKDIHM_04629","FECNONKH_01054"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"JAFODMFN_00650","PBDKJOHP_04278","GJPDLPPO_00430","PLKMKOCD_03926","OMPAEEHE_00467","NHHFDHOA_02180","GEPIEMCB_00763","JCGPGLCM_00711","OHGDDBEJ_00020","APEDILLO_04548","ELELPFCC_03355","DCMJPIDO_00649","HEDGDFAA_00020","GHDKDIHM_04584","FECNONKH_01293"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"JAFODMFN_00648","PBDKJOHP_04276","GJPDLPPO_00428","PLKMKOCD_03928","OMPAEEHE_00465","NHHFDHOA_02178","GEPIEMCB_00765","JCGPGLCM_00713","OHGDDBEJ_00022","APEDILLO_04550","ELELPFCC_03353","DCMJPIDO_00647","HEDGDFAA_00022","GHDKDIHM_04582","FECNONKH_01291"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"JAFODMFN_00626","PBDKJOHP_04543","GJPDLPPO_00406","PLKMKOCD_01407","OMPAEEHE_00443","NHHFDHOA_02156","GEPIEMCB_00787","JCGPGLCM_00735","OHGDDBEJ_00045","APEDILLO_00625","ELELPFCC_03331","DCMJPIDO_00625","HEDGDFAA_00044","GHDKDIHM_01227","FECNONKH_01269"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"JAFODMFN_00615","PBDKJOHP_04532","GJPDLPPO_00395","PLKMKOCD_01396","OMPAEEHE_00432","NHHFDHOA_02145","GEPIEMCB_00798","JCGPGLCM_00746","OHGDDBEJ_00056","APEDILLO_00614","ELELPFCC_03320","DCMJPIDO_00614","HEDGDFAA_00055","GHDKDIHM_01238","FECNONKH_01258"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"JAFODMFN_00613","PBDKJOHP_04530","GJPDLPPO_00393","PLKMKOCD_01394","OMPAEEHE_00430","NHHFDHOA_02143","GEPIEMCB_00800","JCGPGLCM_00748","OHGDDBEJ_00058","APEDILLO_00612","ELELPFCC_03318","DCMJPIDO_00612","HEDGDFAA_00057","GHDKDIHM_01240","FECNONKH_01256"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"JAFODMFN_00596","PBDKJOHP_00607","GJPDLPPO_00376","PLKMKOCD_01377","OMPAEEHE_00413","NHHFDHOA_02126","GEPIEMCB_00817","JCGPGLCM_00765","OHGDDBEJ_00075","APEDILLO_00595","ELELPFCC_03301","DCMJPIDO_00595","HEDGDFAA_00074","GHDKDIHM_01257","FECNONKH_01239"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"JAFODMFN_00582","PBDKJOHP_00621","GJPDLPPO_00362","PLKMKOCD_01363","OMPAEEHE_00399","NHHFDHOA_02112","GEPIEMCB_00831","JCGPGLCM_00779","OHGDDBEJ_00090","APEDILLO_00581","ELELPFCC_03287","DCMJPIDO_00581","HEDGDFAA_00088","GHDKDIHM_01271","FECNONKH_01225"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"JAFODMFN_00580","PBDKJOHP_00623","GJPDLPPO_00360","PLKMKOCD_01361","OMPAEEHE_00397","NHHFDHOA_02110","GEPIEMCB_00833","JCGPGLCM_00781","OHGDDBEJ_00092","APEDILLO_00579","ELELPFCC_03285","DCMJPIDO_00579","HEDGDFAA_00090","GHDKDIHM_01273","FECNONKH_01223"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"JAFODMFN_00578","PBDKJOHP_00625","GJPDLPPO_00358","PLKMKOCD_01359","OMPAEEHE_00395","NHHFDHOA_02108","GEPIEMCB_00835","JCGPGLCM_00783","OHGDDBEJ_00094","APEDILLO_00577","ELELPFCC_03283","DCMJPIDO_00577","HEDGDFAA_00092","GHDKDIHM_01275","FECNONKH_01221"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"JAFODMFN_00567","PBDKJOHP_00636","GJPDLPPO_00347","PLKMKOCD_01348","OMPAEEHE_00384","NHHFDHOA_02097","GEPIEMCB_00846","JCGPGLCM_00794","OHGDDBEJ_00105","APEDILLO_00566","ELELPFCC_03272","DCMJPIDO_00566","HEDGDFAA_00103","GHDKDIHM_01286","FECNONKH_01210"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"JAFODMFN_00564","PBDKJOHP_00639","GJPDLPPO_00344","PLKMKOCD_01345","OMPAEEHE_00381","NHHFDHOA_02094","GEPIEMCB_00849","JCGPGLCM_00797","OHGDDBEJ_00108","APEDILLO_00563","ELELPFCC_03269","DCMJPIDO_00563","HEDGDFAA_00106","GHDKDIHM_01289","FECNONKH_01207"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"JAFODMFN_00559","PBDKJOHP_00644","GJPDLPPO_00339","PLKMKOCD_01340","OMPAEEHE_00376","NHHFDHOA_02089","GEPIEMCB_00854","JCGPGLCM_00802","OHGDDBEJ_00113","APEDILLO_00558","ELELPFCC_03264","DCMJPIDO_00558","HEDGDFAA_00111","GHDKDIHM_01294","FECNONKH_01202"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"JAFODMFN_00558","PBDKJOHP_00645","GJPDLPPO_00338","PLKMKOCD_01339","OMPAEEHE_00375","NHHFDHOA_02088","GEPIEMCB_00855","JCGPGLCM_00803","OHGDDBEJ_00114","APEDILLO_00557","ELELPFCC_03263","DCMJPIDO_00557","HEDGDFAA_00112","GHDKDIHM_01295","FECNONKH_01201"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"JAFODMFN_00557","PBDKJOHP_00646","GJPDLPPO_00337","PLKMKOCD_01338","OMPAEEHE_00374","NHHFDHOA_02087","GEPIEMCB_00856","JCGPGLCM_00804","OHGDDBEJ_00115","APEDILLO_00556","ELELPFCC_03262","DCMJPIDO_00556","HEDGDFAA_00113","GHDKDIHM_01296","FECNONKH_01200"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"JAFODMFN_00556","PBDKJOHP_00647","GJPDLPPO_00336","PLKMKOCD_01337","OMPAEEHE_00373","NHHFDHOA_02086","GEPIEMCB_00857","JCGPGLCM_00805","OHGDDBEJ_00116","APEDILLO_00555","ELELPFCC_03261","DCMJPIDO_00555","HEDGDFAA_00114","GHDKDIHM_01297","FECNONKH_01199"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"JAFODMFN_00553","PBDKJOHP_00650","GJPDLPPO_00333","PLKMKOCD_01334","OMPAEEHE_00370","NHHFDHOA_02083","GEPIEMCB_00860","JCGPGLCM_00808","OHGDDBEJ_00119","APEDILLO_00552","ELELPFCC_03258","DCMJPIDO_00552","HEDGDFAA_00117","GHDKDIHM_01300","FECNONKH_01196"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"JAFODMFN_00551","PBDKJOHP_00652","GJPDLPPO_00331","PLKMKOCD_01332","OMPAEEHE_00368","NHHFDHOA_02081","GEPIEMCB_00862","JCGPGLCM_00810","OHGDDBEJ_00121","APEDILLO_00550","ELELPFCC_03256","DCMJPIDO_00550","HEDGDFAA_00119","GHDKDIHM_01302","FECNONKH_01194"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"JAFODMFN_00544","PBDKJOHP_00659","GJPDLPPO_00324","PLKMKOCD_01325","OMPAEEHE_00361","NHHFDHOA_02074","GEPIEMCB_00869","JCGPGLCM_00817","OHGDDBEJ_00128","APEDILLO_00543","ELELPFCC_03249","DCMJPIDO_00543","HEDGDFAA_00126","GHDKDIHM_01309","FECNONKH_01187"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"JAFODMFN_00540","PBDKJOHP_00663","GJPDLPPO_00320","PLKMKOCD_00890","OMPAEEHE_00357","NHHFDHOA_02070","GEPIEMCB_00873","JCGPGLCM_00821","OHGDDBEJ_00132","APEDILLO_00539","ELELPFCC_03245","DCMJPIDO_00539","HEDGDFAA_00130","GHDKDIHM_01313","FECNONKH_01183"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"JAFODMFN_00428","PBDKJOHP_00773","GJPDLPPO_00208","PLKMKOCD_00778","OMPAEEHE_00245","NHHFDHOA_01958","GEPIEMCB_00985","JCGPGLCM_00934","OHGDDBEJ_00244","APEDILLO_00427","ELELPFCC_01741","DCMJPIDO_00427","HEDGDFAA_00242","GHDKDIHM_01425","FECNONKH_01071"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"JAFODMFN_00417","PBDKJOHP_00784","GJPDLPPO_00197","PLKMKOCD_00767","OMPAEEHE_00234","NHHFDHOA_01947","GEPIEMCB_00996","JCGPGLCM_00945","OHGDDBEJ_00255","APEDILLO_00416","ELELPFCC_01730","DCMJPIDO_00416","HEDGDFAA_00253","GHDKDIHM_01436","FECNONKH_01060"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"JAFODMFN_00411","PBDKJOHP_00790","GJPDLPPO_00191","PLKMKOCD_04412","OMPAEEHE_00228","NHHFDHOA_01941","GEPIEMCB_01002","JCGPGLCM_00951","OHGDDBEJ_00261","APEDILLO_00410","ELELPFCC_01724","DCMJPIDO_00410","HEDGDFAA_04323","GHDKDIHM_01442","FECNONKH_04602"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"JAFODMFN_00403","PBDKJOHP_00798","GJPDLPPO_00183","PLKMKOCD_01804","OMPAEEHE_00220","NHHFDHOA_04514","GEPIEMCB_01010","JCGPGLCM_00003","OHGDDBEJ_00269","APEDILLO_00402","ELELPFCC_01716","DCMJPIDO_00402","HEDGDFAA_01447","GHDKDIHM_01450","FECNONKH_01925"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"JAFODMFN_00395","PBDKJOHP_00806","GJPDLPPO_00175","PLKMKOCD_01812","OMPAEEHE_00212","NHHFDHOA_04506","GEPIEMCB_01018","JCGPGLCM_00011","OHGDDBEJ_00277","APEDILLO_00394","ELELPFCC_01708","DCMJPIDO_00394","HEDGDFAA_01455","GHDKDIHM_01458","FECNONKH_01917"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"JAFODMFN_00394","PBDKJOHP_00807","GJPDLPPO_00174","PLKMKOCD_01813","OMPAEEHE_00211","NHHFDHOA_04505","GEPIEMCB_01019","JCGPGLCM_00012","OHGDDBEJ_00278","APEDILLO_00393","ELELPFCC_01707","DCMJPIDO_00393","HEDGDFAA_01456","GHDKDIHM_01459","FECNONKH_01916"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"JAFODMFN_00378","PBDKJOHP_00823","GJPDLPPO_00158","PLKMKOCD_01829","OMPAEEHE_00195","NHHFDHOA_04091","GEPIEMCB_01035","JCGPGLCM_00028","OHGDDBEJ_00294","APEDILLO_00377","ELELPFCC_01691","DCMJPIDO_00377","HEDGDFAA_01472","GHDKDIHM_01475","FECNONKH_01900"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"JAFODMFN_00369","PBDKJOHP_00832","GJPDLPPO_00149","PLKMKOCD_01838","OMPAEEHE_00186","NHHFDHOA_04082","GEPIEMCB_01044","JCGPGLCM_00037","OHGDDBEJ_00304","APEDILLO_00368","ELELPFCC_01682","DCMJPIDO_00368","HEDGDFAA_01481","GHDKDIHM_01484","FECNONKH_01891"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"JAFODMFN_00368","PBDKJOHP_00833","GJPDLPPO_00148","PLKMKOCD_01839","OMPAEEHE_00185","NHHFDHOA_04081","GEPIEMCB_01045","JCGPGLCM_00038","OHGDDBEJ_00305","APEDILLO_00367","ELELPFCC_01681","DCMJPIDO_00367","HEDGDFAA_01482","GHDKDIHM_01485","FECNONKH_01890"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"JAFODMFN_00362","PBDKJOHP_00839","GJPDLPPO_00142","PLKMKOCD_01845","OMPAEEHE_00179","NHHFDHOA_04075","GEPIEMCB_01051","JCGPGLCM_00044","OHGDDBEJ_00311","APEDILLO_00361","ELELPFCC_01675","DCMJPIDO_00361","HEDGDFAA_01488","GHDKDIHM_01491","FECNONKH_01884"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"JAFODMFN_00350","PBDKJOHP_00851","GJPDLPPO_00130","PLKMKOCD_01857","OMPAEEHE_00167","NHHFDHOA_04063","GEPIEMCB_01063","JCGPGLCM_00056","OHGDDBEJ_00323","APEDILLO_00349","ELELPFCC_01663","DCMJPIDO_00349","HEDGDFAA_01500","GHDKDIHM_01503","FECNONKH_01872"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"JAFODMFN_00333","PBDKJOHP_00868","GJPDLPPO_00113","PLKMKOCD_01874","OMPAEEHE_00150","NHHFDHOA_04046","GEPIEMCB_01080","JCGPGLCM_00073","OHGDDBEJ_00340","APEDILLO_00332","ELELPFCC_01646","DCMJPIDO_00332","HEDGDFAA_01517","GHDKDIHM_01520","FECNONKH_01855"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"JAFODMFN_00331","PBDKJOHP_00870","GJPDLPPO_00111","PLKMKOCD_01876","OMPAEEHE_00148","NHHFDHOA_04044","GEPIEMCB_01082","JCGPGLCM_00075","OHGDDBEJ_00342","APEDILLO_00330","ELELPFCC_01644","DCMJPIDO_00330","HEDGDFAA_01519","GHDKDIHM_01522","FECNONKH_01853"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"JAFODMFN_00191","PBDKJOHP_01608","GJPDLPPO_04090","PLKMKOCD_03671","OMPAEEHE_00008","NHHFDHOA_03352","GEPIEMCB_01222","JCGPGLCM_00215","OHGDDBEJ_00482","APEDILLO_00190","ELELPFCC_01504","DCMJPIDO_00190","HEDGDFAA_01027","GHDKDIHM_02388","FECNONKH_03933"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"JAFODMFN_00190","PBDKJOHP_01609","GJPDLPPO_04089","PLKMKOCD_03672","OMPAEEHE_00007","NHHFDHOA_03353","GEPIEMCB_01223","JCGPGLCM_00216","OHGDDBEJ_00483","APEDILLO_00189","ELELPFCC_01503","DCMJPIDO_00189","HEDGDFAA_01028","GHDKDIHM_02389","FECNONKH_03934"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"JAFODMFN_00188","PBDKJOHP_01611","GJPDLPPO_04087","PLKMKOCD_03674","OMPAEEHE_00005","NHHFDHOA_03355","GEPIEMCB_01225","JCGPGLCM_00218","OHGDDBEJ_00485","APEDILLO_00187","ELELPFCC_01501","DCMJPIDO_00187","HEDGDFAA_01030","GHDKDIHM_02391","FECNONKH_03936"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"JAFODMFN_00181","PBDKJOHP_01618","GJPDLPPO_04080","PLKMKOCD_03503","OMPAEEHE_02746","NHHFDHOA_03362","GEPIEMCB_01232","JCGPGLCM_00225","OHGDDBEJ_00492","APEDILLO_00180","ELELPFCC_03009","DCMJPIDO_00180","HEDGDFAA_03688","GHDKDIHM_02398","FECNONKH_03943"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"JAFODMFN_00175","PBDKJOHP_01624","GJPDLPPO_04074","PLKMKOCD_03509","OMPAEEHE_02752","NHHFDHOA_03368","GEPIEMCB_01238","JCGPGLCM_00231","OHGDDBEJ_00498","APEDILLO_00174","ELELPFCC_03015","DCMJPIDO_00174","HEDGDFAA_03694","GHDKDIHM_02404","FECNONKH_03949"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"JAFODMFN_00168","PBDKJOHP_01631","GJPDLPPO_04067","PLKMKOCD_03516","OMPAEEHE_02759","NHHFDHOA_03375","GEPIEMCB_01245","JCGPGLCM_00238","OHGDDBEJ_00505","APEDILLO_00167","ELELPFCC_03022","DCMJPIDO_00167","HEDGDFAA_03701","GHDKDIHM_02411","FECNONKH_03956"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"JAFODMFN_00167","PBDKJOHP_01632","GJPDLPPO_04066","PLKMKOCD_03517","OMPAEEHE_02760","NHHFDHOA_03376","GEPIEMCB_01246","JCGPGLCM_00239","OHGDDBEJ_00506","APEDILLO_00166","ELELPFCC_03023","DCMJPIDO_00166","HEDGDFAA_03702","GHDKDIHM_02412","FECNONKH_03957"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"JAFODMFN_00158","PBDKJOHP_01641","GJPDLPPO_04057","PLKMKOCD_03526","OMPAEEHE_02769","NHHFDHOA_02945","GEPIEMCB_01255","JCGPGLCM_00248","OHGDDBEJ_00515","APEDILLO_00157","ELELPFCC_03032","DCMJPIDO_00157","HEDGDFAA_02699","GHDKDIHM_02421","FECNONKH_02081"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"JAFODMFN_00139","PBDKJOHP_01660","GJPDLPPO_04038","PLKMKOCD_00504","OMPAEEHE_02788","NHHFDHOA_02964","GEPIEMCB_01274","JCGPGLCM_00267","OHGDDBEJ_00534","APEDILLO_00138","ELELPFCC_03051","DCMJPIDO_00138","HEDGDFAA_02680","GHDKDIHM_02440","FECNONKH_02100"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"JAFODMFN_00136","PBDKJOHP_01663","GJPDLPPO_04035","PLKMKOCD_00501","OMPAEEHE_02791","NHHFDHOA_02967","GEPIEMCB_01277","JCGPGLCM_00270","OHGDDBEJ_00537","APEDILLO_00135","ELELPFCC_03054","DCMJPIDO_00135","HEDGDFAA_02677","GHDKDIHM_02443","FECNONKH_02103"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"JAFODMFN_00135","PBDKJOHP_01664","GJPDLPPO_03019","PLKMKOCD_00500","OMPAEEHE_02792","NHHFDHOA_02968","GEPIEMCB_01278","JCGPGLCM_00271","OHGDDBEJ_00538","APEDILLO_00134","ELELPFCC_03055","DCMJPIDO_00134","HEDGDFAA_02676","GHDKDIHM_02444","FECNONKH_02104"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"JAFODMFN_00134","PBDKJOHP_01665","GJPDLPPO_03020","PLKMKOCD_00499","OMPAEEHE_02793","NHHFDHOA_02969","GEPIEMCB_01279","JCGPGLCM_00272","OHGDDBEJ_00539","APEDILLO_00133","ELELPFCC_03056","DCMJPIDO_00133","HEDGDFAA_02675","GHDKDIHM_02445","FECNONKH_02105"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"JAFODMFN_00078","PBDKJOHP_01721","GJPDLPPO_03076","PLKMKOCD_00443","OMPAEEHE_02849","NHHFDHOA_03025","GEPIEMCB_01335","JCGPGLCM_00328","OHGDDBEJ_00596","APEDILLO_00077","ELELPFCC_03112","DCMJPIDO_00077","HEDGDFAA_01269","GHDKDIHM_02501","FECNONKH_02161"
