"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU10","SRR6310053","SRR3037435","SRR3097528","SRR15146546","SRR980326","SRR15146530","SRR8137073","SRR14766361","SRR14766414","SRR17585407","SRR5905513","NDSU12","SRR14766337","SRR27708427"
"chbC","","PTS system N,N'-diacetylchitobiose-specific EIIC component",581,581,1,1,5333,NA,NA,"",1253,1358,1357,"PGKCJFEA_02405","DNOEEKHJ_02691","CKPEMOEN_02531","ALLEBCBP_01629","NAPOKNNJ_00188","ICDMIJBP_02691","MNLBAKIA_03207","JJPGFOPI_01822","MGNDMLEC_02852","CBFLKJKM_02352","MAIOMPIG_03247","JLGLOGEO_01186","KMJDPIGG_00556","FHGKKJNF_01000","LBMEENEJ_01400"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"PGKCJFEA_02409","DNOEEKHJ_02687","CKPEMOEN_02527","ALLEBCBP_01625","NAPOKNNJ_00184","ICDMIJBP_02687","MNLBAKIA_03211","JJPGFOPI_01818","MGNDMLEC_02848","CBFLKJKM_02348","MAIOMPIG_03243","JLGLOGEO_01190","KMJDPIGG_00560","FHGKKJNF_01004","LBMEENEJ_01404"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"PGKCJFEA_02412","DNOEEKHJ_02684","CKPEMOEN_02524","ALLEBCBP_01622","NAPOKNNJ_00181","ICDMIJBP_02684","MNLBAKIA_03214","JJPGFOPI_01815","MGNDMLEC_02845","CBFLKJKM_02345","MAIOMPIG_03240","JLGLOGEO_01193","KMJDPIGG_00563","FHGKKJNF_01007","LBMEENEJ_01407"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"PGKCJFEA_02413","DNOEEKHJ_02683","CKPEMOEN_02523","ALLEBCBP_01621","NAPOKNNJ_00180","ICDMIJBP_02683","MNLBAKIA_03215","JJPGFOPI_01814","MGNDMLEC_02844","CBFLKJKM_02344","MAIOMPIG_03239","JLGLOGEO_01194","KMJDPIGG_00564","FHGKKJNF_01008","LBMEENEJ_01408"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"PGKCJFEA_01112","DNOEEKHJ_02680","CKPEMOEN_02520","ALLEBCBP_01618","NAPOKNNJ_00177","ICDMIJBP_02680","MNLBAKIA_03218","JJPGFOPI_01811","MGNDMLEC_02841","CBFLKJKM_02341","MAIOMPIG_03236","JLGLOGEO_01197","KMJDPIGG_00567","FHGKKJNF_01011","LBMEENEJ_01411"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"PGKCJFEA_01113","DNOEEKHJ_02679","CKPEMOEN_02519","ALLEBCBP_01617","NAPOKNNJ_00176","ICDMIJBP_02679","MNLBAKIA_03219","JJPGFOPI_01810","MGNDMLEC_02840","CBFLKJKM_02340","MAIOMPIG_03235","JLGLOGEO_01198","KMJDPIGG_00568","FHGKKJNF_03425","LBMEENEJ_01412"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"PGKCJFEA_01116","DNOEEKHJ_02676","CKPEMOEN_02516","ALLEBCBP_01614","NAPOKNNJ_00173","ICDMIJBP_02676","MNLBAKIA_03222","JJPGFOPI_01807","MGNDMLEC_02837","CBFLKJKM_02337","MAIOMPIG_03232","JLGLOGEO_01201","KMJDPIGG_00571","FHGKKJNF_03422","LBMEENEJ_01415"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"PGKCJFEA_01123","DNOEEKHJ_02669","CKPEMOEN_02509","ALLEBCBP_01607","NAPOKNNJ_00166","ICDMIJBP_02669","MNLBAKIA_03229","JJPGFOPI_01800","MGNDMLEC_02830","CBFLKJKM_02330","MAIOMPIG_03225","JLGLOGEO_01208","KMJDPIGG_00578","FHGKKJNF_03415","LBMEENEJ_01422"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"PGKCJFEA_01137","DNOEEKHJ_02655","CKPEMOEN_02495","ALLEBCBP_01593","NAPOKNNJ_00152","ICDMIJBP_02655","MNLBAKIA_03243","JJPGFOPI_01786","MGNDMLEC_02816","CBFLKJKM_02316","MAIOMPIG_03211","JLGLOGEO_01222","KMJDPIGG_00592","FHGKKJNF_03401","LBMEENEJ_01436"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"PGKCJFEA_01167","DNOEEKHJ_02625","CKPEMOEN_02465","ALLEBCBP_01563","NAPOKNNJ_00122","ICDMIJBP_02625","MNLBAKIA_03273","JJPGFOPI_04359","MGNDMLEC_02786","CBFLKJKM_02286","MAIOMPIG_03181","JLGLOGEO_01252","KMJDPIGG_00622","FHGKKJNF_04226","LBMEENEJ_04162"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"PGKCJFEA_01169","DNOEEKHJ_02623","CKPEMOEN_02463","ALLEBCBP_01561","NAPOKNNJ_00120","ICDMIJBP_02623","MNLBAKIA_03275","JJPGFOPI_04357","MGNDMLEC_02784","CBFLKJKM_02284","MAIOMPIG_03179","JLGLOGEO_01254","KMJDPIGG_00624","FHGKKJNF_04228","LBMEENEJ_04164"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"PGKCJFEA_01198","DNOEEKHJ_02594","CKPEMOEN_02434","ALLEBCBP_01532","NAPOKNNJ_00091","ICDMIJBP_02594","MNLBAKIA_03304","JJPGFOPI_02720","MGNDMLEC_02755","CBFLKJKM_02255","MAIOMPIG_03150","JLGLOGEO_03170","KMJDPIGG_00653","FHGKKJNF_03542","LBMEENEJ_02542"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"PGKCJFEA_01210","DNOEEKHJ_02582","CKPEMOEN_02422","ALLEBCBP_01520","NAPOKNNJ_00079","ICDMIJBP_02582","MNLBAKIA_03316","JJPGFOPI_02732","MGNDMLEC_02743","CBFLKJKM_02243","MAIOMPIG_03138","JLGLOGEO_03158","KMJDPIGG_00665","FHGKKJNF_01769","LBMEENEJ_02554"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"PGKCJFEA_01229","DNOEEKHJ_02563","CKPEMOEN_02403","ALLEBCBP_01501","NAPOKNNJ_00060","ICDMIJBP_02563","MNLBAKIA_03335","JJPGFOPI_02751","MGNDMLEC_02724","CBFLKJKM_02224","MAIOMPIG_03119","JLGLOGEO_03139","KMJDPIGG_00684","FHGKKJNF_01788","LBMEENEJ_02573"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"PGKCJFEA_01258","DNOEEKHJ_02534","CKPEMOEN_02374","ALLEBCBP_01472","NAPOKNNJ_00031","ICDMIJBP_02534","MNLBAKIA_03364","JJPGFOPI_02780","MGNDMLEC_02695","CBFLKJKM_02195","MAIOMPIG_03090","JLGLOGEO_03110","KMJDPIGG_00713","FHGKKJNF_01817","LBMEENEJ_02602"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"PGKCJFEA_01264","DNOEEKHJ_02528","CKPEMOEN_02368","ALLEBCBP_01466","NAPOKNNJ_00025","ICDMIJBP_02528","MNLBAKIA_03370","JJPGFOPI_02786","MGNDMLEC_02689","CBFLKJKM_02189","MAIOMPIG_03084","JLGLOGEO_03104","KMJDPIGG_00719","FHGKKJNF_01823","LBMEENEJ_02608"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"PGKCJFEA_01266","DNOEEKHJ_02526","CKPEMOEN_02366","ALLEBCBP_01464","NAPOKNNJ_00023","ICDMIJBP_02526","MNLBAKIA_03372","JJPGFOPI_02788","MGNDMLEC_02687","CBFLKJKM_02187","MAIOMPIG_03082","JLGLOGEO_03102","KMJDPIGG_00721","FHGKKJNF_01825","LBMEENEJ_02610"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"PGKCJFEA_01284","DNOEEKHJ_04673","CKPEMOEN_02348","ALLEBCBP_01446","NAPOKNNJ_00005","ICDMIJBP_02508","MNLBAKIA_03390","JJPGFOPI_02806","MGNDMLEC_04657","CBFLKJKM_02169","MAIOMPIG_03064","JLGLOGEO_04572","KMJDPIGG_00739","FHGKKJNF_04443","LBMEENEJ_04614"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"PGKCJFEA_02891","DNOEEKHJ_00649","CKPEMOEN_02991","ALLEBCBP_04185","NAPOKNNJ_04272","ICDMIJBP_00020","MNLBAKIA_00020","JJPGFOPI_04337","MGNDMLEC_02025","CBFLKJKM_01458","MAIOMPIG_00649","JLGLOGEO_02696","KMJDPIGG_01491","FHGKKJNF_03849","LBMEENEJ_04371"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"PGKCJFEA_02889","DNOEEKHJ_00647","CKPEMOEN_02993","ALLEBCBP_04187","NAPOKNNJ_04270","ICDMIJBP_00022","MNLBAKIA_00022","JJPGFOPI_04339","MGNDMLEC_02027","CBFLKJKM_01456","MAIOMPIG_00647","JLGLOGEO_02698","KMJDPIGG_01489","FHGKKJNF_03847","LBMEENEJ_04369"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"PGKCJFEA_02867","DNOEEKHJ_00625","CKPEMOEN_03015","ALLEBCBP_04209","NAPOKNNJ_04248","ICDMIJBP_00044","MNLBAKIA_00044","JJPGFOPI_03011","MGNDMLEC_02049","CBFLKJKM_01434","MAIOMPIG_00625","JLGLOGEO_02720","KMJDPIGG_01467","FHGKKJNF_00739","LBMEENEJ_01456"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"PGKCJFEA_02856","DNOEEKHJ_00614","CKPEMOEN_03026","ALLEBCBP_04220","NAPOKNNJ_04237","ICDMIJBP_00055","MNLBAKIA_00055","JJPGFOPI_03022","MGNDMLEC_02060","CBFLKJKM_01423","MAIOMPIG_00614","JLGLOGEO_02731","KMJDPIGG_01456","FHGKKJNF_00750","LBMEENEJ_01467"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"PGKCJFEA_02854","DNOEEKHJ_00612","CKPEMOEN_03028","ALLEBCBP_04222","NAPOKNNJ_04235","ICDMIJBP_00057","MNLBAKIA_00057","JJPGFOPI_03024","MGNDMLEC_02062","CBFLKJKM_01421","MAIOMPIG_00612","JLGLOGEO_02733","KMJDPIGG_01454","FHGKKJNF_00752","LBMEENEJ_01469"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"PGKCJFEA_04731","DNOEEKHJ_00595","CKPEMOEN_03045","ALLEBCBP_01433","NAPOKNNJ_00753","ICDMIJBP_00074","MNLBAKIA_00074","JJPGFOPI_03041","MGNDMLEC_02079","CBFLKJKM_01404","MAIOMPIG_00595","JLGLOGEO_02750","KMJDPIGG_01437","FHGKKJNF_00769","LBMEENEJ_01486"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"PGKCJFEA_03390","DNOEEKHJ_00581","CKPEMOEN_03059","ALLEBCBP_01419","NAPOKNNJ_00767","ICDMIJBP_00088","MNLBAKIA_00088","JJPGFOPI_02143","MGNDMLEC_02093","CBFLKJKM_01390","MAIOMPIG_00581","JLGLOGEO_02764","KMJDPIGG_01423","FHGKKJNF_00783","LBMEENEJ_01500"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"PGKCJFEA_03392","DNOEEKHJ_00579","CKPEMOEN_03061","ALLEBCBP_01417","NAPOKNNJ_00769","ICDMIJBP_00090","MNLBAKIA_00090","JJPGFOPI_02141","MGNDMLEC_02095","CBFLKJKM_01388","MAIOMPIG_00579","JLGLOGEO_02766","KMJDPIGG_01421","FHGKKJNF_00785","LBMEENEJ_01502"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"PGKCJFEA_03394","DNOEEKHJ_00577","CKPEMOEN_03063","ALLEBCBP_01415","NAPOKNNJ_00771","ICDMIJBP_00092","MNLBAKIA_00092","JJPGFOPI_02139","MGNDMLEC_02097","CBFLKJKM_01386","MAIOMPIG_00577","JLGLOGEO_02768","KMJDPIGG_01419","FHGKKJNF_00787","LBMEENEJ_01504"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"PGKCJFEA_03405","DNOEEKHJ_00566","CKPEMOEN_03074","ALLEBCBP_01404","NAPOKNNJ_00782","ICDMIJBP_00103","MNLBAKIA_00103","JJPGFOPI_02128","MGNDMLEC_02108","CBFLKJKM_01375","MAIOMPIG_00566","JLGLOGEO_02779","KMJDPIGG_01408","FHGKKJNF_00798","LBMEENEJ_01515"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"PGKCJFEA_03408","DNOEEKHJ_00563","CKPEMOEN_03077","ALLEBCBP_01401","NAPOKNNJ_00785","ICDMIJBP_00106","MNLBAKIA_00106","JJPGFOPI_02125","MGNDMLEC_02111","CBFLKJKM_01372","MAIOMPIG_00563","JLGLOGEO_02782","KMJDPIGG_01405","FHGKKJNF_00801","LBMEENEJ_01518"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"PGKCJFEA_03413","DNOEEKHJ_00558","CKPEMOEN_03082","ALLEBCBP_01396","NAPOKNNJ_00790","ICDMIJBP_00111","MNLBAKIA_00111","JJPGFOPI_02120","MGNDMLEC_02116","CBFLKJKM_01367","MAIOMPIG_00558","JLGLOGEO_01035","KMJDPIGG_01400","FHGKKJNF_00806","LBMEENEJ_01523"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"PGKCJFEA_03414","DNOEEKHJ_00557","CKPEMOEN_03083","ALLEBCBP_01395","NAPOKNNJ_00791","ICDMIJBP_00112","MNLBAKIA_00112","JJPGFOPI_02119","MGNDMLEC_02117","CBFLKJKM_01366","MAIOMPIG_00557","JLGLOGEO_01034","KMJDPIGG_01399","FHGKKJNF_00807","LBMEENEJ_01524"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"PGKCJFEA_03415","DNOEEKHJ_00556","CKPEMOEN_03084","ALLEBCBP_01394","NAPOKNNJ_00792","ICDMIJBP_00113","MNLBAKIA_00113","JJPGFOPI_02118","MGNDMLEC_02118","CBFLKJKM_01365","MAIOMPIG_00556","JLGLOGEO_01033","KMJDPIGG_01398","FHGKKJNF_00808","LBMEENEJ_01525"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"PGKCJFEA_03416","DNOEEKHJ_00555","CKPEMOEN_03085","ALLEBCBP_01393","NAPOKNNJ_00793","ICDMIJBP_00114","MNLBAKIA_00114","JJPGFOPI_02117","MGNDMLEC_02119","CBFLKJKM_01364","MAIOMPIG_00555","JLGLOGEO_01032","KMJDPIGG_01397","FHGKKJNF_00809","LBMEENEJ_01526"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"PGKCJFEA_03419","DNOEEKHJ_00552","CKPEMOEN_03088","ALLEBCBP_01390","NAPOKNNJ_00796","ICDMIJBP_00117","MNLBAKIA_00117","JJPGFOPI_02114","MGNDMLEC_02122","CBFLKJKM_01361","MAIOMPIG_00552","JLGLOGEO_01029","KMJDPIGG_01394","FHGKKJNF_00812","LBMEENEJ_01529"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"PGKCJFEA_03421","DNOEEKHJ_00550","CKPEMOEN_03090","ALLEBCBP_01388","NAPOKNNJ_00798","ICDMIJBP_00119","MNLBAKIA_00119","JJPGFOPI_02112","MGNDMLEC_02124","CBFLKJKM_01359","MAIOMPIG_00550","JLGLOGEO_01027","KMJDPIGG_01392","FHGKKJNF_00814","LBMEENEJ_01531"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"PGKCJFEA_03428","DNOEEKHJ_00543","CKPEMOEN_03097","ALLEBCBP_01381","NAPOKNNJ_00805","ICDMIJBP_00126","MNLBAKIA_00126","JJPGFOPI_02105","MGNDMLEC_02131","CBFLKJKM_01352","MAIOMPIG_00543","JLGLOGEO_01020","KMJDPIGG_01385","FHGKKJNF_00821","LBMEENEJ_01538"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"PGKCJFEA_03432","DNOEEKHJ_00539","CKPEMOEN_03101","ALLEBCBP_01377","NAPOKNNJ_00809","ICDMIJBP_00130","MNLBAKIA_00130","JJPGFOPI_02101","MGNDMLEC_02135","CBFLKJKM_01348","MAIOMPIG_00539","JLGLOGEO_01016","KMJDPIGG_01381","FHGKKJNF_02733","LBMEENEJ_01542"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"PGKCJFEA_02418","DNOEEKHJ_00427","CKPEMOEN_03213","ALLEBCBP_01267","NAPOKNNJ_00921","ICDMIJBP_00242","MNLBAKIA_00242","JJPGFOPI_03872","MGNDMLEC_02247","CBFLKJKM_01236","MAIOMPIG_00427","JLGLOGEO_00904","KMJDPIGG_01269","FHGKKJNF_03060","LBMEENEJ_04517"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"PGKCJFEA_02429","DNOEEKHJ_00416","CKPEMOEN_03224","ALLEBCBP_01256","NAPOKNNJ_00932","ICDMIJBP_00253","MNLBAKIA_00253","JJPGFOPI_03883","MGNDMLEC_02258","CBFLKJKM_01225","MAIOMPIG_00416","JLGLOGEO_00893","KMJDPIGG_01258","FHGKKJNF_03071","LBMEENEJ_04506"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"PGKCJFEA_02435","DNOEEKHJ_00410","CKPEMOEN_03230","ALLEBCBP_01250","NAPOKNNJ_00938","ICDMIJBP_00259","MNLBAKIA_00259","JJPGFOPI_03889","MGNDMLEC_02264","CBFLKJKM_01219","MAIOMPIG_00410","JLGLOGEO_00887","KMJDPIGG_01252","FHGKKJNF_04398","LBMEENEJ_04587"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"PGKCJFEA_02443","DNOEEKHJ_00402","CKPEMOEN_01223","ALLEBCBP_01242","NAPOKNNJ_00946","ICDMIJBP_00267","MNLBAKIA_00267","JJPGFOPI_02265","MGNDMLEC_02272","CBFLKJKM_01211","MAIOMPIG_00402","JLGLOGEO_00879","KMJDPIGG_01244","FHGKKJNF_01267","LBMEENEJ_00003"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"PGKCJFEA_02451","DNOEEKHJ_00394","CKPEMOEN_01215","ALLEBCBP_01234","NAPOKNNJ_00954","ICDMIJBP_00275","MNLBAKIA_00275","JJPGFOPI_02273","MGNDMLEC_02280","CBFLKJKM_01203","MAIOMPIG_00394","JLGLOGEO_00871","KMJDPIGG_01236","FHGKKJNF_01276","LBMEENEJ_00011"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"PGKCJFEA_02452","DNOEEKHJ_00393","CKPEMOEN_01214","ALLEBCBP_01233","NAPOKNNJ_00955","ICDMIJBP_00276","MNLBAKIA_00276","JJPGFOPI_02274","MGNDMLEC_02281","CBFLKJKM_01202","MAIOMPIG_00393","JLGLOGEO_00870","KMJDPIGG_01235","FHGKKJNF_01277","LBMEENEJ_00012"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"PGKCJFEA_02468","DNOEEKHJ_00377","CKPEMOEN_01198","ALLEBCBP_01217","NAPOKNNJ_00971","ICDMIJBP_00292","MNLBAKIA_00292","JJPGFOPI_02290","MGNDMLEC_02297","CBFLKJKM_01186","MAIOMPIG_00377","JLGLOGEO_00854","KMJDPIGG_01219","FHGKKJNF_01293","LBMEENEJ_00028"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"PGKCJFEA_02477","DNOEEKHJ_00368","CKPEMOEN_01189","ALLEBCBP_01207","NAPOKNNJ_00980","ICDMIJBP_00301","MNLBAKIA_00302","JJPGFOPI_02299","MGNDMLEC_02306","CBFLKJKM_01177","MAIOMPIG_00368","JLGLOGEO_00845","KMJDPIGG_01210","FHGKKJNF_01302","LBMEENEJ_00037"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"PGKCJFEA_02478","DNOEEKHJ_00367","CKPEMOEN_01188","ALLEBCBP_01206","NAPOKNNJ_00981","ICDMIJBP_00302","MNLBAKIA_00303","JJPGFOPI_02300","MGNDMLEC_02307","CBFLKJKM_01176","MAIOMPIG_00367","JLGLOGEO_00844","KMJDPIGG_01209","FHGKKJNF_01303","LBMEENEJ_00038"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"PGKCJFEA_02484","DNOEEKHJ_00361","CKPEMOEN_01182","ALLEBCBP_01200","NAPOKNNJ_00987","ICDMIJBP_00308","MNLBAKIA_00309","JJPGFOPI_02306","MGNDMLEC_02313","CBFLKJKM_01170","MAIOMPIG_00361","JLGLOGEO_00838","KMJDPIGG_01203","FHGKKJNF_01309","LBMEENEJ_00044"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"PGKCJFEA_04286","DNOEEKHJ_00349","CKPEMOEN_01170","ALLEBCBP_01188","NAPOKNNJ_00999","ICDMIJBP_00320","MNLBAKIA_00321","JJPGFOPI_02318","MGNDMLEC_02325","CBFLKJKM_01158","MAIOMPIG_00349","JLGLOGEO_00826","KMJDPIGG_01191","FHGKKJNF_01321","LBMEENEJ_00056"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"PGKCJFEA_04269","DNOEEKHJ_00332","CKPEMOEN_01153","ALLEBCBP_01171","NAPOKNNJ_01016","ICDMIJBP_00337","MNLBAKIA_00338","JJPGFOPI_02335","MGNDMLEC_02342","CBFLKJKM_01141","MAIOMPIG_00332","JLGLOGEO_00809","KMJDPIGG_01174","FHGKKJNF_04281","LBMEENEJ_00073"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"PGKCJFEA_04267","DNOEEKHJ_00330","CKPEMOEN_01151","ALLEBCBP_01169","NAPOKNNJ_01018","ICDMIJBP_00339","MNLBAKIA_00340","JJPGFOPI_02337","MGNDMLEC_02344","CBFLKJKM_01139","MAIOMPIG_00330","JLGLOGEO_00807","KMJDPIGG_01172","FHGKKJNF_04283","LBMEENEJ_00075"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"PGKCJFEA_00750","DNOEEKHJ_00190","CKPEMOEN_01011","ALLEBCBP_02915","NAPOKNNJ_01158","ICDMIJBP_00479","MNLBAKIA_00480","JJPGFOPI_00758","MGNDMLEC_02535","CBFLKJKM_02633","MAIOMPIG_00190","JLGLOGEO_04191","KMJDPIGG_01032","FHGKKJNF_03272","LBMEENEJ_00215"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"PGKCJFEA_00751","DNOEEKHJ_00189","CKPEMOEN_01010","ALLEBCBP_02914","NAPOKNNJ_01159","ICDMIJBP_00480","MNLBAKIA_00481","JJPGFOPI_00757","MGNDMLEC_02534","CBFLKJKM_02634","MAIOMPIG_00189","JLGLOGEO_04190","KMJDPIGG_01031","FHGKKJNF_03273","LBMEENEJ_00216"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"PGKCJFEA_00753","DNOEEKHJ_00187","CKPEMOEN_01008","ALLEBCBP_02912","NAPOKNNJ_01161","ICDMIJBP_00482","MNLBAKIA_00483","JJPGFOPI_00755","MGNDMLEC_02532","CBFLKJKM_02636","MAIOMPIG_00187","JLGLOGEO_04188","KMJDPIGG_01029","FHGKKJNF_03275","LBMEENEJ_00218"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"PGKCJFEA_00760","DNOEEKHJ_00180","CKPEMOEN_01001","ALLEBCBP_02905","NAPOKNNJ_01168","ICDMIJBP_00489","MNLBAKIA_00490","JJPGFOPI_00748","MGNDMLEC_02525","CBFLKJKM_02643","MAIOMPIG_00180","JLGLOGEO_04443","KMJDPIGG_01022","FHGKKJNF_03841","LBMEENEJ_00225"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"PGKCJFEA_00766","DNOEEKHJ_00174","CKPEMOEN_00995","ALLEBCBP_02899","NAPOKNNJ_01174","ICDMIJBP_00495","MNLBAKIA_00496","JJPGFOPI_00742","MGNDMLEC_02519","CBFLKJKM_02649","MAIOMPIG_00174","JLGLOGEO_04437","KMJDPIGG_01016","FHGKKJNF_03835","LBMEENEJ_00231"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"PGKCJFEA_00773","DNOEEKHJ_00167","CKPEMOEN_00988","ALLEBCBP_02892","NAPOKNNJ_01181","ICDMIJBP_00502","MNLBAKIA_00503","JJPGFOPI_00735","MGNDMLEC_02512","CBFLKJKM_02656","MAIOMPIG_00167","JLGLOGEO_04430","KMJDPIGG_01009","FHGKKJNF_03828","LBMEENEJ_00238"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"PGKCJFEA_00774","DNOEEKHJ_00166","CKPEMOEN_00987","ALLEBCBP_02891","NAPOKNNJ_01182","ICDMIJBP_00503","MNLBAKIA_00504","JJPGFOPI_00734","MGNDMLEC_02511","CBFLKJKM_02657","MAIOMPIG_00166","JLGLOGEO_04429","KMJDPIGG_01008","FHGKKJNF_03827","LBMEENEJ_00239"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"PGKCJFEA_00783","DNOEEKHJ_00157","CKPEMOEN_00978","ALLEBCBP_02882","NAPOKNNJ_01191","ICDMIJBP_00512","MNLBAKIA_00513","JJPGFOPI_00725","MGNDMLEC_02502","CBFLKJKM_02666","MAIOMPIG_00157","JLGLOGEO_03889","KMJDPIGG_00999","FHGKKJNF_03661","LBMEENEJ_00248"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"PGKCJFEA_00802","DNOEEKHJ_00138","CKPEMOEN_00959","ALLEBCBP_02863","NAPOKNNJ_01210","ICDMIJBP_00531","MNLBAKIA_00532","JJPGFOPI_00706","MGNDMLEC_02483","CBFLKJKM_02685","MAIOMPIG_00138","JLGLOGEO_03908","KMJDPIGG_00980","FHGKKJNF_03680","LBMEENEJ_00267"
