"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28262169","SRR14766389","SRR10257879","SRR1299304","NDSU1","SRR28323368","SRR3000888","SRR9016907","SRR14766457","SRR14766402","SRR14766350","SRR19512134","NDSU22","SRR3037436","SRR27779118"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"ANCOLAMI_00184","JNEDFIJH_00691","OBCHFKCE_01370","NEANDPFB_00188","GEPIEMCB_00560","FCMCIBEK_00561","HAJGLMEJ_03144","BONMBINM_00887","GIBMOCCN_00507","IEMKGCAE_01874","KNJLKBEO_01749","NHCEEELK_03293","DLEGJOHP_00560","PEJBPJLM_02918","KJDDDPDM_00183"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"ANCOLAMI_00181","JNEDFIJH_00688","OBCHFKCE_01367","NEANDPFB_00185","GEPIEMCB_00563","FCMCIBEK_00564","HAJGLMEJ_03147","BONMBINM_00890","GIBMOCCN_00510","IEMKGCAE_01877","KNJLKBEO_01752","NHCEEELK_03290","DLEGJOHP_00563","PEJBPJLM_02915","KJDDDPDM_00180"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"ANCOLAMI_00180","JNEDFIJH_00687","OBCHFKCE_01366","NEANDPFB_00184","GEPIEMCB_00564","FCMCIBEK_00565","HAJGLMEJ_03148","BONMBINM_00891","GIBMOCCN_00511","IEMKGCAE_01878","KNJLKBEO_01753","NHCEEELK_03289","DLEGJOHP_00564","PEJBPJLM_02914","KJDDDPDM_00179"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"ANCOLAMI_00177","JNEDFIJH_00684","OBCHFKCE_01363","NEANDPFB_00181","GEPIEMCB_00567","FCMCIBEK_00568","HAJGLMEJ_03151","BONMBINM_00894","GIBMOCCN_00514","IEMKGCAE_01881","KNJLKBEO_01756","NHCEEELK_03286","DLEGJOHP_00567","PEJBPJLM_02911","KJDDDPDM_00176"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"ANCOLAMI_00176","JNEDFIJH_00683","OBCHFKCE_01362","NEANDPFB_00180","GEPIEMCB_00568","FCMCIBEK_00569","HAJGLMEJ_03152","BONMBINM_00895","GIBMOCCN_00515","IEMKGCAE_01882","KNJLKBEO_01757","NHCEEELK_03285","DLEGJOHP_00568","PEJBPJLM_02910","KJDDDPDM_00175"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"ANCOLAMI_00173","JNEDFIJH_00680","OBCHFKCE_01359","NEANDPFB_00177","GEPIEMCB_00571","FCMCIBEK_00572","HAJGLMEJ_03155","BONMBINM_00898","GIBMOCCN_00518","IEMKGCAE_01885","KNJLKBEO_01760","NHCEEELK_03282","DLEGJOHP_00571","PEJBPJLM_02907","KJDDDPDM_00172"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"ANCOLAMI_00166","JNEDFIJH_00673","OBCHFKCE_01352","NEANDPFB_00170","GEPIEMCB_00578","FCMCIBEK_00579","HAJGLMEJ_03162","BONMBINM_00905","GIBMOCCN_00525","IEMKGCAE_01892","KNJLKBEO_01767","NHCEEELK_03275","DLEGJOHP_00578","PEJBPJLM_02900","KJDDDPDM_00165"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"ANCOLAMI_00152","JNEDFIJH_00659","OBCHFKCE_01338","NEANDPFB_00156","GEPIEMCB_00592","FCMCIBEK_00593","HAJGLMEJ_03176","BONMBINM_00919","GIBMOCCN_00539","IEMKGCAE_01906","KNJLKBEO_01781","NHCEEELK_03261","DLEGJOHP_00592","PEJBPJLM_02886","KJDDDPDM_00151"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"ANCOLAMI_00122","JNEDFIJH_03691","OBCHFKCE_04260","NEANDPFB_00125","GEPIEMCB_00622","FCMCIBEK_00623","HAJGLMEJ_02462","BONMBINM_00949","GIBMOCCN_00569","IEMKGCAE_01936","KNJLKBEO_04539","NHCEEELK_03231","DLEGJOHP_00622","PEJBPJLM_02856","KJDDDPDM_00121"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"ANCOLAMI_00120","JNEDFIJH_03693","OBCHFKCE_04258","NEANDPFB_00123","GEPIEMCB_00624","FCMCIBEK_00625","HAJGLMEJ_02464","BONMBINM_00951","GIBMOCCN_00571","IEMKGCAE_01938","KNJLKBEO_04537","NHCEEELK_03229","DLEGJOHP_00624","PEJBPJLM_02854","KJDDDPDM_00119"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"ANCOLAMI_00091","JNEDFIJH_01374","OBCHFKCE_02960","NEANDPFB_00094","GEPIEMCB_00653","FCMCIBEK_00654","HAJGLMEJ_02493","BONMBINM_00980","GIBMOCCN_00600","IEMKGCAE_01967","KNJLKBEO_03516","NHCEEELK_03200","DLEGJOHP_00653","PEJBPJLM_02825","KJDDDPDM_00090"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"ANCOLAMI_00079","JNEDFIJH_01362","OBCHFKCE_02972","NEANDPFB_00082","GEPIEMCB_00665","FCMCIBEK_00666","HAJGLMEJ_02505","BONMBINM_00992","GIBMOCCN_00612","IEMKGCAE_01979","KNJLKBEO_03504","NHCEEELK_03188","DLEGJOHP_00665","PEJBPJLM_02813","KJDDDPDM_00078"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"ANCOLAMI_00060","JNEDFIJH_01343","OBCHFKCE_02991","NEANDPFB_00063","GEPIEMCB_00684","FCMCIBEK_00685","HAJGLMEJ_02524","BONMBINM_01011","GIBMOCCN_00631","IEMKGCAE_01998","KNJLKBEO_03485","NHCEEELK_03168","DLEGJOHP_00684","PEJBPJLM_02794","KJDDDPDM_00059"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"ANCOLAMI_00031","JNEDFIJH_01314","OBCHFKCE_03020","NEANDPFB_00034","GEPIEMCB_00713","FCMCIBEK_00714","HAJGLMEJ_02553","BONMBINM_01040","GIBMOCCN_00660","IEMKGCAE_02027","KNJLKBEO_03456","NHCEEELK_03139","DLEGJOHP_00713","PEJBPJLM_02765","KJDDDPDM_00030"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"ANCOLAMI_00025","JNEDFIJH_01308","OBCHFKCE_03026","NEANDPFB_00028","GEPIEMCB_00719","FCMCIBEK_00720","HAJGLMEJ_02559","BONMBINM_01046","GIBMOCCN_00666","IEMKGCAE_02033","KNJLKBEO_03450","NHCEEELK_03133","DLEGJOHP_00719","PEJBPJLM_02759","KJDDDPDM_00024"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"ANCOLAMI_00023","JNEDFIJH_01306","OBCHFKCE_03028","NEANDPFB_00026","GEPIEMCB_00721","FCMCIBEK_00722","HAJGLMEJ_02561","BONMBINM_01048","GIBMOCCN_00668","IEMKGCAE_02035","KNJLKBEO_03448","NHCEEELK_03131","DLEGJOHP_00721","PEJBPJLM_02757","KJDDDPDM_00022"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"ANCOLAMI_00005","JNEDFIJH_04513","OBCHFKCE_03046","NEANDPFB_00008","GEPIEMCB_00739","FCMCIBEK_00740","HAJGLMEJ_02579","BONMBINM_04647","GIBMOCCN_00686","IEMKGCAE_02053","KNJLKBEO_04630","NHCEEELK_03113","DLEGJOHP_00739","PEJBPJLM_02739","KJDDDPDM_00004"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"ANCOLAMI_00762","JNEDFIJH_00448","OBCHFKCE_00906","NEANDPFB_01915","GEPIEMCB_00763","FCMCIBEK_04458","HAJGLMEJ_01795","BONMBINM_03355","GIBMOCCN_03941","IEMKGCAE_00020","KNJLKBEO_04475","NHCEEELK_00649","DLEGJOHP_00766","PEJBPJLM_00650","KJDDDPDM_04235"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"ANCOLAMI_00764","JNEDFIJH_00446","OBCHFKCE_00908","NEANDPFB_01913","GEPIEMCB_00765","FCMCIBEK_04460","HAJGLMEJ_01793","BONMBINM_03357","GIBMOCCN_03943","IEMKGCAE_00022","KNJLKBEO_04473","NHCEEELK_00647","DLEGJOHP_00768","PEJBPJLM_00648","KJDDDPDM_04237"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"ANCOLAMI_00786","JNEDFIJH_00424","OBCHFKCE_00930","NEANDPFB_01891","GEPIEMCB_00787","FCMCIBEK_01369","HAJGLMEJ_01771","BONMBINM_03379","GIBMOCCN_01975","IEMKGCAE_00044","KNJLKBEO_01577","NHCEEELK_00625","DLEGJOHP_00790","PEJBPJLM_00626","KJDDDPDM_04259"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"ANCOLAMI_00797","JNEDFIJH_00413","OBCHFKCE_00941","NEANDPFB_01880","GEPIEMCB_00798","FCMCIBEK_01358","HAJGLMEJ_01760","BONMBINM_03390","GIBMOCCN_01964","IEMKGCAE_00055","KNJLKBEO_01566","NHCEEELK_00614","DLEGJOHP_00801","PEJBPJLM_00615","KJDDDPDM_04270"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"ANCOLAMI_00799","JNEDFIJH_00411","OBCHFKCE_00943","NEANDPFB_01878","GEPIEMCB_00800","FCMCIBEK_01356","HAJGLMEJ_01758","BONMBINM_03392","GIBMOCCN_01962","IEMKGCAE_00057","KNJLKBEO_01564","NHCEEELK_00612","DLEGJOHP_00803","PEJBPJLM_00613","KJDDDPDM_04272"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"ANCOLAMI_00816","JNEDFIJH_00394","OBCHFKCE_00960","NEANDPFB_01861","GEPIEMCB_00817","FCMCIBEK_01339","HAJGLMEJ_01741","BONMBINM_03409","GIBMOCCN_01945","IEMKGCAE_00074","KNJLKBEO_01547","NHCEEELK_00595","DLEGJOHP_00820","PEJBPJLM_00596","KJDDDPDM_01336"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"ANCOLAMI_00830","JNEDFIJH_00380","OBCHFKCE_00974","NEANDPFB_01847","GEPIEMCB_00831","FCMCIBEK_01325","HAJGLMEJ_01727","BONMBINM_03423","GIBMOCCN_01931","IEMKGCAE_00088","KNJLKBEO_01533","NHCEEELK_00581","DLEGJOHP_00834","PEJBPJLM_00582","KJDDDPDM_01322"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"ANCOLAMI_00832","JNEDFIJH_00378","OBCHFKCE_00976","NEANDPFB_01845","GEPIEMCB_00833","FCMCIBEK_01323","HAJGLMEJ_01725","BONMBINM_03425","GIBMOCCN_01929","IEMKGCAE_00090","KNJLKBEO_01531","NHCEEELK_00579","DLEGJOHP_00836","PEJBPJLM_00580","KJDDDPDM_01320"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"ANCOLAMI_00834","JNEDFIJH_00376","OBCHFKCE_00978","NEANDPFB_01843","GEPIEMCB_00835","FCMCIBEK_01321","HAJGLMEJ_01723","BONMBINM_03427","GIBMOCCN_01927","IEMKGCAE_00092","KNJLKBEO_01529","NHCEEELK_00577","DLEGJOHP_00838","PEJBPJLM_00578","KJDDDPDM_01318"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"ANCOLAMI_00845","JNEDFIJH_00365","OBCHFKCE_00989","NEANDPFB_01832","GEPIEMCB_00846","FCMCIBEK_01310","HAJGLMEJ_01712","BONMBINM_03438","GIBMOCCN_01916","IEMKGCAE_00103","KNJLKBEO_01518","NHCEEELK_00566","DLEGJOHP_00849","PEJBPJLM_00567","KJDDDPDM_01307"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"ANCOLAMI_00848","JNEDFIJH_00362","OBCHFKCE_00992","NEANDPFB_01829","GEPIEMCB_00849","FCMCIBEK_01307","HAJGLMEJ_01709","BONMBINM_03441","GIBMOCCN_01913","IEMKGCAE_00106","KNJLKBEO_01515","NHCEEELK_00563","DLEGJOHP_00852","PEJBPJLM_00564","KJDDDPDM_01304"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"ANCOLAMI_00853","JNEDFIJH_00357","OBCHFKCE_00997","NEANDPFB_01824","GEPIEMCB_00854","FCMCIBEK_01302","HAJGLMEJ_01704","BONMBINM_03446","GIBMOCCN_01908","IEMKGCAE_00111","KNJLKBEO_01510","NHCEEELK_00558","DLEGJOHP_00857","PEJBPJLM_00559","KJDDDPDM_01299"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"ANCOLAMI_00854","JNEDFIJH_00356","OBCHFKCE_00998","NEANDPFB_01823","GEPIEMCB_00855","FCMCIBEK_01301","HAJGLMEJ_01703","BONMBINM_03447","GIBMOCCN_01907","IEMKGCAE_00112","KNJLKBEO_01509","NHCEEELK_00557","DLEGJOHP_00858","PEJBPJLM_00558","KJDDDPDM_01298"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"ANCOLAMI_00855","JNEDFIJH_00355","OBCHFKCE_00999","NEANDPFB_01822","GEPIEMCB_00856","FCMCIBEK_01300","HAJGLMEJ_01702","BONMBINM_03448","GIBMOCCN_01906","IEMKGCAE_00113","KNJLKBEO_01508","NHCEEELK_00556","DLEGJOHP_00859","PEJBPJLM_00557","KJDDDPDM_01297"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"ANCOLAMI_00856","JNEDFIJH_00354","OBCHFKCE_01000","NEANDPFB_01821","GEPIEMCB_00857","FCMCIBEK_01299","HAJGLMEJ_01701","BONMBINM_03449","GIBMOCCN_01905","IEMKGCAE_00114","KNJLKBEO_01507","NHCEEELK_00555","DLEGJOHP_00860","PEJBPJLM_00556","KJDDDPDM_01296"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"ANCOLAMI_00859","JNEDFIJH_00351","OBCHFKCE_01003","NEANDPFB_01818","GEPIEMCB_00860","FCMCIBEK_01296","HAJGLMEJ_01698","BONMBINM_03452","GIBMOCCN_01902","IEMKGCAE_00117","KNJLKBEO_01504","NHCEEELK_00552","DLEGJOHP_00863","PEJBPJLM_00553","KJDDDPDM_01293"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"ANCOLAMI_00861","JNEDFIJH_00349","OBCHFKCE_01005","NEANDPFB_01816","GEPIEMCB_00862","FCMCIBEK_01294","HAJGLMEJ_01696","BONMBINM_03454","GIBMOCCN_01900","IEMKGCAE_00119","KNJLKBEO_01502","NHCEEELK_00550","DLEGJOHP_00865","PEJBPJLM_00551","KJDDDPDM_01291"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"ANCOLAMI_00868","JNEDFIJH_00342","OBCHFKCE_01012","NEANDPFB_01809","GEPIEMCB_00869","FCMCIBEK_01287","HAJGLMEJ_01689","BONMBINM_03461","GIBMOCCN_01893","IEMKGCAE_00126","KNJLKBEO_01495","NHCEEELK_00543","DLEGJOHP_00872","PEJBPJLM_00544","KJDDDPDM_01284"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"ANCOLAMI_00872","JNEDFIJH_00338","OBCHFKCE_01016","NEANDPFB_01805","GEPIEMCB_00873","FCMCIBEK_01283","HAJGLMEJ_01685","BONMBINM_01806","GIBMOCCN_01889","IEMKGCAE_00130","KNJLKBEO_01491","NHCEEELK_00539","DLEGJOHP_00876","PEJBPJLM_00540","KJDDDPDM_01280"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"ANCOLAMI_00984","JNEDFIJH_00226","OBCHFKCE_01128","NEANDPFB_01693","GEPIEMCB_00985","FCMCIBEK_01171","HAJGLMEJ_01573","BONMBINM_01694","GIBMOCCN_01777","IEMKGCAE_00244","KNJLKBEO_01379","NHCEEELK_00427","DLEGJOHP_00988","PEJBPJLM_00428","KJDDDPDM_01168"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"ANCOLAMI_00995","JNEDFIJH_00215","OBCHFKCE_01139","NEANDPFB_01682","GEPIEMCB_00996","FCMCIBEK_01160","HAJGLMEJ_01562","BONMBINM_01683","GIBMOCCN_01766","IEMKGCAE_00255","KNJLKBEO_01368","NHCEEELK_00416","DLEGJOHP_00999","PEJBPJLM_00417","KJDDDPDM_01157"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"ANCOLAMI_01001","JNEDFIJH_04454","OBCHFKCE_01145","NEANDPFB_01675","GEPIEMCB_01002","FCMCIBEK_01154","HAJGLMEJ_00005","BONMBINM_01677","GIBMOCCN_01760","IEMKGCAE_00261","KNJLKBEO_01362","NHCEEELK_00410","DLEGJOHP_01005","PEJBPJLM_00411","KJDDDPDM_01151"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"ANCOLAMI_01009","JNEDFIJH_01726","OBCHFKCE_01153","NEANDPFB_01667","GEPIEMCB_01010","FCMCIBEK_01146","HAJGLMEJ_00013","BONMBINM_01669","GIBMOCCN_01980","IEMKGCAE_00269","KNJLKBEO_02551","NHCEEELK_00402","DLEGJOHP_01013","PEJBPJLM_00403","KJDDDPDM_01143"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"ANCOLAMI_01017","JNEDFIJH_01718","OBCHFKCE_01161","NEANDPFB_01659","GEPIEMCB_01018","FCMCIBEK_01138","HAJGLMEJ_00021","BONMBINM_01661","GIBMOCCN_01988","IEMKGCAE_00277","KNJLKBEO_02559","NHCEEELK_00394","DLEGJOHP_01021","PEJBPJLM_00395","KJDDDPDM_01135"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"ANCOLAMI_01018","JNEDFIJH_01717","OBCHFKCE_01162","NEANDPFB_01658","GEPIEMCB_01019","FCMCIBEK_01137","HAJGLMEJ_00022","BONMBINM_01660","GIBMOCCN_01989","IEMKGCAE_00278","KNJLKBEO_02560","NHCEEELK_00393","DLEGJOHP_01022","PEJBPJLM_00394","KJDDDPDM_01134"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"ANCOLAMI_01034","JNEDFIJH_01701","OBCHFKCE_01178","NEANDPFB_01642","GEPIEMCB_01035","FCMCIBEK_01121","HAJGLMEJ_00038","BONMBINM_01644","GIBMOCCN_02005","IEMKGCAE_00294","KNJLKBEO_02576","NHCEEELK_00377","DLEGJOHP_01038","PEJBPJLM_00378","KJDDDPDM_01118"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"ANCOLAMI_01043","JNEDFIJH_01692","OBCHFKCE_01187","NEANDPFB_01633","GEPIEMCB_01044","FCMCIBEK_01112","HAJGLMEJ_00047","BONMBINM_01635","GIBMOCCN_02015","IEMKGCAE_00303","KNJLKBEO_02585","NHCEEELK_00368","DLEGJOHP_01047","PEJBPJLM_00369","KJDDDPDM_01109"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"ANCOLAMI_01044","JNEDFIJH_01691","OBCHFKCE_01188","NEANDPFB_01632","GEPIEMCB_01045","FCMCIBEK_01111","HAJGLMEJ_00048","BONMBINM_01634","GIBMOCCN_02016","IEMKGCAE_00304","KNJLKBEO_02586","NHCEEELK_00367","DLEGJOHP_01048","PEJBPJLM_00368","KJDDDPDM_01108"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"ANCOLAMI_01050","JNEDFIJH_01685","OBCHFKCE_01194","NEANDPFB_01626","GEPIEMCB_01051","FCMCIBEK_01105","HAJGLMEJ_00054","BONMBINM_01628","GIBMOCCN_02022","IEMKGCAE_00310","KNJLKBEO_02592","NHCEEELK_00361","DLEGJOHP_01054","PEJBPJLM_00362","KJDDDPDM_01102"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"ANCOLAMI_01062","JNEDFIJH_01673","OBCHFKCE_01206","NEANDPFB_01614","GEPIEMCB_01063","FCMCIBEK_01093","HAJGLMEJ_00066","BONMBINM_01616","GIBMOCCN_02034","IEMKGCAE_00322","KNJLKBEO_02604","NHCEEELK_00349","DLEGJOHP_01066","PEJBPJLM_00350","KJDDDPDM_01090"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"ANCOLAMI_01079","JNEDFIJH_01656","OBCHFKCE_01223","NEANDPFB_01597","GEPIEMCB_01080","FCMCIBEK_01076","HAJGLMEJ_00083","BONMBINM_01599","GIBMOCCN_02051","IEMKGCAE_00339","KNJLKBEO_02621","NHCEEELK_00332","DLEGJOHP_01083","PEJBPJLM_00333","KJDDDPDM_01073"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"ANCOLAMI_01081","JNEDFIJH_01654","OBCHFKCE_01225","NEANDPFB_01595","GEPIEMCB_01082","FCMCIBEK_01074","HAJGLMEJ_00085","BONMBINM_01597","GIBMOCCN_02053","IEMKGCAE_00341","KNJLKBEO_02623","NHCEEELK_00330","DLEGJOHP_01085","PEJBPJLM_00331","KJDDDPDM_01071"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"ANCOLAMI_01221","JNEDFIJH_04491","OBCHFKCE_04614","NEANDPFB_01455","GEPIEMCB_01222","FCMCIBEK_00934","HAJGLMEJ_00225","BONMBINM_00602","GIBMOCCN_01725","IEMKGCAE_00481","KNJLKBEO_02885","NHCEEELK_00190","DLEGJOHP_01225","PEJBPJLM_00191","KJDDDPDM_00931"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"ANCOLAMI_01222","JNEDFIJH_04492","OBCHFKCE_04613","NEANDPFB_01454","GEPIEMCB_01223","FCMCIBEK_00933","HAJGLMEJ_00226","BONMBINM_00601","GIBMOCCN_01724","IEMKGCAE_00482","KNJLKBEO_02884","NHCEEELK_00189","DLEGJOHP_01226","PEJBPJLM_00190","KJDDDPDM_00930"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"ANCOLAMI_01224","JNEDFIJH_04494","OBCHFKCE_04611","NEANDPFB_01452","GEPIEMCB_01225","FCMCIBEK_00931","HAJGLMEJ_00228","BONMBINM_00599","GIBMOCCN_01722","IEMKGCAE_00484","KNJLKBEO_02882","NHCEEELK_00187","DLEGJOHP_01228","PEJBPJLM_00188","KJDDDPDM_00928"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"ANCOLAMI_01231","JNEDFIJH_02924","OBCHFKCE_03885","NEANDPFB_01445","GEPIEMCB_01232","FCMCIBEK_00924","HAJGLMEJ_00235","BONMBINM_00592","GIBMOCCN_01715","IEMKGCAE_00491","KNJLKBEO_02875","NHCEEELK_00180","DLEGJOHP_01235","PEJBPJLM_00181","KJDDDPDM_00921"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"ANCOLAMI_01237","JNEDFIJH_02930","OBCHFKCE_03879","NEANDPFB_01439","GEPIEMCB_01238","FCMCIBEK_00918","HAJGLMEJ_00241","BONMBINM_00586","GIBMOCCN_01709","IEMKGCAE_00497","KNJLKBEO_02869","NHCEEELK_00174","DLEGJOHP_01241","PEJBPJLM_00175","KJDDDPDM_00915"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"ANCOLAMI_01244","JNEDFIJH_02937","OBCHFKCE_03872","NEANDPFB_01432","GEPIEMCB_01245","FCMCIBEK_00911","HAJGLMEJ_00248","BONMBINM_00579","GIBMOCCN_01702","IEMKGCAE_00504","KNJLKBEO_02862","NHCEEELK_00167","DLEGJOHP_01248","PEJBPJLM_00168","KJDDDPDM_00908"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"ANCOLAMI_01245","JNEDFIJH_02938","OBCHFKCE_03871","NEANDPFB_01431","GEPIEMCB_01246","FCMCIBEK_00910","HAJGLMEJ_00249","BONMBINM_00578","GIBMOCCN_01701","IEMKGCAE_00505","KNJLKBEO_02861","NHCEEELK_00166","DLEGJOHP_01249","PEJBPJLM_00167","KJDDDPDM_00907"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"ANCOLAMI_01254","JNEDFIJH_02947","OBCHFKCE_03862","NEANDPFB_01422","GEPIEMCB_01255","FCMCIBEK_00901","HAJGLMEJ_00258","BONMBINM_00569","GIBMOCCN_01692","IEMKGCAE_00514","KNJLKBEO_02852","NHCEEELK_00157","DLEGJOHP_01258","PEJBPJLM_00158","KJDDDPDM_00898"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"ANCOLAMI_01273","JNEDFIJH_02966","OBCHFKCE_03843","NEANDPFB_01403","GEPIEMCB_01274","FCMCIBEK_00882","HAJGLMEJ_00277","BONMBINM_00550","GIBMOCCN_01673","IEMKGCAE_00533","KNJLKBEO_02833","NHCEEELK_00138","DLEGJOHP_01277","PEJBPJLM_00139","KJDDDPDM_00879"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"ANCOLAMI_01276","JNEDFIJH_02969","OBCHFKCE_03840","NEANDPFB_01400","GEPIEMCB_01277","FCMCIBEK_00879","HAJGLMEJ_00280","BONMBINM_00547","GIBMOCCN_01670","IEMKGCAE_00536","KNJLKBEO_02830","NHCEEELK_00135","DLEGJOHP_01280","PEJBPJLM_00136","KJDDDPDM_00876"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"ANCOLAMI_01277","JNEDFIJH_00844","OBCHFKCE_03839","NEANDPFB_01399","GEPIEMCB_01278","FCMCIBEK_00878","HAJGLMEJ_00281","BONMBINM_00546","GIBMOCCN_01669","IEMKGCAE_00537","KNJLKBEO_03098","NHCEEELK_00134","DLEGJOHP_01281","PEJBPJLM_00135","KJDDDPDM_00875"
