"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7010294","SRR5905016","SRR14766362","SRR18233382","SRR2911768","SRR14766451","SRR9017024","SRR14766433","SRR5905275","SRR14766368","SRR18233388","SRR1461785","NDSU16","SRR6308366","SRR14766393"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"FNDKDPDO_00641","BIBHBEME_00586","ADMPKBAP_02347","GMDHGEDP_00496","HFBCCMPJ_03093","JKFJINKE_01115","HFHLPAEB_02076","JOCLDNKJ_01337","MIPDHJCF_01655","DLDIJGFH_02521","ACOJFAEA_03169","JAFODMFN_04083","PJHKJHDN_00187","ABOIEABI_00951","FFKIDJGC_00893"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"FNDKDPDO_00644","BIBHBEME_00583","ADMPKBAP_02344","GMDHGEDP_00493","HFBCCMPJ_03090","JKFJINKE_01118","HFHLPAEB_02079","JOCLDNKJ_01334","MIPDHJCF_01658","DLDIJGFH_02518","ACOJFAEA_03172","JAFODMFN_04080","PJHKJHDN_00184","ABOIEABI_00948","FFKIDJGC_00890"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"FNDKDPDO_00645","BIBHBEME_00582","ADMPKBAP_02343","GMDHGEDP_00492","HFBCCMPJ_03089","JKFJINKE_01119","HFHLPAEB_02080","JOCLDNKJ_01333","MIPDHJCF_01659","DLDIJGFH_02517","ACOJFAEA_03173","JAFODMFN_04079","PJHKJHDN_00183","ABOIEABI_00947","FFKIDJGC_00889"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"FNDKDPDO_00648","BIBHBEME_00579","ADMPKBAP_02340","GMDHGEDP_00489","HFBCCMPJ_03086","JKFJINKE_01122","HFHLPAEB_02083","JOCLDNKJ_01330","MIPDHJCF_01662","DLDIJGFH_02514","ACOJFAEA_03176","JAFODMFN_04076","PJHKJHDN_00180","ABOIEABI_00944","FFKIDJGC_00886"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"FNDKDPDO_00649","BIBHBEME_00578","ADMPKBAP_02339","GMDHGEDP_00488","HFBCCMPJ_03085","JKFJINKE_01123","HFHLPAEB_02084","JOCLDNKJ_01329","MIPDHJCF_01663","DLDIJGFH_02513","ACOJFAEA_03177","JAFODMFN_04075","PJHKJHDN_00179","ABOIEABI_00943","FFKIDJGC_00885"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"FNDKDPDO_00652","BIBHBEME_00575","ADMPKBAP_02336","GMDHGEDP_00485","HFBCCMPJ_03082","JKFJINKE_01126","HFHLPAEB_02087","JOCLDNKJ_01326","MIPDHJCF_01666","DLDIJGFH_02510","ACOJFAEA_03180","JAFODMFN_04072","PJHKJHDN_00176","ABOIEABI_00940","FFKIDJGC_03641"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"FNDKDPDO_00659","BIBHBEME_00568","ADMPKBAP_02329","GMDHGEDP_00478","HFBCCMPJ_03074","JKFJINKE_01133","HFHLPAEB_02094","JOCLDNKJ_01319","MIPDHJCF_01673","DLDIJGFH_02503","ACOJFAEA_03187","JAFODMFN_04065","PJHKJHDN_00169","ABOIEABI_00933","FFKIDJGC_03648"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"FNDKDPDO_00673","BIBHBEME_00554","ADMPKBAP_02315","GMDHGEDP_00464","HFBCCMPJ_03060","JKFJINKE_01147","HFHLPAEB_02108","JOCLDNKJ_01305","MIPDHJCF_01687","DLDIJGFH_02489","ACOJFAEA_03201","JAFODMFN_04051","PJHKJHDN_00155","ABOIEABI_00919","FFKIDJGC_03662"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"FNDKDPDO_00703","BIBHBEME_04115","ADMPKBAP_02285","GMDHGEDP_00434","HFBCCMPJ_03705","JKFJINKE_04294","HFHLPAEB_02138","JOCLDNKJ_02546","MIPDHJCF_01717","DLDIJGFH_02459","ACOJFAEA_03231","JAFODMFN_04021","PJHKJHDN_00125","ABOIEABI_00889","FFKIDJGC_04187"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"FNDKDPDO_00705","BIBHBEME_04113","ADMPKBAP_02283","GMDHGEDP_00432","HFBCCMPJ_03707","JKFJINKE_04296","HFHLPAEB_02140","JOCLDNKJ_02548","MIPDHJCF_01719","DLDIJGFH_02457","ACOJFAEA_03233","JAFODMFN_04019","PJHKJHDN_00123","ABOIEABI_00887","FFKIDJGC_04185"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"FNDKDPDO_01858","BIBHBEME_01456","ADMPKBAP_02254","GMDHGEDP_00403","HFBCCMPJ_03736","JKFJINKE_03747","HFHLPAEB_02169","JOCLDNKJ_02577","MIPDHJCF_01748","DLDIJGFH_02428","ACOJFAEA_03262","JAFODMFN_03908","PJHKJHDN_00094","ABOIEABI_00858","FFKIDJGC_03680"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"FNDKDPDO_01870","BIBHBEME_01444","ADMPKBAP_02242","GMDHGEDP_00391","HFBCCMPJ_03117","JKFJINKE_04582","HFHLPAEB_02181","JOCLDNKJ_02589","MIPDHJCF_01760","DLDIJGFH_02416","ACOJFAEA_03274","JAFODMFN_03920","PJHKJHDN_00082","ABOIEABI_00846","FFKIDJGC_01120"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"FNDKDPDO_01889","BIBHBEME_01425","ADMPKBAP_02223","GMDHGEDP_00372","HFBCCMPJ_03136","JKFJINKE_03112","HFHLPAEB_02200","JOCLDNKJ_02608","MIPDHJCF_01779","DLDIJGFH_02397","ACOJFAEA_03293","JAFODMFN_03939","PJHKJHDN_00063","ABOIEABI_00827","FFKIDJGC_01139"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"FNDKDPDO_01918","BIBHBEME_01396","ADMPKBAP_02194","GMDHGEDP_00343","HFBCCMPJ_03165","JKFJINKE_03083","HFHLPAEB_02229","JOCLDNKJ_02637","MIPDHJCF_01808","DLDIJGFH_02368","ACOJFAEA_03322","JAFODMFN_03968","PJHKJHDN_00034","ABOIEABI_00798","FFKIDJGC_01168"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"FNDKDPDO_01924","BIBHBEME_01390","ADMPKBAP_02188","GMDHGEDP_00337","HFBCCMPJ_03171","JKFJINKE_04410","HFHLPAEB_02235","JOCLDNKJ_02643","MIPDHJCF_01814","DLDIJGFH_02362","ACOJFAEA_03328","JAFODMFN_03974","PJHKJHDN_00028","ABOIEABI_00792","FFKIDJGC_01174"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"FNDKDPDO_01926","BIBHBEME_01388","ADMPKBAP_02186","GMDHGEDP_00335","HFBCCMPJ_03173","JKFJINKE_04408","HFHLPAEB_02237","JOCLDNKJ_02645","MIPDHJCF_01816","DLDIJGFH_02360","ACOJFAEA_03330","JAFODMFN_03976","PJHKJHDN_00026","ABOIEABI_00790","FFKIDJGC_01176"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"FNDKDPDO_04516","BIBHBEME_04570","ADMPKBAP_04664","GMDHGEDP_04629","HFBCCMPJ_04566","JKFJINKE_04504","HFHLPAEB_02255","JOCLDNKJ_02663","MIPDHJCF_01834","DLDIJGFH_02342","ACOJFAEA_03348","JAFODMFN_03994","PJHKJHDN_00008","ABOIEABI_00772","FFKIDJGC_01194"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"FNDKDPDO_04111","BIBHBEME_03316","ADMPKBAP_00020","GMDHGEDP_01166","HFBCCMPJ_03672","JKFJINKE_04007","HFHLPAEB_04169","JOCLDNKJ_01063","MIPDHJCF_02424","DLDIJGFH_02007","ACOJFAEA_04422","JAFODMFN_00650","PJHKJHDN_00764","ABOIEABI_01930","FFKIDJGC_04387"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"FNDKDPDO_04113","BIBHBEME_03318","ADMPKBAP_00022","GMDHGEDP_01164","HFBCCMPJ_03674","JKFJINKE_04009","HFHLPAEB_04167","JOCLDNKJ_01061","MIPDHJCF_02426","DLDIJGFH_02009","ACOJFAEA_04420","JAFODMFN_00648","PJHKJHDN_00766","ABOIEABI_01932","FFKIDJGC_04596"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"FNDKDPDO_03656","BIBHBEME_03340","ADMPKBAP_00044","GMDHGEDP_01142","HFBCCMPJ_04572","JKFJINKE_03479","HFHLPAEB_04145","JOCLDNKJ_01039","MIPDHJCF_02448","DLDIJGFH_02031","ACOJFAEA_00625","JAFODMFN_00626","PJHKJHDN_00788","ABOIEABI_01954","FFKIDJGC_04316"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"FNDKDPDO_03645","BIBHBEME_04583","ADMPKBAP_00055","GMDHGEDP_01131","HFBCCMPJ_04470","JKFJINKE_03468","HFHLPAEB_04134","JOCLDNKJ_01028","MIPDHJCF_02459","DLDIJGFH_02042","ACOJFAEA_00614","JAFODMFN_00615","PJHKJHDN_00799","ABOIEABI_01965","FFKIDJGC_04327"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"FNDKDPDO_03643","BIBHBEME_04581","ADMPKBAP_00057","GMDHGEDP_01129","HFBCCMPJ_04472","JKFJINKE_03466","HFHLPAEB_04132","JOCLDNKJ_01026","MIPDHJCF_02461","DLDIJGFH_02044","ACOJFAEA_00612","JAFODMFN_00613","PJHKJHDN_00801","ABOIEABI_01967","FFKIDJGC_04329"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"FNDKDPDO_00201","BIBHBEME_03461","ADMPKBAP_00074","GMDHGEDP_01112","HFBCCMPJ_02144","JKFJINKE_00381","HFHLPAEB_04115","JOCLDNKJ_01009","MIPDHJCF_02478","DLDIJGFH_02061","ACOJFAEA_00595","JAFODMFN_00596","PJHKJHDN_00818","ABOIEABI_01984","FFKIDJGC_01553"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"FNDKDPDO_00215","BIBHBEME_03475","ADMPKBAP_00088","GMDHGEDP_01098","HFBCCMPJ_02130","JKFJINKE_00367","HFHLPAEB_03339","JOCLDNKJ_00995","MIPDHJCF_02492","DLDIJGFH_02075","ACOJFAEA_00581","JAFODMFN_00582","PJHKJHDN_00833","ABOIEABI_01998","FFKIDJGC_01567"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"FNDKDPDO_00217","BIBHBEME_03477","ADMPKBAP_00090","GMDHGEDP_01096","HFBCCMPJ_02128","JKFJINKE_00365","HFHLPAEB_03337","JOCLDNKJ_00993","MIPDHJCF_02494","DLDIJGFH_02077","ACOJFAEA_00579","JAFODMFN_00580","PJHKJHDN_00835","ABOIEABI_02000","FFKIDJGC_01569"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"FNDKDPDO_00219","BIBHBEME_03479","ADMPKBAP_00092","GMDHGEDP_01094","HFBCCMPJ_02126","JKFJINKE_00363","HFHLPAEB_03335","JOCLDNKJ_00991","MIPDHJCF_02496","DLDIJGFH_02079","ACOJFAEA_00577","JAFODMFN_00578","PJHKJHDN_00837","ABOIEABI_02002","FFKIDJGC_01571"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"FNDKDPDO_00230","BIBHBEME_03490","ADMPKBAP_00103","GMDHGEDP_01083","HFBCCMPJ_02115","JKFJINKE_00352","HFHLPAEB_03324","JOCLDNKJ_00980","MIPDHJCF_02507","DLDIJGFH_02090","ACOJFAEA_00566","JAFODMFN_00567","PJHKJHDN_00848","ABOIEABI_02013","FFKIDJGC_01582"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"FNDKDPDO_00233","BIBHBEME_03493","ADMPKBAP_00106","GMDHGEDP_01080","HFBCCMPJ_02112","JKFJINKE_00349","HFHLPAEB_03321","JOCLDNKJ_00977","MIPDHJCF_02510","DLDIJGFH_02093","ACOJFAEA_00563","JAFODMFN_00564","PJHKJHDN_00851","ABOIEABI_02016","FFKIDJGC_01585"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"FNDKDPDO_00238","BIBHBEME_02837","ADMPKBAP_00111","GMDHGEDP_01075","HFBCCMPJ_02107","JKFJINKE_00344","HFHLPAEB_03316","JOCLDNKJ_00972","MIPDHJCF_02515","DLDIJGFH_02098","ACOJFAEA_00558","JAFODMFN_00559","PJHKJHDN_00856","ABOIEABI_02021","FFKIDJGC_01590"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"FNDKDPDO_00239","BIBHBEME_02838","ADMPKBAP_00112","GMDHGEDP_01074","HFBCCMPJ_02106","JKFJINKE_00343","HFHLPAEB_03315","JOCLDNKJ_00971","MIPDHJCF_02516","DLDIJGFH_02099","ACOJFAEA_00557","JAFODMFN_00558","PJHKJHDN_00857","ABOIEABI_02022","FFKIDJGC_01591"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"FNDKDPDO_00240","BIBHBEME_02839","ADMPKBAP_00113","GMDHGEDP_01073","HFBCCMPJ_02105","JKFJINKE_00342","HFHLPAEB_03314","JOCLDNKJ_00970","MIPDHJCF_02517","DLDIJGFH_02100","ACOJFAEA_00556","JAFODMFN_00557","PJHKJHDN_00858","ABOIEABI_02023","FFKIDJGC_01592"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"FNDKDPDO_00241","BIBHBEME_02840","ADMPKBAP_00114","GMDHGEDP_01072","HFBCCMPJ_02104","JKFJINKE_00341","HFHLPAEB_03313","JOCLDNKJ_00969","MIPDHJCF_02518","DLDIJGFH_02101","ACOJFAEA_00555","JAFODMFN_00556","PJHKJHDN_00859","ABOIEABI_02024","FFKIDJGC_01593"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"FNDKDPDO_00244","BIBHBEME_02843","ADMPKBAP_00117","GMDHGEDP_01069","HFBCCMPJ_02101","JKFJINKE_00338","HFHLPAEB_03310","JOCLDNKJ_00966","MIPDHJCF_02521","DLDIJGFH_02104","ACOJFAEA_00552","JAFODMFN_00553","PJHKJHDN_00862","ABOIEABI_02027","FFKIDJGC_01596"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"FNDKDPDO_00246","BIBHBEME_02845","ADMPKBAP_00119","GMDHGEDP_01067","HFBCCMPJ_02099","JKFJINKE_00336","HFHLPAEB_03308","JOCLDNKJ_00964","MIPDHJCF_02523","DLDIJGFH_02106","ACOJFAEA_00550","JAFODMFN_00551","PJHKJHDN_00864","ABOIEABI_02029","FFKIDJGC_01598"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"FNDKDPDO_00253","BIBHBEME_02852","ADMPKBAP_00126","GMDHGEDP_01060","HFBCCMPJ_02092","JKFJINKE_00329","HFHLPAEB_03301","JOCLDNKJ_00957","MIPDHJCF_02530","DLDIJGFH_02113","ACOJFAEA_00543","JAFODMFN_00544","PJHKJHDN_00871","ABOIEABI_02036","FFKIDJGC_01605"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"FNDKDPDO_00257","BIBHBEME_02856","ADMPKBAP_00130","GMDHGEDP_01056","HFBCCMPJ_02088","JKFJINKE_00325","HFHLPAEB_03297","JOCLDNKJ_00953","MIPDHJCF_02534","DLDIJGFH_02117","ACOJFAEA_00539","JAFODMFN_00540","PJHKJHDN_00875","ABOIEABI_02040","FFKIDJGC_02642"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"FNDKDPDO_00369","BIBHBEME_02542","ADMPKBAP_00242","GMDHGEDP_00944","HFBCCMPJ_02694","JKFJINKE_00213","HFHLPAEB_03185","JOCLDNKJ_00841","MIPDHJCF_02646","DLDIJGFH_02229","ACOJFAEA_00427","JAFODMFN_00428","PJHKJHDN_00987","ABOIEABI_02150","FFKIDJGC_01335"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"FNDKDPDO_00380","BIBHBEME_02553","ADMPKBAP_00253","GMDHGEDP_00933","HFBCCMPJ_02683","JKFJINKE_00202","HFHLPAEB_03174","JOCLDNKJ_00830","MIPDHJCF_02657","DLDIJGFH_02240","ACOJFAEA_00416","JAFODMFN_00417","PJHKJHDN_00998","ABOIEABI_02161","FFKIDJGC_01346"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"FNDKDPDO_00386","BIBHBEME_04549","ADMPKBAP_00259","GMDHGEDP_04617","HFBCCMPJ_02677","JKFJINKE_04513","HFHLPAEB_03168","JOCLDNKJ_00824","MIPDHJCF_02663","DLDIJGFH_02246","ACOJFAEA_00410","JAFODMFN_00411","PJHKJHDN_01004","ABOIEABI_02167","FFKIDJGC_04491"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"FNDKDPDO_01942","BIBHBEME_01553","ADMPKBAP_00267","GMDHGEDP_03287","HFBCCMPJ_02512","JKFJINKE_00888","HFHLPAEB_01224","JOCLDNKJ_00816","MIPDHJCF_00409","DLDIJGFH_02254","ACOJFAEA_00402","JAFODMFN_00403","PJHKJHDN_01012","ABOIEABI_03369","FFKIDJGC_00639"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"FNDKDPDO_01950","BIBHBEME_01545","ADMPKBAP_00275","GMDHGEDP_03295","HFBCCMPJ_02504","JKFJINKE_00880","HFHLPAEB_01216","JOCLDNKJ_03529","MIPDHJCF_00417","DLDIJGFH_02262","ACOJFAEA_00394","JAFODMFN_00395","PJHKJHDN_01020","ABOIEABI_03377","FFKIDJGC_00647"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"FNDKDPDO_01951","BIBHBEME_01544","ADMPKBAP_00276","GMDHGEDP_03296","HFBCCMPJ_02503","JKFJINKE_00879","HFHLPAEB_01215","JOCLDNKJ_03530","MIPDHJCF_00418","DLDIJGFH_02263","ACOJFAEA_00393","JAFODMFN_00394","PJHKJHDN_01021","ABOIEABI_03378","FFKIDJGC_00648"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"FNDKDPDO_01967","BIBHBEME_01528","ADMPKBAP_00292","GMDHGEDP_03312","HFBCCMPJ_02487","JKFJINKE_00863","HFHLPAEB_01199","JOCLDNKJ_03546","MIPDHJCF_00434","DLDIJGFH_02279","ACOJFAEA_00377","JAFODMFN_00378","PJHKJHDN_01037","ABOIEABI_03394","FFKIDJGC_00664"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"FNDKDPDO_01976","BIBHBEME_01519","ADMPKBAP_00301","GMDHGEDP_03322","HFBCCMPJ_02476","JKFJINKE_00854","HFHLPAEB_01189","JOCLDNKJ_03555","MIPDHJCF_00443","DLDIJGFH_02288","ACOJFAEA_00368","JAFODMFN_00369","PJHKJHDN_01047","ABOIEABI_03404","FFKIDJGC_00673"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"FNDKDPDO_01977","BIBHBEME_01518","ADMPKBAP_00302","GMDHGEDP_03323","HFBCCMPJ_02475","JKFJINKE_00853","HFHLPAEB_01188","JOCLDNKJ_03556","MIPDHJCF_00444","DLDIJGFH_02289","ACOJFAEA_00367","JAFODMFN_00368","PJHKJHDN_01048","ABOIEABI_03405","FFKIDJGC_00674"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"FNDKDPDO_01983","BIBHBEME_01512","ADMPKBAP_00308","GMDHGEDP_03329","HFBCCMPJ_02469","JKFJINKE_00847","HFHLPAEB_01182","JOCLDNKJ_03562","MIPDHJCF_00450","DLDIJGFH_02295","ACOJFAEA_00361","JAFODMFN_00362","PJHKJHDN_01054","ABOIEABI_03411","FFKIDJGC_00680"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"FNDKDPDO_01995","BIBHBEME_01500","ADMPKBAP_00320","GMDHGEDP_03341","HFBCCMPJ_02457","JKFJINKE_00835","HFHLPAEB_01170","JOCLDNKJ_03574","MIPDHJCF_00462","DLDIJGFH_02307","ACOJFAEA_00349","JAFODMFN_00350","PJHKJHDN_01066","ABOIEABI_03423","FFKIDJGC_00692"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"FNDKDPDO_02012","BIBHBEME_01483","ADMPKBAP_00337","GMDHGEDP_03358","HFBCCMPJ_02440","JKFJINKE_00818","HFHLPAEB_01153","JOCLDNKJ_03591","MIPDHJCF_00479","DLDIJGFH_02324","ACOJFAEA_00332","JAFODMFN_00333","PJHKJHDN_01083","ABOIEABI_03440","FFKIDJGC_00709"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"FNDKDPDO_02014","BIBHBEME_01481","ADMPKBAP_00339","GMDHGEDP_03360","HFBCCMPJ_02438","JKFJINKE_00816","HFHLPAEB_01151","JOCLDNKJ_03593","MIPDHJCF_00481","DLDIJGFH_02326","ACOJFAEA_00330","JAFODMFN_00331","PJHKJHDN_01085","ABOIEABI_03442","FFKIDJGC_00711"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"FNDKDPDO_03702","BIBHBEME_02830","ADMPKBAP_00479","GMDHGEDP_00132","HFBCCMPJ_01820","JKFJINKE_01962","HFHLPAEB_01011","JOCLDNKJ_03893","MIPDHJCF_00621","DLDIJGFH_02864","ACOJFAEA_00190","JAFODMFN_00191","PJHKJHDN_01225","ABOIEABI_02607","FFKIDJGC_00877"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"FNDKDPDO_03703","BIBHBEME_02829","ADMPKBAP_00480","GMDHGEDP_00133","HFBCCMPJ_01819","JKFJINKE_01963","HFHLPAEB_01010","JOCLDNKJ_03892","MIPDHJCF_00622","DLDIJGFH_02863","ACOJFAEA_00189","JAFODMFN_00190","PJHKJHDN_01226","ABOIEABI_02606","FFKIDJGC_00878"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"FNDKDPDO_03705","BIBHBEME_02827","ADMPKBAP_00482","GMDHGEDP_00135","HFBCCMPJ_01817","JKFJINKE_01965","HFHLPAEB_01008","JOCLDNKJ_03890","MIPDHJCF_00624","DLDIJGFH_02861","ACOJFAEA_00187","JAFODMFN_00188","PJHKJHDN_01228","ABOIEABI_02604","FFKIDJGC_00880"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"FNDKDPDO_04069","BIBHBEME_02820","ADMPKBAP_00489","GMDHGEDP_00142","HFBCCMPJ_00887","JKFJINKE_01972","HFHLPAEB_01001","JOCLDNKJ_03883","MIPDHJCF_00631","DLDIJGFH_02854","ACOJFAEA_00180","JAFODMFN_00181","PJHKJHDN_01235","ABOIEABI_02597","FFKIDJGC_02844"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"FNDKDPDO_04075","BIBHBEME_02814","ADMPKBAP_00495","GMDHGEDP_00148","HFBCCMPJ_00881","JKFJINKE_01978","HFHLPAEB_00995","JOCLDNKJ_03877","MIPDHJCF_00637","DLDIJGFH_02848","ACOJFAEA_00174","JAFODMFN_00175","PJHKJHDN_01241","ABOIEABI_02591","FFKIDJGC_02850"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"FNDKDPDO_04082","BIBHBEME_02807","ADMPKBAP_00502","GMDHGEDP_00155","HFBCCMPJ_00874","JKFJINKE_01985","HFHLPAEB_00988","JOCLDNKJ_03870","MIPDHJCF_00644","DLDIJGFH_02841","ACOJFAEA_00167","JAFODMFN_00168","PJHKJHDN_01248","ABOIEABI_02584","FFKIDJGC_02857"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"FNDKDPDO_04083","BIBHBEME_02806","ADMPKBAP_00503","GMDHGEDP_00156","HFBCCMPJ_00873","JKFJINKE_01986","HFHLPAEB_00987","JOCLDNKJ_03869","MIPDHJCF_00645","DLDIJGFH_02840","ACOJFAEA_00166","JAFODMFN_00167","PJHKJHDN_01249","ABOIEABI_02583","FFKIDJGC_02858"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"FNDKDPDO_03017","BIBHBEME_02797","ADMPKBAP_00512","GMDHGEDP_00165","HFBCCMPJ_00864","JKFJINKE_02507","HFHLPAEB_00978","JOCLDNKJ_01952","MIPDHJCF_00654","DLDIJGFH_02831","ACOJFAEA_00157","JAFODMFN_00158","PJHKJHDN_01258","ABOIEABI_02574","FFKIDJGC_02867"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"FNDKDPDO_03036","BIBHBEME_02778","ADMPKBAP_00531","GMDHGEDP_00184","HFBCCMPJ_00845","JKFJINKE_02488","HFHLPAEB_00959","JOCLDNKJ_01971","MIPDHJCF_00673","DLDIJGFH_02812","ACOJFAEA_00138","JAFODMFN_00139","PJHKJHDN_01277","ABOIEABI_02555","FFKIDJGC_03348"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"FNDKDPDO_03039","BIBHBEME_02775","ADMPKBAP_00534","GMDHGEDP_00187","HFBCCMPJ_00842","JKFJINKE_02485","HFHLPAEB_00956","JOCLDNKJ_01974","MIPDHJCF_00676","DLDIJGFH_02809","ACOJFAEA_00135","JAFODMFN_00136","PJHKJHDN_01280","ABOIEABI_02552","FFKIDJGC_03345"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"FNDKDPDO_03040","BIBHBEME_02774","ADMPKBAP_00535","GMDHGEDP_00188","HFBCCMPJ_00841","JKFJINKE_02484","HFHLPAEB_00955","JOCLDNKJ_01975","MIPDHJCF_00677","DLDIJGFH_02808","ACOJFAEA_00134","JAFODMFN_00135","PJHKJHDN_01281","ABOIEABI_02551","FFKIDJGC_03344"
