"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU8","SRR13643357","SRR5905013","SRR5350414","SRR3000883","SRR16297813","SRR14766377","SRR14766364","SRR1556977","SRR28412144","NDSU12","SRR13641927","SRR19397116","SRR14766330","SRR14766433"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"CDDPGOFG_00961","MCHABJHI_00564","PNLCLONJ_00966","ILNMAOIA_02496","PHBHKDKN_03565","GDLLMNMD_03237","JHIODDIP_02368","KBJJGPAO_01509","KLKGDDID_00185","GLCMENJN_00188","KMJDPIGG_00563","KCFKLOLI_02939","KKIADDGI_00184","POPOBFCK_02585","JOCLDNKJ_01334"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"CDDPGOFG_00962","MCHABJHI_00565","PNLCLONJ_00967","ILNMAOIA_02495","PHBHKDKN_03564","GDLLMNMD_03236","JHIODDIP_02369","KBJJGPAO_01510","KLKGDDID_00184","GLCMENJN_00187","KMJDPIGG_00564","KCFKLOLI_02938","KKIADDGI_00183","POPOBFCK_02586","JOCLDNKJ_01333"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"CDDPGOFG_00965","MCHABJHI_00568","PNLCLONJ_00970","ILNMAOIA_02492","PHBHKDKN_03561","GDLLMNMD_03233","JHIODDIP_02372","KBJJGPAO_01513","KLKGDDID_00181","GLCMENJN_00184","KMJDPIGG_00567","KCFKLOLI_02935","KKIADDGI_00180","POPOBFCK_02589","JOCLDNKJ_01330"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"CDDPGOFG_00966","MCHABJHI_00569","PNLCLONJ_00971","ILNMAOIA_02491","PHBHKDKN_03560","GDLLMNMD_03232","JHIODDIP_02373","KBJJGPAO_01514","KLKGDDID_00180","GLCMENJN_00183","KMJDPIGG_00568","KCFKLOLI_02934","KKIADDGI_00179","POPOBFCK_02590","JOCLDNKJ_01329"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"CDDPGOFG_00969","MCHABJHI_00572","PNLCLONJ_00974","ILNMAOIA_02488","PHBHKDKN_03557","GDLLMNMD_03229","JHIODDIP_02376","KBJJGPAO_01517","KLKGDDID_00177","GLCMENJN_00180","KMJDPIGG_00571","KCFKLOLI_02931","KKIADDGI_00176","POPOBFCK_02593","JOCLDNKJ_01326"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"CDDPGOFG_00976","MCHABJHI_00579","PNLCLONJ_00981","ILNMAOIA_02481","PHBHKDKN_03550","GDLLMNMD_03222","JHIODDIP_02383","KBJJGPAO_01524","KLKGDDID_00170","GLCMENJN_00173","KMJDPIGG_00578","KCFKLOLI_02924","KKIADDGI_00169","POPOBFCK_02600","JOCLDNKJ_01319"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"CDDPGOFG_00990","MCHABJHI_00593","PNLCLONJ_00995","ILNMAOIA_02467","PHBHKDKN_03536","GDLLMNMD_03208","JHIODDIP_02397","KBJJGPAO_01538","KLKGDDID_00156","GLCMENJN_00159","KMJDPIGG_00592","KCFKLOLI_02910","KKIADDGI_00155","POPOBFCK_02614","JOCLDNKJ_01305"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"CDDPGOFG_01020","MCHABJHI_00623","PNLCLONJ_01025","ILNMAOIA_02456","PHBHKDKN_03506","GDLLMNMD_03178","JHIODDIP_04325","KBJJGPAO_04313","KLKGDDID_00126","GLCMENJN_00129","KMJDPIGG_00622","KCFKLOLI_02880","KKIADDGI_00125","POPOBFCK_02644","JOCLDNKJ_02546"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"CDDPGOFG_01022","MCHABJHI_00625","PNLCLONJ_01027","ILNMAOIA_02454","PHBHKDKN_03504","GDLLMNMD_03176","JHIODDIP_04327","KBJJGPAO_04311","KLKGDDID_00124","GLCMENJN_00127","KMJDPIGG_00624","KCFKLOLI_02878","KKIADDGI_00123","POPOBFCK_02646","JOCLDNKJ_02548"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"CDDPGOFG_01051","MCHABJHI_00654","PNLCLONJ_01056","ILNMAOIA_03911","PHBHKDKN_04104","GDLLMNMD_03147","JHIODDIP_03286","KBJJGPAO_02810","KLKGDDID_00095","GLCMENJN_00098","KMJDPIGG_00653","KCFKLOLI_02850","KKIADDGI_00094","POPOBFCK_02675","JOCLDNKJ_02577"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"CDDPGOFG_01063","MCHABJHI_00666","PNLCLONJ_01068","ILNMAOIA_03899","PHBHKDKN_04092","GDLLMNMD_03135","JHIODDIP_03274","KBJJGPAO_02822","KLKGDDID_00083","GLCMENJN_00086","KMJDPIGG_00665","KCFKLOLI_02838","KKIADDGI_00082","POPOBFCK_02687","JOCLDNKJ_02589"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"CDDPGOFG_01082","MCHABJHI_00685","PNLCLONJ_01087","ILNMAOIA_03880","PHBHKDKN_04073","GDLLMNMD_03116","JHIODDIP_03255","KBJJGPAO_02841","KLKGDDID_00064","GLCMENJN_00067","KMJDPIGG_00684","KCFKLOLI_02819","KKIADDGI_00063","POPOBFCK_02706","JOCLDNKJ_02608"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"CDDPGOFG_01111","MCHABJHI_00714","PNLCLONJ_01116","ILNMAOIA_03851","PHBHKDKN_04044","GDLLMNMD_03087","JHIODDIP_03226","KBJJGPAO_02870","KLKGDDID_00035","GLCMENJN_00038","KMJDPIGG_00713","KCFKLOLI_02790","KKIADDGI_00034","POPOBFCK_02735","JOCLDNKJ_02637"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"CDDPGOFG_04406","MCHABJHI_00720","PNLCLONJ_01122","ILNMAOIA_03845","PHBHKDKN_04038","GDLLMNMD_03081","JHIODDIP_03220","KBJJGPAO_02876","KLKGDDID_00029","GLCMENJN_00032","KMJDPIGG_00719","KCFKLOLI_02784","KKIADDGI_00028","POPOBFCK_02741","JOCLDNKJ_02643"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"CDDPGOFG_04404","MCHABJHI_00722","PNLCLONJ_01124","ILNMAOIA_03843","PHBHKDKN_04036","GDLLMNMD_03079","JHIODDIP_03218","KBJJGPAO_02878","KLKGDDID_00027","GLCMENJN_00030","KMJDPIGG_00721","KCFKLOLI_02782","KKIADDGI_00026","POPOBFCK_02743","JOCLDNKJ_02645"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"CDDPGOFG_04386","MCHABJHI_00740","PNLCLONJ_04685","ILNMAOIA_03825","PHBHKDKN_04018","GDLLMNMD_03061","JHIODDIP_04630","KBJJGPAO_04600","KLKGDDID_00009","GLCMENJN_00012","KMJDPIGG_00739","KCFKLOLI_02764","KKIADDGI_00008","POPOBFCK_02761","JOCLDNKJ_02663"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"CDDPGOFG_03206","MCHABJHI_01393","PNLCLONJ_01378","ILNMAOIA_01231","PHBHKDKN_02308","GDLLMNMD_02381","JHIODDIP_00020","KBJJGPAO_00726","KLKGDDID_00762","GLCMENJN_04291","KMJDPIGG_01491","KCFKLOLI_00650","KKIADDGI_01940","POPOBFCK_03087","JOCLDNKJ_01063"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"CDDPGOFG_03208","MCHABJHI_01391","PNLCLONJ_01380","ILNMAOIA_01233","PHBHKDKN_02306","GDLLMNMD_02379","JHIODDIP_00022","KBJJGPAO_00724","KLKGDDID_00764","GLCMENJN_04289","KMJDPIGG_01489","KCFKLOLI_00648","KKIADDGI_01938","POPOBFCK_03089","JOCLDNKJ_01061"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"CDDPGOFG_03230","MCHABJHI_01369","PNLCLONJ_01402","ILNMAOIA_01255","PHBHKDKN_02284","GDLLMNMD_02357","JHIODDIP_00044","KBJJGPAO_00702","KLKGDDID_00786","GLCMENJN_04267","KMJDPIGG_01467","KCFKLOLI_00626","KKIADDGI_01916","POPOBFCK_03111","JOCLDNKJ_01039"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"CDDPGOFG_03241","MCHABJHI_01358","PNLCLONJ_01413","ILNMAOIA_01266","PHBHKDKN_02273","GDLLMNMD_02346","JHIODDIP_00055","KBJJGPAO_00691","KLKGDDID_00797","GLCMENJN_04256","KMJDPIGG_01456","KCFKLOLI_00615","KKIADDGI_01905","POPOBFCK_03122","JOCLDNKJ_01028"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"CDDPGOFG_03243","MCHABJHI_01356","PNLCLONJ_01415","ILNMAOIA_01268","PHBHKDKN_02271","GDLLMNMD_02344","JHIODDIP_00057","KBJJGPAO_00689","KLKGDDID_00799","GLCMENJN_04254","KMJDPIGG_01454","KCFKLOLI_00613","KKIADDGI_01903","POPOBFCK_03124","JOCLDNKJ_01026"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"CDDPGOFG_03260","MCHABJHI_01339","PNLCLONJ_01432","ILNMAOIA_01285","PHBHKDKN_02254","GDLLMNMD_02327","JHIODDIP_00074","KBJJGPAO_00672","KLKGDDID_00816","GLCMENJN_01346","KMJDPIGG_01437","KCFKLOLI_00596","KKIADDGI_01886","POPOBFCK_03141","JOCLDNKJ_01009"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"CDDPGOFG_04455","MCHABJHI_01325","PNLCLONJ_01446","ILNMAOIA_01299","PHBHKDKN_02240","GDLLMNMD_02313","JHIODDIP_00088","KBJJGPAO_00658","KLKGDDID_00831","GLCMENJN_01331","KMJDPIGG_01423","KCFKLOLI_00582","KKIADDGI_01872","POPOBFCK_03155","JOCLDNKJ_00995"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"CDDPGOFG_04457","MCHABJHI_01323","PNLCLONJ_01448","ILNMAOIA_01301","PHBHKDKN_02238","GDLLMNMD_02311","JHIODDIP_00090","KBJJGPAO_00656","KLKGDDID_00833","GLCMENJN_01329","KMJDPIGG_01421","KCFKLOLI_00580","KKIADDGI_01870","POPOBFCK_03157","JOCLDNKJ_00993"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"CDDPGOFG_02864","MCHABJHI_01321","PNLCLONJ_01450","ILNMAOIA_01303","PHBHKDKN_02236","GDLLMNMD_02309","JHIODDIP_00092","KBJJGPAO_00654","KLKGDDID_00835","GLCMENJN_01327","KMJDPIGG_01419","KCFKLOLI_00578","KKIADDGI_01868","POPOBFCK_03159","JOCLDNKJ_00991"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"CDDPGOFG_02875","MCHABJHI_01310","PNLCLONJ_01461","ILNMAOIA_01314","PHBHKDKN_02225","GDLLMNMD_02298","JHIODDIP_00103","KBJJGPAO_00643","KLKGDDID_00846","GLCMENJN_01316","KMJDPIGG_01408","KCFKLOLI_00567","KKIADDGI_01857","POPOBFCK_03170","JOCLDNKJ_00980"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"CDDPGOFG_02878","MCHABJHI_01307","PNLCLONJ_01464","ILNMAOIA_01317","PHBHKDKN_02222","GDLLMNMD_02295","JHIODDIP_00106","KBJJGPAO_00640","KLKGDDID_00849","GLCMENJN_01313","KMJDPIGG_01405","KCFKLOLI_00564","KKIADDGI_01854","POPOBFCK_03173","JOCLDNKJ_00977"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"CDDPGOFG_02883","MCHABJHI_01302","PNLCLONJ_01469","ILNMAOIA_01322","PHBHKDKN_02217","GDLLMNMD_02290","JHIODDIP_00111","KBJJGPAO_00635","KLKGDDID_00854","GLCMENJN_01308","KMJDPIGG_01400","KCFKLOLI_00559","KKIADDGI_01849","POPOBFCK_03178","JOCLDNKJ_00972"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"CDDPGOFG_02884","MCHABJHI_01301","PNLCLONJ_01470","ILNMAOIA_01323","PHBHKDKN_02216","GDLLMNMD_02289","JHIODDIP_00112","KBJJGPAO_00634","KLKGDDID_00855","GLCMENJN_01307","KMJDPIGG_01399","KCFKLOLI_00558","KKIADDGI_01848","POPOBFCK_03179","JOCLDNKJ_00971"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"CDDPGOFG_02885","MCHABJHI_01300","PNLCLONJ_01471","ILNMAOIA_01324","PHBHKDKN_02215","GDLLMNMD_02288","JHIODDIP_00113","KBJJGPAO_00633","KLKGDDID_00856","GLCMENJN_01306","KMJDPIGG_01398","KCFKLOLI_00557","KKIADDGI_01847","POPOBFCK_03180","JOCLDNKJ_00970"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"CDDPGOFG_02886","MCHABJHI_01299","PNLCLONJ_01472","ILNMAOIA_01325","PHBHKDKN_02214","GDLLMNMD_02287","JHIODDIP_00114","KBJJGPAO_00632","KLKGDDID_00857","GLCMENJN_01305","KMJDPIGG_01397","KCFKLOLI_00556","KKIADDGI_01846","POPOBFCK_03181","JOCLDNKJ_00969"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"CDDPGOFG_02889","MCHABJHI_01296","PNLCLONJ_01475","ILNMAOIA_01328","PHBHKDKN_02211","GDLLMNMD_02284","JHIODDIP_00117","KBJJGPAO_00629","KLKGDDID_00860","GLCMENJN_01302","KMJDPIGG_01394","KCFKLOLI_00553","KKIADDGI_01843","POPOBFCK_03184","JOCLDNKJ_00966"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"CDDPGOFG_02891","MCHABJHI_01294","PNLCLONJ_01477","ILNMAOIA_01330","PHBHKDKN_02209","GDLLMNMD_02282","JHIODDIP_00119","KBJJGPAO_00627","KLKGDDID_00862","GLCMENJN_01300","KMJDPIGG_01392","KCFKLOLI_00551","KKIADDGI_01841","POPOBFCK_03186","JOCLDNKJ_00964"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"CDDPGOFG_02898","MCHABJHI_01287","PNLCLONJ_01484","ILNMAOIA_01337","PHBHKDKN_02202","GDLLMNMD_02275","JHIODDIP_00126","KBJJGPAO_00620","KLKGDDID_00869","GLCMENJN_01293","KMJDPIGG_01385","KCFKLOLI_00544","KKIADDGI_01834","POPOBFCK_03193","JOCLDNKJ_00957"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"CDDPGOFG_02902","MCHABJHI_01283","PNLCLONJ_01488","ILNMAOIA_01341","PHBHKDKN_02198","GDLLMNMD_02271","JHIODDIP_00130","KBJJGPAO_00616","KLKGDDID_00873","GLCMENJN_01289","KMJDPIGG_01381","KCFKLOLI_00540","KKIADDGI_01830","POPOBFCK_03197","JOCLDNKJ_00953"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"CDDPGOFG_03015","MCHABJHI_01171","PNLCLONJ_03425","ILNMAOIA_01453","PHBHKDKN_02086","GDLLMNMD_02159","JHIODDIP_00242","KBJJGPAO_00504","KLKGDDID_00985","GLCMENJN_01177","KMJDPIGG_01269","KCFKLOLI_00428","KKIADDGI_01718","POPOBFCK_03307","JOCLDNKJ_00841"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"CDDPGOFG_03004","MCHABJHI_01160","PNLCLONJ_03414","ILNMAOIA_01464","PHBHKDKN_02075","GDLLMNMD_02148","JHIODDIP_00253","KBJJGPAO_00493","KLKGDDID_00996","GLCMENJN_01166","KMJDPIGG_01258","KCFKLOLI_00417","KKIADDGI_01707","POPOBFCK_03318","JOCLDNKJ_00830"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"CDDPGOFG_02998","MCHABJHI_01154","PNLCLONJ_03408","ILNMAOIA_01470","PHBHKDKN_02069","GDLLMNMD_02142","JHIODDIP_00259","KBJJGPAO_02436","KLKGDDID_01002","GLCMENJN_01160","KMJDPIGG_01252","KCFKLOLI_00411","KKIADDGI_01701","POPOBFCK_03324","JOCLDNKJ_00824"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"CDDPGOFG_02990","MCHABJHI_01146","PNLCLONJ_03216","ILNMAOIA_01478","PHBHKDKN_02061","GDLLMNMD_02134","JHIODDIP_00267","KBJJGPAO_02444","KLKGDDID_01010","GLCMENJN_01152","KMJDPIGG_01244","KCFKLOLI_00403","KKIADDGI_01693","POPOBFCK_01738","JOCLDNKJ_00816"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"CDDPGOFG_02982","MCHABJHI_01138","PNLCLONJ_03208","ILNMAOIA_01486","PHBHKDKN_02053","GDLLMNMD_02126","JHIODDIP_00278","KBJJGPAO_02452","KLKGDDID_01018","GLCMENJN_01144","KMJDPIGG_01236","KCFKLOLI_00395","KKIADDGI_01685","POPOBFCK_01730","JOCLDNKJ_03529"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"CDDPGOFG_02981","MCHABJHI_01137","PNLCLONJ_03207","ILNMAOIA_01487","PHBHKDKN_02052","GDLLMNMD_02125","JHIODDIP_00279","KBJJGPAO_02453","KLKGDDID_01019","GLCMENJN_01143","KMJDPIGG_01235","KCFKLOLI_00394","KKIADDGI_01684","POPOBFCK_01729","JOCLDNKJ_03530"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"CDDPGOFG_02965","MCHABJHI_01121","PNLCLONJ_03190","ILNMAOIA_01503","PHBHKDKN_02036","GDLLMNMD_02109","JHIODDIP_00295","KBJJGPAO_02469","KLKGDDID_01035","GLCMENJN_01127","KMJDPIGG_01219","KCFKLOLI_00378","KKIADDGI_01668","POPOBFCK_01713","JOCLDNKJ_03546"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"CDDPGOFG_02072","MCHABJHI_01112","PNLCLONJ_03181","ILNMAOIA_01512","PHBHKDKN_02027","GDLLMNMD_02100","JHIODDIP_00305","KBJJGPAO_02478","KLKGDDID_01044","GLCMENJN_01118","KMJDPIGG_01210","KCFKLOLI_00369","KKIADDGI_01658","POPOBFCK_01704","JOCLDNKJ_03555"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"CDDPGOFG_02073","MCHABJHI_01111","PNLCLONJ_03180","ILNMAOIA_01513","PHBHKDKN_02026","GDLLMNMD_02099","JHIODDIP_00306","KBJJGPAO_02479","KLKGDDID_01045","GLCMENJN_01117","KMJDPIGG_01209","KCFKLOLI_00368","KKIADDGI_01657","POPOBFCK_01703","JOCLDNKJ_03556"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"CDDPGOFG_02079","MCHABJHI_01105","PNLCLONJ_03174","ILNMAOIA_01519","PHBHKDKN_02020","GDLLMNMD_02093","JHIODDIP_00312","KBJJGPAO_02485","KLKGDDID_01051","GLCMENJN_01111","KMJDPIGG_01203","KCFKLOLI_00362","KKIADDGI_01651","POPOBFCK_01697","JOCLDNKJ_03562"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"CDDPGOFG_02091","MCHABJHI_01093","PNLCLONJ_03162","ILNMAOIA_01531","PHBHKDKN_02008","GDLLMNMD_02081","JHIODDIP_00324","KBJJGPAO_02497","KLKGDDID_01063","GLCMENJN_01099","KMJDPIGG_01191","KCFKLOLI_00350","KKIADDGI_01639","POPOBFCK_01685","JOCLDNKJ_03574"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"CDDPGOFG_02108","MCHABJHI_01076","PNLCLONJ_03145","ILNMAOIA_01548","PHBHKDKN_01991","GDLLMNMD_02064","JHIODDIP_00341","KBJJGPAO_02514","KLKGDDID_01080","GLCMENJN_01082","KMJDPIGG_01174","KCFKLOLI_00333","KKIADDGI_01622","POPOBFCK_01668","JOCLDNKJ_03591"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"CDDPGOFG_02110","MCHABJHI_01074","PNLCLONJ_03143","ILNMAOIA_01550","PHBHKDKN_01989","GDLLMNMD_02062","JHIODDIP_00343","KBJJGPAO_02516","KLKGDDID_01082","GLCMENJN_01080","KMJDPIGG_01172","KCFKLOLI_00331","KKIADDGI_01620","POPOBFCK_01666","JOCLDNKJ_03593"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"CDDPGOFG_02447","MCHABJHI_00934","PNLCLONJ_02015","ILNMAOIA_01961","PHBHKDKN_02795","GDLLMNMD_02869","JHIODDIP_00483","KBJJGPAO_03837","KLKGDDID_01222","GLCMENJN_00940","KMJDPIGG_01032","KCFKLOLI_00191","KKIADDGI_01480","POPOBFCK_01526","JOCLDNKJ_03893"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"CDDPGOFG_02446","MCHABJHI_00933","PNLCLONJ_02014","ILNMAOIA_01962","PHBHKDKN_02796","GDLLMNMD_02870","JHIODDIP_00484","KBJJGPAO_03836","KLKGDDID_01223","GLCMENJN_00939","KMJDPIGG_01031","KCFKLOLI_00190","KKIADDGI_01479","POPOBFCK_01525","JOCLDNKJ_03892"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"CDDPGOFG_02444","MCHABJHI_00931","PNLCLONJ_02012","ILNMAOIA_01964","PHBHKDKN_02798","GDLLMNMD_02872","JHIODDIP_00486","KBJJGPAO_03834","KLKGDDID_01225","GLCMENJN_00937","KMJDPIGG_01029","KCFKLOLI_00188","KKIADDGI_01477","POPOBFCK_01523","JOCLDNKJ_03890"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"CDDPGOFG_02437","MCHABJHI_00924","PNLCLONJ_02005","ILNMAOIA_01971","PHBHKDKN_02805","GDLLMNMD_02879","JHIODDIP_00493","KBJJGPAO_03827","KLKGDDID_01232","GLCMENJN_00930","KMJDPIGG_01022","KCFKLOLI_00181","KKIADDGI_01470","POPOBFCK_01516","JOCLDNKJ_03883"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"CDDPGOFG_02431","MCHABJHI_00918","PNLCLONJ_01999","ILNMAOIA_01977","PHBHKDKN_02811","GDLLMNMD_02885","JHIODDIP_00499","KBJJGPAO_03821","KLKGDDID_01238","GLCMENJN_00924","KMJDPIGG_01016","KCFKLOLI_00175","KKIADDGI_01464","POPOBFCK_01510","JOCLDNKJ_03877"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"CDDPGOFG_02424","MCHABJHI_00911","PNLCLONJ_01992","ILNMAOIA_01984","PHBHKDKN_02818","GDLLMNMD_02892","JHIODDIP_00506","KBJJGPAO_03814","KLKGDDID_01245","GLCMENJN_00917","KMJDPIGG_01009","KCFKLOLI_00168","KKIADDGI_01457","POPOBFCK_01503","JOCLDNKJ_03870"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"CDDPGOFG_02423","MCHABJHI_00910","PNLCLONJ_01991","ILNMAOIA_01985","PHBHKDKN_02819","GDLLMNMD_02893","JHIODDIP_00507","KBJJGPAO_03813","KLKGDDID_01246","GLCMENJN_00916","KMJDPIGG_01008","KCFKLOLI_00167","KKIADDGI_01456","POPOBFCK_01502","JOCLDNKJ_03869"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"CDDPGOFG_02414","MCHABJHI_00901","PNLCLONJ_01537","ILNMAOIA_01994","PHBHKDKN_02828","GDLLMNMD_02902","JHIODDIP_00516","KBJJGPAO_01697","KLKGDDID_01255","GLCMENJN_00907","KMJDPIGG_00999","KCFKLOLI_00158","KKIADDGI_01447","POPOBFCK_01493","JOCLDNKJ_01952"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"CDDPGOFG_02855","MCHABJHI_00882","PNLCLONJ_01556","ILNMAOIA_02013","PHBHKDKN_02847","GDLLMNMD_02921","JHIODDIP_00535","KBJJGPAO_01678","KLKGDDID_01274","GLCMENJN_00888","KMJDPIGG_00980","KCFKLOLI_00139","KKIADDGI_01428","POPOBFCK_01474","JOCLDNKJ_01971"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"CDDPGOFG_02852","MCHABJHI_00879","PNLCLONJ_01559","ILNMAOIA_02016","PHBHKDKN_02850","GDLLMNMD_02924","JHIODDIP_00538","KBJJGPAO_01675","KLKGDDID_01277","GLCMENJN_00885","KMJDPIGG_00977","KCFKLOLI_00136","KKIADDGI_01425","POPOBFCK_01471","JOCLDNKJ_01974"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"CDDPGOFG_02851","MCHABJHI_00878","PNLCLONJ_01560","ILNMAOIA_02017","PHBHKDKN_02851","GDLLMNMD_02925","JHIODDIP_02964","KBJJGPAO_01674","KLKGDDID_01278","GLCMENJN_00884","KMJDPIGG_00976","KCFKLOLI_00135","KKIADDGI_01424","POPOBFCK_01470","JOCLDNKJ_01975"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"CDDPGOFG_02850","MCHABJHI_00877","PNLCLONJ_01561","ILNMAOIA_02018","PHBHKDKN_02852","GDLLMNMD_02926","JHIODDIP_02963","KBJJGPAO_01673","KLKGDDID_01279","GLCMENJN_00883","KMJDPIGG_00975","KCFKLOLI_00134","KKIADDGI_01423","POPOBFCK_01469","JOCLDNKJ_01976"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"CDDPGOFG_02794","MCHABJHI_00821","PNLCLONJ_01617","ILNMAOIA_02074","PHBHKDKN_02908","GDLLMNMD_02982","JHIODDIP_02907","KBJJGPAO_01617","KLKGDDID_01335","GLCMENJN_00826","KMJDPIGG_00919","KCFKLOLI_00077","KKIADDGI_01367","POPOBFCK_01413","JOCLDNKJ_02032"
