"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR10963338","SRR1515962","SRR14766360","SRR5666360","SRR14766372","SRR18233392","SRR23043677","SRR14766415","NDSU13","SRR14766340","SRR9301020","SRR14766411","SRR5928137","SRR12991092","SRR5905281"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"HJPBANPH_00959","HBFNLEKM_04452","CDIKHPPE_00342","KHAGAGIB_02526","OFPOAPDN_00563","COLOCJJI_02966","ANJCIHOA_03248","FGNPIGJI_03363","GBFFMACB_02739","NLELDDOK_01528","CLMPPMAO_01947","IABIGAJC_02738","FHJCNOBE_02685","KEBBHCLF_02855","GAMKEBON_01736"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"HJPBANPH_00960","HBFNLEKM_04453","CDIKHPPE_00343","KHAGAGIB_02527","OFPOAPDN_00564","COLOCJJI_02965","ANJCIHOA_03247","FGNPIGJI_03364","GBFFMACB_02738","NLELDDOK_01529","CLMPPMAO_01948","IABIGAJC_02737","FHJCNOBE_02684","KEBBHCLF_02856","GAMKEBON_01735"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"HJPBANPH_00963","HBFNLEKM_04456","CDIKHPPE_00346","KHAGAGIB_02530","OFPOAPDN_00567","COLOCJJI_02962","ANJCIHOA_03244","FGNPIGJI_03367","GBFFMACB_03467","NLELDDOK_01532","CLMPPMAO_01951","IABIGAJC_02734","FHJCNOBE_02681","KEBBHCLF_02859","GAMKEBON_01732"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"HJPBANPH_00964","HBFNLEKM_04457","CDIKHPPE_00347","KHAGAGIB_02531","OFPOAPDN_00568","COLOCJJI_02961","ANJCIHOA_03243","FGNPIGJI_03368","GBFFMACB_03468","NLELDDOK_01533","CLMPPMAO_01952","IABIGAJC_02733","FHJCNOBE_02680","KEBBHCLF_02860","GAMKEBON_01731"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"HJPBANPH_00967","HBFNLEKM_03978","CDIKHPPE_00350","KHAGAGIB_02534","OFPOAPDN_00571","COLOCJJI_02958","ANJCIHOA_03240","FGNPIGJI_03371","GBFFMACB_03471","NLELDDOK_01536","CLMPPMAO_01955","IABIGAJC_02730","FHJCNOBE_02677","KEBBHCLF_02863","GAMKEBON_01728"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"HJPBANPH_00974","HBFNLEKM_03971","CDIKHPPE_00357","KHAGAGIB_02541","OFPOAPDN_00578","COLOCJJI_02951","ANJCIHOA_03233","FGNPIGJI_03378","GBFFMACB_03478","NLELDDOK_01543","CLMPPMAO_01962","IABIGAJC_02723","FHJCNOBE_02670","KEBBHCLF_02870","GAMKEBON_01721"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"HJPBANPH_00988","HBFNLEKM_03957","CDIKHPPE_00371","KHAGAGIB_02555","OFPOAPDN_00592","COLOCJJI_02937","ANJCIHOA_03219","FGNPIGJI_03392","GBFFMACB_03492","NLELDDOK_01557","CLMPPMAO_01976","IABIGAJC_02709","FHJCNOBE_02656","KEBBHCLF_02884","GAMKEBON_01707"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"HJPBANPH_01018","HBFNLEKM_03988","CDIKHPPE_04005","KHAGAGIB_02585","OFPOAPDN_00622","COLOCJJI_02907","ANJCIHOA_03189","FGNPIGJI_03560","GBFFMACB_03522","NLELDDOK_01587","CLMPPMAO_02006","IABIGAJC_02679","FHJCNOBE_02626","KEBBHCLF_02914","GAMKEBON_01592"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"HJPBANPH_01020","HBFNLEKM_03986","CDIKHPPE_04003","KHAGAGIB_02587","OFPOAPDN_00624","COLOCJJI_02905","ANJCIHOA_03187","FGNPIGJI_03562","GBFFMACB_03524","NLELDDOK_01589","CLMPPMAO_02008","IABIGAJC_02677","FHJCNOBE_02624","KEBBHCLF_02916","GAMKEBON_01594"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"HJPBANPH_02887","HBFNLEKM_04023","CDIKHPPE_00607","KHAGAGIB_02616","OFPOAPDN_00653","COLOCJJI_03675","ANJCIHOA_03158","FGNPIGJI_03591","GBFFMACB_01939","NLELDDOK_03385","CLMPPMAO_02037","IABIGAJC_03711","FHJCNOBE_03886","KEBBHCLF_02945","GAMKEBON_01623"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"HJPBANPH_02899","HBFNLEKM_02365","CDIKHPPE_00619","KHAGAGIB_02628","OFPOAPDN_00665","COLOCJJI_03687","ANJCIHOA_03146","FGNPIGJI_03603","GBFFMACB_01951","NLELDDOK_03373","CLMPPMAO_02049","IABIGAJC_03723","FHJCNOBE_03874","KEBBHCLF_02957","GAMKEBON_01635"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"HJPBANPH_02918","HBFNLEKM_02384","CDIKHPPE_00638","KHAGAGIB_02647","OFPOAPDN_00684","COLOCJJI_03706","ANJCIHOA_03127","FGNPIGJI_03622","GBFFMACB_01970","NLELDDOK_03354","CLMPPMAO_02068","IABIGAJC_03742","FHJCNOBE_03855","KEBBHCLF_02976","GAMKEBON_01654"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"HJPBANPH_02947","HBFNLEKM_02413","CDIKHPPE_00667","KHAGAGIB_02676","OFPOAPDN_00713","COLOCJJI_03735","ANJCIHOA_03098","FGNPIGJI_03651","GBFFMACB_01999","NLELDDOK_03325","CLMPPMAO_02097","IABIGAJC_03771","FHJCNOBE_03826","KEBBHCLF_03005","GAMKEBON_01683"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"HJPBANPH_02953","HBFNLEKM_02419","CDIKHPPE_00673","KHAGAGIB_02682","OFPOAPDN_00719","COLOCJJI_03741","ANJCIHOA_03092","FGNPIGJI_03657","GBFFMACB_02005","NLELDDOK_03319","CLMPPMAO_02103","IABIGAJC_03777","FHJCNOBE_03820","KEBBHCLF_03011","GAMKEBON_01689"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"HJPBANPH_02955","HBFNLEKM_02421","CDIKHPPE_00675","KHAGAGIB_02684","OFPOAPDN_00721","COLOCJJI_03743","ANJCIHOA_03090","FGNPIGJI_03659","GBFFMACB_02007","NLELDDOK_03317","CLMPPMAO_02105","IABIGAJC_03779","FHJCNOBE_03818","KEBBHCLF_03013","GAMKEBON_01691"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"HJPBANPH_04586","HBFNLEKM_02439","CDIKHPPE_00693","KHAGAGIB_04698","OFPOAPDN_00739","COLOCJJI_03761","ANJCIHOA_03072","FGNPIGJI_03677","GBFFMACB_02025","NLELDDOK_03299","CLMPPMAO_02123","IABIGAJC_03797","FHJCNOBE_04702","KEBBHCLF_03031","GAMKEBON_04615"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"HJPBANPH_03790","HBFNLEKM_01347","CDIKHPPE_03558","KHAGAGIB_02932","OFPOAPDN_00766","COLOCJJI_04563","ANJCIHOA_04406","FGNPIGJI_00648","GBFFMACB_03246","NLELDDOK_02628","CLMPPMAO_00648","IABIGAJC_00650","FHJCNOBE_02369","KEBBHCLF_04272","GAMKEBON_04355"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"HJPBANPH_03792","HBFNLEKM_01349","CDIKHPPE_03560","KHAGAGIB_02930","OFPOAPDN_00768","COLOCJJI_04561","ANJCIHOA_04408","FGNPIGJI_00646","GBFFMACB_03248","NLELDDOK_02626","CLMPPMAO_00646","IABIGAJC_00648","FHJCNOBE_02367","KEBBHCLF_04270","GAMKEBON_04353"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"HJPBANPH_03814","HBFNLEKM_01371","CDIKHPPE_02924","KHAGAGIB_02908","OFPOAPDN_00790","COLOCJJI_00624","ANJCIHOA_00003","FGNPIGJI_00624","GBFFMACB_03270","NLELDDOK_02604","CLMPPMAO_00624","IABIGAJC_00626","FHJCNOBE_02345","KEBBHCLF_04248","GAMKEBON_04271"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"HJPBANPH_03825","HBFNLEKM_01382","CDIKHPPE_02935","KHAGAGIB_02897","OFPOAPDN_00801","COLOCJJI_00613","ANJCIHOA_00014","FGNPIGJI_00613","GBFFMACB_03281","NLELDDOK_02593","CLMPPMAO_00613","IABIGAJC_00615","FHJCNOBE_02334","KEBBHCLF_04237","GAMKEBON_00725"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"HJPBANPH_03827","HBFNLEKM_01384","CDIKHPPE_02937","KHAGAGIB_02895","OFPOAPDN_00803","COLOCJJI_00611","ANJCIHOA_00016","FGNPIGJI_00611","GBFFMACB_03283","NLELDDOK_02591","CLMPPMAO_00611","IABIGAJC_00613","FHJCNOBE_02332","KEBBHCLF_04235","GAMKEBON_00723"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"HJPBANPH_01821","HBFNLEKM_01401","CDIKHPPE_03453","KHAGAGIB_02878","OFPOAPDN_00820","COLOCJJI_00594","ANJCIHOA_00033","FGNPIGJI_00594","GBFFMACB_04703","NLELDDOK_02574","CLMPPMAO_00594","IABIGAJC_00595","FHJCNOBE_02315","KEBBHCLF_02492","GAMKEBON_00706"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"HJPBANPH_01807","HBFNLEKM_01415","CDIKHPPE_03876","KHAGAGIB_02864","OFPOAPDN_00835","COLOCJJI_00580","ANJCIHOA_00047","FGNPIGJI_00580","GBFFMACB_04503","NLELDDOK_02560","CLMPPMAO_00580","IABIGAJC_00581","FHJCNOBE_02301","KEBBHCLF_02478","GAMKEBON_00692"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"HJPBANPH_01805","HBFNLEKM_01417","CDIKHPPE_03878","KHAGAGIB_02862","OFPOAPDN_00837","COLOCJJI_00578","ANJCIHOA_00049","FGNPIGJI_00578","GBFFMACB_04505","NLELDDOK_02558","CLMPPMAO_00578","IABIGAJC_00579","FHJCNOBE_02299","KEBBHCLF_02476","GAMKEBON_00690"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"HJPBANPH_01803","HBFNLEKM_01419","CDIKHPPE_03880","KHAGAGIB_02860","OFPOAPDN_00839","COLOCJJI_00576","ANJCIHOA_00051","FGNPIGJI_00576","GBFFMACB_02828","NLELDDOK_02556","CLMPPMAO_00576","IABIGAJC_00577","FHJCNOBE_02297","KEBBHCLF_02474","GAMKEBON_00688"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"HJPBANPH_01792","HBFNLEKM_01430","CDIKHPPE_03891","KHAGAGIB_02849","OFPOAPDN_00850","COLOCJJI_00565","ANJCIHOA_00062","FGNPIGJI_00565","GBFFMACB_02839","NLELDDOK_02545","CLMPPMAO_00565","IABIGAJC_00566","FHJCNOBE_02286","KEBBHCLF_02463","GAMKEBON_00677"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"HJPBANPH_01789","HBFNLEKM_01433","CDIKHPPE_03894","KHAGAGIB_02846","OFPOAPDN_00853","COLOCJJI_00562","ANJCIHOA_00065","FGNPIGJI_00562","GBFFMACB_02842","NLELDDOK_02542","CLMPPMAO_00562","IABIGAJC_00563","FHJCNOBE_02283","KEBBHCLF_02460","GAMKEBON_00674"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"HJPBANPH_01784","HBFNLEKM_01438","CDIKHPPE_03959","KHAGAGIB_02841","OFPOAPDN_00858","COLOCJJI_00557","ANJCIHOA_00070","FGNPIGJI_00557","GBFFMACB_02847","NLELDDOK_02537","CLMPPMAO_00557","IABIGAJC_00558","FHJCNOBE_02278","KEBBHCLF_02455","GAMKEBON_00669"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"HJPBANPH_01783","HBFNLEKM_01439","CDIKHPPE_03960","KHAGAGIB_02840","OFPOAPDN_00859","COLOCJJI_00556","ANJCIHOA_00071","FGNPIGJI_00556","GBFFMACB_02848","NLELDDOK_02536","CLMPPMAO_00556","IABIGAJC_00557","FHJCNOBE_02277","KEBBHCLF_02454","GAMKEBON_00668"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"HJPBANPH_01782","HBFNLEKM_01440","CDIKHPPE_03961","KHAGAGIB_02839","OFPOAPDN_00860","COLOCJJI_00555","ANJCIHOA_00072","FGNPIGJI_00555","GBFFMACB_02849","NLELDDOK_02535","CLMPPMAO_00555","IABIGAJC_00556","FHJCNOBE_02276","KEBBHCLF_02453","GAMKEBON_00667"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"HJPBANPH_01781","HBFNLEKM_01441","CDIKHPPE_03962","KHAGAGIB_02838","OFPOAPDN_00861","COLOCJJI_00554","ANJCIHOA_00073","FGNPIGJI_00554","GBFFMACB_02850","NLELDDOK_02534","CLMPPMAO_00554","IABIGAJC_00555","FHJCNOBE_02275","KEBBHCLF_02452","GAMKEBON_00666"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"HJPBANPH_01778","HBFNLEKM_01444","CDIKHPPE_03965","KHAGAGIB_02835","OFPOAPDN_00864","COLOCJJI_00551","ANJCIHOA_00076","FGNPIGJI_00551","GBFFMACB_02853","NLELDDOK_02531","CLMPPMAO_00551","IABIGAJC_00552","FHJCNOBE_02272","KEBBHCLF_02449","GAMKEBON_00663"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"HJPBANPH_01776","HBFNLEKM_01446","CDIKHPPE_03967","KHAGAGIB_02833","OFPOAPDN_00866","COLOCJJI_00549","ANJCIHOA_00078","FGNPIGJI_00549","GBFFMACB_02855","NLELDDOK_02529","CLMPPMAO_00549","IABIGAJC_00550","FHJCNOBE_02270","KEBBHCLF_02447","GAMKEBON_00661"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"HJPBANPH_01769","HBFNLEKM_01453","CDIKHPPE_03974","KHAGAGIB_02826","OFPOAPDN_00873","COLOCJJI_00542","ANJCIHOA_00085","FGNPIGJI_00542","GBFFMACB_02862","NLELDDOK_02522","CLMPPMAO_00542","IABIGAJC_00543","FHJCNOBE_02263","KEBBHCLF_02440","GAMKEBON_00654"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"HJPBANPH_01765","HBFNLEKM_01707","CDIKHPPE_02429","KHAGAGIB_02822","OFPOAPDN_00877","COLOCJJI_00538","ANJCIHOA_00089","FGNPIGJI_00538","GBFFMACB_02866","NLELDDOK_04195","CLMPPMAO_00538","IABIGAJC_00539","FHJCNOBE_02259","KEBBHCLF_02436","GAMKEBON_00650"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"HJPBANPH_01653","HBFNLEKM_01595","CDIKHPPE_01974","KHAGAGIB_02710","OFPOAPDN_00990","COLOCJJI_00426","ANJCIHOA_00201","FGNPIGJI_00426","GBFFMACB_02182","NLELDDOK_00850","CLMPPMAO_00426","IABIGAJC_00427","FHJCNOBE_02147","KEBBHCLF_02324","GAMKEBON_00538"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"HJPBANPH_01642","HBFNLEKM_01584","CDIKHPPE_01963","KHAGAGIB_02699","OFPOAPDN_01001","COLOCJJI_00415","ANJCIHOA_00212","FGNPIGJI_00415","GBFFMACB_02171","NLELDDOK_00839","CLMPPMAO_00415","IABIGAJC_00416","FHJCNOBE_02136","KEBBHCLF_02313","GAMKEBON_00527"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"HJPBANPH_01430","HBFNLEKM_04441","CDIKHPPE_01957","KHAGAGIB_00908","OFPOAPDN_01007","COLOCJJI_00409","ANJCIHOA_00218","FGNPIGJI_00409","GBFFMACB_02165","NLELDDOK_00833","CLMPPMAO_00409","IABIGAJC_00410","FHJCNOBE_02130","KEBBHCLF_02307","GAMKEBON_04584"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"HJPBANPH_01422","HBFNLEKM_00969","CDIKHPPE_00869","KHAGAGIB_00916","OFPOAPDN_01015","COLOCJJI_00401","ANJCIHOA_00226","FGNPIGJI_00401","GBFFMACB_02157","NLELDDOK_00825","CLMPPMAO_00401","IABIGAJC_00402","FHJCNOBE_00417","KEBBHCLF_02299","GAMKEBON_02537"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"HJPBANPH_01414","HBFNLEKM_00961","CDIKHPPE_00861","KHAGAGIB_00924","OFPOAPDN_01023","COLOCJJI_00393","ANJCIHOA_00234","FGNPIGJI_00393","GBFFMACB_02149","NLELDDOK_00817","CLMPPMAO_00393","IABIGAJC_00394","FHJCNOBE_00425","KEBBHCLF_02291","GAMKEBON_02529"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"HJPBANPH_01413","HBFNLEKM_00960","CDIKHPPE_00860","KHAGAGIB_00925","OFPOAPDN_01024","COLOCJJI_00392","ANJCIHOA_00235","FGNPIGJI_00392","GBFFMACB_02148","NLELDDOK_00816","CLMPPMAO_00392","IABIGAJC_00393","FHJCNOBE_00426","KEBBHCLF_02290","GAMKEBON_02528"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"HJPBANPH_01397","HBFNLEKM_00944","CDIKHPPE_00844","KHAGAGIB_00941","OFPOAPDN_01040","COLOCJJI_00376","ANJCIHOA_00251","FGNPIGJI_00376","GBFFMACB_02132","NLELDDOK_00800","CLMPPMAO_00376","IABIGAJC_00377","FHJCNOBE_00442","KEBBHCLF_02274","GAMKEBON_02512"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"HJPBANPH_01388","HBFNLEKM_00935","CDIKHPPE_00834","KHAGAGIB_00950","OFPOAPDN_01049","COLOCJJI_00367","ANJCIHOA_00260","FGNPIGJI_00367","GBFFMACB_02123","NLELDDOK_00791","CLMPPMAO_00367","IABIGAJC_00368","FHJCNOBE_00451","KEBBHCLF_02265","GAMKEBON_02502"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"HJPBANPH_01387","HBFNLEKM_00934","CDIKHPPE_00833","KHAGAGIB_00951","OFPOAPDN_01050","COLOCJJI_00366","ANJCIHOA_00261","FGNPIGJI_00366","GBFFMACB_02122","NLELDDOK_00790","CLMPPMAO_00366","IABIGAJC_00367","FHJCNOBE_00452","KEBBHCLF_02264","GAMKEBON_02501"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"HJPBANPH_01381","HBFNLEKM_00928","CDIKHPPE_00827","KHAGAGIB_00957","OFPOAPDN_01056","COLOCJJI_00360","ANJCIHOA_00267","FGNPIGJI_00360","GBFFMACB_02116","NLELDDOK_00784","CLMPPMAO_00360","IABIGAJC_00361","FHJCNOBE_00458","KEBBHCLF_02259","GAMKEBON_02495"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"HJPBANPH_01369","HBFNLEKM_00916","CDIKHPPE_00815","KHAGAGIB_00969","OFPOAPDN_01068","COLOCJJI_00348","ANJCIHOA_00279","FGNPIGJI_00348","GBFFMACB_02104","NLELDDOK_00772","CLMPPMAO_00348","IABIGAJC_00349","FHJCNOBE_00470","KEBBHCLF_02247","GAMKEBON_02483"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"HJPBANPH_01352","HBFNLEKM_00899","CDIKHPPE_04398","KHAGAGIB_00986","OFPOAPDN_01085","COLOCJJI_00331","ANJCIHOA_00296","FGNPIGJI_00331","GBFFMACB_04736","NLELDDOK_00755","CLMPPMAO_00331","IABIGAJC_00332","FHJCNOBE_00487","KEBBHCLF_02230","GAMKEBON_02466"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"HJPBANPH_01350","HBFNLEKM_00897","CDIKHPPE_04396","KHAGAGIB_00988","OFPOAPDN_01087","COLOCJJI_00329","ANJCIHOA_00298","FGNPIGJI_00329","GBFFMACB_04792","NLELDDOK_00753","CLMPPMAO_00329","IABIGAJC_00330","FHJCNOBE_00489","KEBBHCLF_02228","GAMKEBON_02464"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"HJPBANPH_01050","HBFNLEKM_00757","CDIKHPPE_01422","KHAGAGIB_01129","OFPOAPDN_01227","COLOCJJI_00189","ANJCIHOA_00438","FGNPIGJI_00189","GBFFMACB_00543","NLELDDOK_04271","CLMPPMAO_00189","IABIGAJC_00190","FHJCNOBE_00629","KEBBHCLF_02037","GAMKEBON_02319"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"HJPBANPH_01051","HBFNLEKM_00756","CDIKHPPE_01423","KHAGAGIB_01130","OFPOAPDN_01228","COLOCJJI_00188","ANJCIHOA_00439","FGNPIGJI_00188","GBFFMACB_00544","NLELDDOK_04272","CLMPPMAO_00188","IABIGAJC_00189","FHJCNOBE_00630","KEBBHCLF_02038","GAMKEBON_02318"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"HJPBANPH_01053","HBFNLEKM_00754","CDIKHPPE_01425","KHAGAGIB_01132","OFPOAPDN_01230","COLOCJJI_00186","ANJCIHOA_00441","FGNPIGJI_00186","GBFFMACB_00546","NLELDDOK_04274","CLMPPMAO_00186","IABIGAJC_00187","FHJCNOBE_00632","KEBBHCLF_02040","GAMKEBON_02316"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"HJPBANPH_01060","HBFNLEKM_00747","CDIKHPPE_01432","KHAGAGIB_01139","OFPOAPDN_01237","COLOCJJI_00179","ANJCIHOA_00448","FGNPIGJI_00179","GBFFMACB_00553","NLELDDOK_04099","CLMPPMAO_00179","IABIGAJC_00180","FHJCNOBE_00639","KEBBHCLF_02047","GAMKEBON_02309"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"HJPBANPH_01066","HBFNLEKM_00741","CDIKHPPE_01438","KHAGAGIB_01145","OFPOAPDN_01243","COLOCJJI_00173","ANJCIHOA_00454","FGNPIGJI_00173","GBFFMACB_00559","NLELDDOK_04093","CLMPPMAO_00173","IABIGAJC_00174","FHJCNOBE_00645","KEBBHCLF_02053","GAMKEBON_02303"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"HJPBANPH_01073","HBFNLEKM_00734","CDIKHPPE_01445","KHAGAGIB_01152","OFPOAPDN_01250","COLOCJJI_00166","ANJCIHOA_00461","FGNPIGJI_00166","GBFFMACB_00566","NLELDDOK_04086","CLMPPMAO_00166","IABIGAJC_00167","FHJCNOBE_00652","KEBBHCLF_02060","GAMKEBON_02296"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"HJPBANPH_01074","HBFNLEKM_00733","CDIKHPPE_01446","KHAGAGIB_01153","OFPOAPDN_01251","COLOCJJI_00165","ANJCIHOA_00462","FGNPIGJI_00165","GBFFMACB_00567","NLELDDOK_04085","CLMPPMAO_00165","IABIGAJC_00166","FHJCNOBE_00653","KEBBHCLF_02061","GAMKEBON_02295"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"HJPBANPH_01083","HBFNLEKM_00724","CDIKHPPE_03337","KHAGAGIB_01162","OFPOAPDN_01260","COLOCJJI_00156","ANJCIHOA_00471","FGNPIGJI_00156","GBFFMACB_00576","NLELDDOK_04076","CLMPPMAO_00156","IABIGAJC_00157","FHJCNOBE_00662","KEBBHCLF_02070","GAMKEBON_02286"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"HJPBANPH_01102","HBFNLEKM_00705","CDIKHPPE_03356","KHAGAGIB_01181","OFPOAPDN_01279","COLOCJJI_00137","ANJCIHOA_00490","FGNPIGJI_00137","GBFFMACB_00595","NLELDDOK_04057","CLMPPMAO_00137","IABIGAJC_00138","FHJCNOBE_00681","KEBBHCLF_02089","GAMKEBON_02267"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"HJPBANPH_01105","HBFNLEKM_00702","CDIKHPPE_03359","KHAGAGIB_01184","OFPOAPDN_01282","COLOCJJI_00134","ANJCIHOA_00493","FGNPIGJI_00134","GBFFMACB_00598","NLELDDOK_04054","CLMPPMAO_00134","IABIGAJC_00135","FHJCNOBE_00684","KEBBHCLF_02092","GAMKEBON_02264"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"HJPBANPH_01106","HBFNLEKM_00701","CDIKHPPE_03360","KHAGAGIB_01185","OFPOAPDN_01283","COLOCJJI_00133","ANJCIHOA_00494","FGNPIGJI_00133","GBFFMACB_00599","NLELDDOK_02388","CLMPPMAO_00133","IABIGAJC_00134","FHJCNOBE_00685","KEBBHCLF_02093","GAMKEBON_02263"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"HJPBANPH_01107","HBFNLEKM_00700","CDIKHPPE_03361","KHAGAGIB_01186","OFPOAPDN_01284","COLOCJJI_00132","ANJCIHOA_00495","FGNPIGJI_00132","GBFFMACB_00600","NLELDDOK_02389","CLMPPMAO_00132","IABIGAJC_00133","FHJCNOBE_00686","KEBBHCLF_02094","GAMKEBON_02262"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"HJPBANPH_01163","HBFNLEKM_01930","CDIKHPPE_00776","KHAGAGIB_01242","OFPOAPDN_01340","COLOCJJI_00076","ANJCIHOA_00551","FGNPIGJI_00076","GBFFMACB_00656","NLELDDOK_02445","CLMPPMAO_00076","IABIGAJC_00077","FHJCNOBE_00742","KEBBHCLF_02150","GAMKEBON_01488"
