"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766369","SRR25097973","SRR27714941","SRR14766372","SRR14766387","SRR15146546","SRR14766349","SRR8297625","SRR14095467","SRR14766450","SRR23043674","SRR1515953","SRR9016861","SRR5905515","NDSU26"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"MDPCJDML_03532","NGHFEAKD_01729","JBHNMEAO_01196","OFPOAPDN_00560","AFLICIDC_01240","NAPOKNNJ_00184","FMNDBGIB_01234","MJBBHCGK_01336","EIKGHHBD_00187","MKNLEGFG_01595","HLOGJBDP_00561","JICBPFCI_01846","DPFOFGOO_01495","AAOLMGCP_03400","CLIIGENJ_02983"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"MDPCJDML_03535","NGHFEAKD_01732","JBHNMEAO_01193","OFPOAPDN_00563","AFLICIDC_01237","NAPOKNNJ_00181","FMNDBGIB_01231","MJBBHCGK_01339","EIKGHHBD_00184","MKNLEGFG_01598","HLOGJBDP_00564","JICBPFCI_01843","DPFOFGOO_01498","AAOLMGCP_03397","CLIIGENJ_02980"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"MDPCJDML_03536","NGHFEAKD_01733","JBHNMEAO_01192","OFPOAPDN_00564","AFLICIDC_01236","NAPOKNNJ_00180","FMNDBGIB_01230","MJBBHCGK_01340","EIKGHHBD_00183","MKNLEGFG_01599","HLOGJBDP_00565","JICBPFCI_01842","DPFOFGOO_01499","AAOLMGCP_03396","CLIIGENJ_02979"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"MDPCJDML_03539","NGHFEAKD_01736","JBHNMEAO_01189","OFPOAPDN_00567","AFLICIDC_01233","NAPOKNNJ_00177","FMNDBGIB_01227","MJBBHCGK_01343","EIKGHHBD_00180","MKNLEGFG_01602","HLOGJBDP_00568","JICBPFCI_01839","DPFOFGOO_01502","AAOLMGCP_03393","CLIIGENJ_02976"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"MDPCJDML_03540","NGHFEAKD_01737","JBHNMEAO_01188","OFPOAPDN_00568","AFLICIDC_01232","NAPOKNNJ_00176","FMNDBGIB_01226","MJBBHCGK_01344","EIKGHHBD_00179","MKNLEGFG_01603","HLOGJBDP_00569","JICBPFCI_01838","DPFOFGOO_01503","AAOLMGCP_03392","CLIIGENJ_02975"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"MDPCJDML_03543","NGHFEAKD_01740","JBHNMEAO_01185","OFPOAPDN_00571","AFLICIDC_01229","NAPOKNNJ_00173","FMNDBGIB_01223","MJBBHCGK_01347","EIKGHHBD_00176","MKNLEGFG_01606","HLOGJBDP_00572","JICBPFCI_01835","DPFOFGOO_01506","AAOLMGCP_03389","CLIIGENJ_02972"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"MDPCJDML_03550","NGHFEAKD_01747","JBHNMEAO_01178","OFPOAPDN_00578","AFLICIDC_01222","NAPOKNNJ_00166","FMNDBGIB_01216","MJBBHCGK_01354","EIKGHHBD_00169","MKNLEGFG_01613","HLOGJBDP_00579","JICBPFCI_01828","DPFOFGOO_01513","AAOLMGCP_03382","CLIIGENJ_02965"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"MDPCJDML_03564","NGHFEAKD_01761","JBHNMEAO_01164","OFPOAPDN_00592","AFLICIDC_01208","NAPOKNNJ_00152","FMNDBGIB_01202","MJBBHCGK_01368","EIKGHHBD_00155","MKNLEGFG_01627","HLOGJBDP_00593","JICBPFCI_01814","DPFOFGOO_01527","AAOLMGCP_03368","CLIIGENJ_02951"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"MDPCJDML_03594","NGHFEAKD_01791","JBHNMEAO_01134","OFPOAPDN_00622","AFLICIDC_01178","NAPOKNNJ_00122","FMNDBGIB_04080","MJBBHCGK_01398","EIKGHHBD_00125","MKNLEGFG_01657","HLOGJBDP_00623","JICBPFCI_03095","DPFOFGOO_01557","AAOLMGCP_03338","CLIIGENJ_02921"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"MDPCJDML_03596","NGHFEAKD_01793","JBHNMEAO_01132","OFPOAPDN_00624","AFLICIDC_01176","NAPOKNNJ_00120","FMNDBGIB_04078","MJBBHCGK_01400","EIKGHHBD_00123","MKNLEGFG_01659","HLOGJBDP_00625","JICBPFCI_03093","DPFOFGOO_01559","AAOLMGCP_03336","CLIIGENJ_02919"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"MDPCJDML_03625","NGHFEAKD_01822","JBHNMEAO_01103","OFPOAPDN_00653","AFLICIDC_03344","NAPOKNNJ_00091","FMNDBGIB_02035","MJBBHCGK_01429","EIKGHHBD_00094","MKNLEGFG_01688","HLOGJBDP_00654","JICBPFCI_03064","DPFOFGOO_01588","AAOLMGCP_03307","CLIIGENJ_02890"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"MDPCJDML_03637","NGHFEAKD_01834","JBHNMEAO_01091","OFPOAPDN_00665","AFLICIDC_03356","NAPOKNNJ_00079","FMNDBGIB_02023","MJBBHCGK_01441","EIKGHHBD_00082","MKNLEGFG_01700","HLOGJBDP_00666","JICBPFCI_03052","DPFOFGOO_01600","AAOLMGCP_03295","CLIIGENJ_02878"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"MDPCJDML_03656","NGHFEAKD_01853","JBHNMEAO_01072","OFPOAPDN_00684","AFLICIDC_03375","NAPOKNNJ_00060","FMNDBGIB_02004","MJBBHCGK_01460","EIKGHHBD_00063","MKNLEGFG_01719","HLOGJBDP_00685","JICBPFCI_03033","DPFOFGOO_01619","AAOLMGCP_03276","CLIIGENJ_02859"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"MDPCJDML_03685","NGHFEAKD_01882","JBHNMEAO_01043","OFPOAPDN_00713","AFLICIDC_03404","NAPOKNNJ_00031","FMNDBGIB_01975","MJBBHCGK_01489","EIKGHHBD_00034","MKNLEGFG_01748","HLOGJBDP_00714","JICBPFCI_03004","DPFOFGOO_01648","AAOLMGCP_03247","CLIIGENJ_02830"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"MDPCJDML_03691","NGHFEAKD_01888","JBHNMEAO_01037","OFPOAPDN_00719","AFLICIDC_03410","NAPOKNNJ_00025","FMNDBGIB_01969","MJBBHCGK_01495","EIKGHHBD_00028","MKNLEGFG_01754","HLOGJBDP_00720","JICBPFCI_02998","DPFOFGOO_01654","AAOLMGCP_03241","CLIIGENJ_02824"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"MDPCJDML_03693","NGHFEAKD_01890","JBHNMEAO_01035","OFPOAPDN_00721","AFLICIDC_03412","NAPOKNNJ_00023","FMNDBGIB_01967","MJBBHCGK_01497","EIKGHHBD_00026","MKNLEGFG_01756","HLOGJBDP_00722","JICBPFCI_02996","DPFOFGOO_01656","AAOLMGCP_03239","CLIIGENJ_02822"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"MDPCJDML_03711","NGHFEAKD_01908","JBHNMEAO_01017","OFPOAPDN_00739","AFLICIDC_04615","NAPOKNNJ_00005","FMNDBGIB_01949","MJBBHCGK_01515","EIKGHHBD_00008","MKNLEGFG_01774","HLOGJBDP_00740","JICBPFCI_04581","DPFOFGOO_01674","AAOLMGCP_03221","CLIIGENJ_02804"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"MDPCJDML_01452","NGHFEAKD_00453","JBHNMEAO_04279","OFPOAPDN_00766","AFLICIDC_02063","NAPOKNNJ_04272","FMNDBGIB_01706","MJBBHCGK_02581","EIKGHHBD_01395","MKNLEGFG_00427","HLOGJBDP_00771","JICBPFCI_02871","DPFOFGOO_02510","AAOLMGCP_00650","CLIIGENJ_00647"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"MDPCJDML_01450","NGHFEAKD_00451","JBHNMEAO_04281","OFPOAPDN_00768","AFLICIDC_02061","NAPOKNNJ_04270","FMNDBGIB_01708","MJBBHCGK_02579","EIKGHHBD_01393","MKNLEGFG_00429","HLOGJBDP_00773","JICBPFCI_02873","DPFOFGOO_02508","AAOLMGCP_00648","CLIIGENJ_00645"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"MDPCJDML_01428","NGHFEAKD_00429","JBHNMEAO_04635","OFPOAPDN_00790","AFLICIDC_02039","NAPOKNNJ_04248","FMNDBGIB_01730","MJBBHCGK_02557","EIKGHHBD_01371","MKNLEGFG_00451","HLOGJBDP_00795","JICBPFCI_02895","DPFOFGOO_02486","AAOLMGCP_00626","CLIIGENJ_00623"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"MDPCJDML_01417","NGHFEAKD_00418","JBHNMEAO_04566","OFPOAPDN_00801","AFLICIDC_02028","NAPOKNNJ_04237","FMNDBGIB_01741","MJBBHCGK_02546","EIKGHHBD_01360","MKNLEGFG_00462","HLOGJBDP_00806","JICBPFCI_02906","DPFOFGOO_02475","AAOLMGCP_00615","CLIIGENJ_00612"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"MDPCJDML_01415","NGHFEAKD_00416","JBHNMEAO_04568","OFPOAPDN_00803","AFLICIDC_02026","NAPOKNNJ_04235","FMNDBGIB_01743","MJBBHCGK_02544","EIKGHHBD_01358","MKNLEGFG_00464","HLOGJBDP_00808","JICBPFCI_02908","DPFOFGOO_02473","AAOLMGCP_00613","CLIIGENJ_00610"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"MDPCJDML_01398","NGHFEAKD_00399","JBHNMEAO_00595","OFPOAPDN_00820","AFLICIDC_02009","NAPOKNNJ_00753","FMNDBGIB_01760","MJBBHCGK_02527","EIKGHHBD_01341","MKNLEGFG_00481","HLOGJBDP_00825","JICBPFCI_02925","DPFOFGOO_02456","AAOLMGCP_00596","CLIIGENJ_00593"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"MDPCJDML_01384","NGHFEAKD_00385","JBHNMEAO_00581","OFPOAPDN_00835","AFLICIDC_01995","NAPOKNNJ_00767","FMNDBGIB_01775","MJBBHCGK_02513","EIKGHHBD_01326","MKNLEGFG_00495","HLOGJBDP_00839","JICBPFCI_02939","DPFOFGOO_02442","AAOLMGCP_00582","CLIIGENJ_00579"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"MDPCJDML_01382","NGHFEAKD_00383","JBHNMEAO_00579","OFPOAPDN_00837","AFLICIDC_01993","NAPOKNNJ_00769","FMNDBGIB_01777","MJBBHCGK_02511","EIKGHHBD_01324","MKNLEGFG_00497","HLOGJBDP_00841","JICBPFCI_02941","DPFOFGOO_02440","AAOLMGCP_00580","CLIIGENJ_00577"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"MDPCJDML_01380","NGHFEAKD_00381","JBHNMEAO_00577","OFPOAPDN_00839","AFLICIDC_01991","NAPOKNNJ_00771","FMNDBGIB_01779","MJBBHCGK_02509","EIKGHHBD_01322","MKNLEGFG_00499","HLOGJBDP_00843","JICBPFCI_02943","DPFOFGOO_02438","AAOLMGCP_00578","CLIIGENJ_00575"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"MDPCJDML_01369","NGHFEAKD_00370","JBHNMEAO_00566","OFPOAPDN_00850","AFLICIDC_01980","NAPOKNNJ_00782","FMNDBGIB_01790","MJBBHCGK_02498","EIKGHHBD_01311","MKNLEGFG_00510","HLOGJBDP_00854","JICBPFCI_02954","DPFOFGOO_02427","AAOLMGCP_00567","CLIIGENJ_00564"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"MDPCJDML_01366","NGHFEAKD_00367","JBHNMEAO_00563","OFPOAPDN_00853","AFLICIDC_01977","NAPOKNNJ_00785","FMNDBGIB_01793","MJBBHCGK_02495","EIKGHHBD_01308","MKNLEGFG_00513","HLOGJBDP_00857","JICBPFCI_02957","DPFOFGOO_02424","AAOLMGCP_00564","CLIIGENJ_00561"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"MDPCJDML_01361","NGHFEAKD_00362","JBHNMEAO_00558","OFPOAPDN_00858","AFLICIDC_01972","NAPOKNNJ_00790","FMNDBGIB_01798","MJBBHCGK_02490","EIKGHHBD_01303","MKNLEGFG_00518","HLOGJBDP_00862","JICBPFCI_02962","DPFOFGOO_02419","AAOLMGCP_00559","CLIIGENJ_00556"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"MDPCJDML_01360","NGHFEAKD_00361","JBHNMEAO_00557","OFPOAPDN_00859","AFLICIDC_01971","NAPOKNNJ_00791","FMNDBGIB_01799","MJBBHCGK_02489","EIKGHHBD_01302","MKNLEGFG_00519","HLOGJBDP_00863","JICBPFCI_02963","DPFOFGOO_02418","AAOLMGCP_00558","CLIIGENJ_00555"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"MDPCJDML_01359","NGHFEAKD_00360","JBHNMEAO_00556","OFPOAPDN_00860","AFLICIDC_01970","NAPOKNNJ_00792","FMNDBGIB_01800","MJBBHCGK_02488","EIKGHHBD_01301","MKNLEGFG_00520","HLOGJBDP_00864","JICBPFCI_02964","DPFOFGOO_02417","AAOLMGCP_00557","CLIIGENJ_00554"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"MDPCJDML_01358","NGHFEAKD_00359","JBHNMEAO_00555","OFPOAPDN_00861","AFLICIDC_01969","NAPOKNNJ_00793","FMNDBGIB_01801","MJBBHCGK_02487","EIKGHHBD_01300","MKNLEGFG_00521","HLOGJBDP_00865","JICBPFCI_02965","DPFOFGOO_02416","AAOLMGCP_00556","CLIIGENJ_00553"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"MDPCJDML_01355","NGHFEAKD_00356","JBHNMEAO_00552","OFPOAPDN_00864","AFLICIDC_01966","NAPOKNNJ_00796","FMNDBGIB_01804","MJBBHCGK_02484","EIKGHHBD_01297","MKNLEGFG_00524","HLOGJBDP_00868","JICBPFCI_02968","DPFOFGOO_02413","AAOLMGCP_00553","CLIIGENJ_00550"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"MDPCJDML_01353","NGHFEAKD_00354","JBHNMEAO_00550","OFPOAPDN_00866","AFLICIDC_01964","NAPOKNNJ_00798","FMNDBGIB_01806","MJBBHCGK_02482","EIKGHHBD_01295","MKNLEGFG_00526","HLOGJBDP_00870","JICBPFCI_02970","DPFOFGOO_02411","AAOLMGCP_00551","CLIIGENJ_00548"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"MDPCJDML_01346","NGHFEAKD_00347","JBHNMEAO_00543","OFPOAPDN_00873","AFLICIDC_01957","NAPOKNNJ_00805","FMNDBGIB_01813","MJBBHCGK_02475","EIKGHHBD_01288","MKNLEGFG_00533","HLOGJBDP_00877","JICBPFCI_02977","DPFOFGOO_02404","AAOLMGCP_00544","CLIIGENJ_00541"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"MDPCJDML_01342","NGHFEAKD_00343","JBHNMEAO_00539","OFPOAPDN_00877","AFLICIDC_01953","NAPOKNNJ_00809","FMNDBGIB_01938","MJBBHCGK_02471","EIKGHHBD_01284","MKNLEGFG_00537","HLOGJBDP_00881","JICBPFCI_02981","DPFOFGOO_02400","AAOLMGCP_00540","CLIIGENJ_00537"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"MDPCJDML_01230","NGHFEAKD_00231","JBHNMEAO_00427","OFPOAPDN_00990","AFLICIDC_01522","NAPOKNNJ_00921","FMNDBGIB_01826","MJBBHCGK_02359","EIKGHHBD_01172","MKNLEGFG_00649","HLOGJBDP_00993","JICBPFCI_03230","DPFOFGOO_02288","AAOLMGCP_00428","CLIIGENJ_00425"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"MDPCJDML_01219","NGHFEAKD_00220","JBHNMEAO_00416","OFPOAPDN_01001","AFLICIDC_01511","NAPOKNNJ_00932","FMNDBGIB_01815","MJBBHCGK_02348","EIKGHHBD_01161","MKNLEGFG_00660","HLOGJBDP_01004","JICBPFCI_03241","DPFOFGOO_02277","AAOLMGCP_00417","CLIIGENJ_00414"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"MDPCJDML_01213","NGHFEAKD_00214","JBHNMEAO_00410","OFPOAPDN_01007","AFLICIDC_01505","NAPOKNNJ_00938","FMNDBGIB_04495","MJBBHCGK_02342","EIKGHHBD_01155","MKNLEGFG_00666","HLOGJBDP_01010","JICBPFCI_03247","DPFOFGOO_02271","AAOLMGCP_00411","CLIIGENJ_00408"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"MDPCJDML_01205","NGHFEAKD_00206","JBHNMEAO_00402","OFPOAPDN_01015","AFLICIDC_01497","NAPOKNNJ_00946","FMNDBGIB_01197","MJBBHCGK_04044","EIKGHHBD_01147","MKNLEGFG_00674","HLOGJBDP_01018","JICBPFCI_00003","DPFOFGOO_03705","AAOLMGCP_00403","CLIIGENJ_00400"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"MDPCJDML_01197","NGHFEAKD_00198","JBHNMEAO_00394","OFPOAPDN_01023","AFLICIDC_01489","NAPOKNNJ_00954","FMNDBGIB_01189","MJBBHCGK_04052","EIKGHHBD_01139","MKNLEGFG_00682","HLOGJBDP_01026","JICBPFCI_00011","DPFOFGOO_03697","AAOLMGCP_00395","CLIIGENJ_00392"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"MDPCJDML_01196","NGHFEAKD_00197","JBHNMEAO_00393","OFPOAPDN_01024","AFLICIDC_01488","NAPOKNNJ_00955","FMNDBGIB_01188","MJBBHCGK_04053","EIKGHHBD_01138","MKNLEGFG_00683","HLOGJBDP_01027","JICBPFCI_00012","DPFOFGOO_03696","AAOLMGCP_00394","CLIIGENJ_00391"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"MDPCJDML_01180","NGHFEAKD_00181","JBHNMEAO_00377","OFPOAPDN_01040","AFLICIDC_01472","NAPOKNNJ_00971","FMNDBGIB_01172","MJBBHCGK_04069","EIKGHHBD_01122","MKNLEGFG_00699","HLOGJBDP_01043","JICBPFCI_00028","DPFOFGOO_03680","AAOLMGCP_00378","CLIIGENJ_00375"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"MDPCJDML_01170","NGHFEAKD_00172","JBHNMEAO_00368","OFPOAPDN_01049","AFLICIDC_01463","NAPOKNNJ_00980","FMNDBGIB_01163","MJBBHCGK_04079","EIKGHHBD_01113","MKNLEGFG_00708","HLOGJBDP_01052","JICBPFCI_00037","DPFOFGOO_03671","AAOLMGCP_00369","CLIIGENJ_00366"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"MDPCJDML_01169","NGHFEAKD_00171","JBHNMEAO_00367","OFPOAPDN_01050","AFLICIDC_01462","NAPOKNNJ_00981","FMNDBGIB_01162","MJBBHCGK_04080","EIKGHHBD_01112","MKNLEGFG_00709","HLOGJBDP_01053","JICBPFCI_00038","DPFOFGOO_03670","AAOLMGCP_00368","CLIIGENJ_00365"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"MDPCJDML_01163","NGHFEAKD_00165","JBHNMEAO_00361","OFPOAPDN_01056","AFLICIDC_01456","NAPOKNNJ_00987","FMNDBGIB_01156","MJBBHCGK_04086","EIKGHHBD_01106","MKNLEGFG_00715","HLOGJBDP_01059","JICBPFCI_00044","DPFOFGOO_03664","AAOLMGCP_00362","CLIIGENJ_00360"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"MDPCJDML_01151","NGHFEAKD_00153","JBHNMEAO_00349","OFPOAPDN_01068","AFLICIDC_01444","NAPOKNNJ_00999","FMNDBGIB_01144","MJBBHCGK_04098","EIKGHHBD_01094","MKNLEGFG_00727","HLOGJBDP_01071","JICBPFCI_00056","DPFOFGOO_03652","AAOLMGCP_00350","CLIIGENJ_00348"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"MDPCJDML_01134","NGHFEAKD_00136","JBHNMEAO_00332","OFPOAPDN_01085","AFLICIDC_01427","NAPOKNNJ_01016","FMNDBGIB_01127","MJBBHCGK_04115","EIKGHHBD_01077","MKNLEGFG_00744","HLOGJBDP_01088","JICBPFCI_00073","DPFOFGOO_03635","AAOLMGCP_00333","CLIIGENJ_00331"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"MDPCJDML_01132","NGHFEAKD_00134","JBHNMEAO_00330","OFPOAPDN_01087","AFLICIDC_01425","NAPOKNNJ_01018","FMNDBGIB_01125","MJBBHCGK_04117","EIKGHHBD_01075","MKNLEGFG_00746","HLOGJBDP_01090","JICBPFCI_00075","DPFOFGOO_03633","AAOLMGCP_00331","CLIIGENJ_00329"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"MDPCJDML_03481","NGHFEAKD_03545","JBHNMEAO_00190","OFPOAPDN_01227","AFLICIDC_02190","NAPOKNNJ_01158","FMNDBGIB_02556","MJBBHCGK_01709","EIKGHHBD_00935","MKNLEGFG_00968","HLOGJBDP_01230","JICBPFCI_00215","DPFOFGOO_01867","AAOLMGCP_00191","CLIIGENJ_00189"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"MDPCJDML_03480","NGHFEAKD_03544","JBHNMEAO_00189","OFPOAPDN_01228","AFLICIDC_02191","NAPOKNNJ_01159","FMNDBGIB_02555","MJBBHCGK_01708","EIKGHHBD_00934","MKNLEGFG_00967","HLOGJBDP_01231","JICBPFCI_00216","DPFOFGOO_01866","AAOLMGCP_00190","CLIIGENJ_00188"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"MDPCJDML_03478","NGHFEAKD_03542","JBHNMEAO_00187","OFPOAPDN_01230","AFLICIDC_02193","NAPOKNNJ_01161","FMNDBGIB_02553","MJBBHCGK_01706","EIKGHHBD_00932","MKNLEGFG_00965","HLOGJBDP_01233","JICBPFCI_00218","DPFOFGOO_01864","AAOLMGCP_00188","CLIIGENJ_00186"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"MDPCJDML_03471","NGHFEAKD_03535","JBHNMEAO_00180","OFPOAPDN_01237","AFLICIDC_02200","NAPOKNNJ_01168","FMNDBGIB_02546","MJBBHCGK_01699","EIKGHHBD_00925","MKNLEGFG_00958","HLOGJBDP_01240","JICBPFCI_00225","DPFOFGOO_01857","AAOLMGCP_00181","CLIIGENJ_00179"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"MDPCJDML_03465","NGHFEAKD_03529","JBHNMEAO_00174","OFPOAPDN_01243","AFLICIDC_02206","NAPOKNNJ_01174","FMNDBGIB_02540","MJBBHCGK_01693","EIKGHHBD_00919","MKNLEGFG_00952","HLOGJBDP_01246","JICBPFCI_00231","DPFOFGOO_01851","AAOLMGCP_00175","CLIIGENJ_00173"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"MDPCJDML_03458","NGHFEAKD_03522","JBHNMEAO_00167","OFPOAPDN_01250","AFLICIDC_02213","NAPOKNNJ_01181","FMNDBGIB_02533","MJBBHCGK_01686","EIKGHHBD_00912","MKNLEGFG_00945","HLOGJBDP_01253","JICBPFCI_00238","DPFOFGOO_01844","AAOLMGCP_00168","CLIIGENJ_00166"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"MDPCJDML_03457","NGHFEAKD_03521","JBHNMEAO_00166","OFPOAPDN_01251","AFLICIDC_02214","NAPOKNNJ_01182","FMNDBGIB_02532","MJBBHCGK_01685","EIKGHHBD_00911","MKNLEGFG_00944","HLOGJBDP_01254","JICBPFCI_00239","DPFOFGOO_01843","AAOLMGCP_00167","CLIIGENJ_00165"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"MDPCJDML_03448","NGHFEAKD_03512","JBHNMEAO_00157","OFPOAPDN_01260","AFLICIDC_02223","NAPOKNNJ_01191","FMNDBGIB_02523","MJBBHCGK_01676","EIKGHHBD_00902","MKNLEGFG_00935","HLOGJBDP_01263","JICBPFCI_00248","DPFOFGOO_01834","AAOLMGCP_00158","CLIIGENJ_00156"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"MDPCJDML_03429","NGHFEAKD_03493","JBHNMEAO_00138","OFPOAPDN_01279","AFLICIDC_02242","NAPOKNNJ_01210","FMNDBGIB_02504","MJBBHCGK_01657","EIKGHHBD_00883","MKNLEGFG_00916","HLOGJBDP_01282","JICBPFCI_00267","DPFOFGOO_01815","AAOLMGCP_00139","CLIIGENJ_00137"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"MDPCJDML_03426","NGHFEAKD_03490","JBHNMEAO_00135","OFPOAPDN_01282","AFLICIDC_02245","NAPOKNNJ_01213","FMNDBGIB_02501","MJBBHCGK_01654","EIKGHHBD_00880","MKNLEGFG_00913","HLOGJBDP_01285","JICBPFCI_00270","DPFOFGOO_01812","AAOLMGCP_00136","CLIIGENJ_00134"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"MDPCJDML_03425","NGHFEAKD_03489","JBHNMEAO_00134","OFPOAPDN_01283","AFLICIDC_02246","NAPOKNNJ_01214","FMNDBGIB_02500","MJBBHCGK_01653","EIKGHHBD_00879","MKNLEGFG_00912","HLOGJBDP_01286","JICBPFCI_00271","DPFOFGOO_01811","AAOLMGCP_00135","CLIIGENJ_00133"
